City_Council_District,ARREST_YEAR,#_ARRESTS,ARREST_CHANGE
42.0,2020,4157,-34.85347124275192
42.0,2021,4566,9.838826076497474
42.0,2022,6043,32.34778799824792
42.0,2023,3704,-38.7059407579017
43.0,2006,2465,
43.0,2007,3030,22.920892494929006
43.0,2008,3010,-0.6600660066006601
43.0,2009,3132,4.053156146179402
43.0,2010,2985,-4.693486590038314
43.0,2011,2779,-6.901172529313233
43.0,2012,2578,-7.23281756027348
43.0,2013,2790,8.223429014740109
43.0,2014,3101,11.146953405017921
43.0,2015,2778,-10.415994840374072
43.0,2016,3218,15.83873290136789
43.0,2017,3181,-1.1497824735860782
43.0,2018,2437,-23.388871424080477
43.0,2019,2364,-2.9954862535904803
43.0,2020,1513,-35.998307952622675
43.0,2021,1634,7.997356245869135
43.0,2022,1833,12.178702570379436
43.0,2023,1205,-34.2607746863066
44.0,2006,2372,
44.0,2007,2535,6.871838111298483
44.0,2008,2377,-6.232741617357003
44.0,2009,2272,-4.417332772402188
44.0,2010,2242,-1.3204225352112675
44.0,2011,2163,-3.5236396074933096
44.0,2012,2205,1.9417475728155338
44.0,2013,2368,7.392290249433106
44.0,2014,2537,7.136824324324325
44.0,2015,2690,6.030744974379188
44.0,2016,2345,-12.825278810408921
44.0,2017,2053,-12.452025586353944
44.0,2018,1847,-10.03409644422796
44.0,2019,1778,-3.7357877639415267
44.0,2020,1329,-25.253093363329583
44.0,2021,1594,19.939804364183598
44.0,2022,2057,29.046424090338768
44.0,2023,949,-53.86485172581429
45.0,2006,4010,
45.0,2007,4641,15.7356608478803
45.0,2008,4120,-11.226028873087698
45.0,2009,4367,5.995145631067961
45.0,2010,4247,-2.7478818410808334
45.0,2011,4154,-2.18978102189781
45.0,2012,4395,5.801636976408281
45.0,2013,4151,-5.5517633674630265
45.0,2014,4702,13.27390990122862
45.0,2015,4375,-6.954487452148022
45.0,2016,4069,-6.994285714285714
45.0,2017,3601,-11.501597444089457
45.0,2018,3236,-10.13607331296862
45.0,2019,2881,-10.970333745364648
45.0,2020,1753,-39.153071850052065
45.0,2021,1923,9.697661152310324
45.0,2022,2205,14.664586583463338
45.0,2023,1385,-37.188208616780045
46.0,2006,3197,
46.0,2007,3506,9.665311229277448
46.0,2008,3266,-6.845407872219053
46.0,2009,3213,-1.6227801592161666
46.0,2010,3620,12.667289137877374
46.0,2011,3757,3.7845303867403315
46.0,2012,3707,-1.3308490817141336
46.0,2013,3514,-5.206366333962773
46.0,2014,3586,2.048947068867388
46.0,2015,2920,-18.57222532069158
46.0,2016,3117,6.7465753424657535
46.0,2017,2995,-3.9140198909207573
46.0,2018,2498,-16.59432387312187
46.0,2019,1843,-26.220976781425144
46.0,2020,1267,-31.25339120998372
46.0,2021,1586,25.177584846093133
46.0,2022,1950,22.950819672131146
46.0,2023,1234,-36.717948717948715
47.0,2006,4537,
47.0,2007,4871,7.361692748512233
47.0,2008,4755,-2.381441182508725
47.0,2009,5377,13.080967402733965
47.0,2010,5132,-4.556444113818115
47.0,2011,4732,-7.79423226812159
47.0,2012,4369,-7.671174978867286
47.0,2013,4528,3.639276722362097
47.0,2014,4748,4.858657243816254
47.0,2015,5136,8.171861836562764
47.0,2016,4601,-10.416666666666668
47.0,2017,4220,-8.280808519886982
47.0,2018,3575,-15.284360189573459
47.0,2019,3023,-15.44055944055944
47.0,2020,2235,-26.066821038703274
47.0,2021,2655,18.79194630872483
47.0,2022,1962,-26.101694915254235
47.0,2023,1430,-27.115188583078492
48.0,2006,3778,
48.0,2007,3971,5.1085230280571725
48.0,2008,3819,-3.827751196172249
48.0,2009,3676,-3.7444357161560617
48.0,2010,3401,-7.480957562568008
48.0,2011,3398,-0.08820935019112026
48.0,2012,3499,2.972336668628605
48.0,2013,3391,-3.086596170334381
48.0,2014,3598,6.104393984075494
48.0,2015,3125,-13.146192329071708
48.0,2016,3073,-1.664
48.0,2017,2967,-3.4493979824275955
48.0,2018,2730,-7.987866531850354
48.0,2019,2485,-8.974358974358974
48.0,2020,1583,-36.29778672032194
48.0,2021,1446,-8.654453569172457
48.0,2022,2366,63.6237897648686
48.0,2023,1449,-38.75739644970414
49.0,2006,7184,
49.0,2007,7560,5.233853006681515
49.0,2008,8934,18.174603174603174
49.0,2009,8481,-5.070517125587642
49.0,2010,8534,0.624926305860158
49.0,2011,8363,-2.003749707054136
49.0,2012,7698,-7.951691976563434
49.0,2013,7381,-4.117952714990906
49.0,2014,8025,8.725104999322584
49.0,2015,6678,-16.78504672897196
49.0,2016,7548,13.02785265049416
49.0,2017,6972,-7.631160572337042
49.0,2018,6542,-6.167527251864601
49.0,2019,5625,-14.017120146744114
49.0,2020,3900,-30.666666666666664
49.0,2021,4663,19.564102564102566
49.0,2022,5435,16.555865322753593
49.0,2023,3205,-41.03035878564857
50.0,2006,3204,
50.0,2007,2885,-9.956304619225968
50.0,2008,3560,23.39688041594454
50.0,2009,2966,-16.685393258426966
50.0,2010,3115,5.0236008091706
50.0,2011,3067,-1.5409309791332264
50.0,2012,2958,-3.5539615259210953
50.0,2013,2777,-6.118999323867478
50.0,2014,2633,-5.185451926539431
50.0,2015,2106,-20.015191796429928
50.0,2016,2446,16.144349477682812
50.0,2017,2107,-13.859362224039248
50.0,2018,2031,-3.6070242050308496
50.0,2019,1839,-9.453471196454949
50.0,2020,1254,-31.810766721044047
50.0,2021,1435,14.433811802232855
50.0,2022,1598,11.358885017421603
50.0,2023,915,-42.740926157697125
51.0,2006,2018,
51.0,2007,1966,-2.576808721506442
51.0,2008,2509,27.619532044760938
51.0,2009,2526,0.6775607811877242
51.0,2010,2612,3.4045922406967537
51.0,2011,2595,-0.6508422664624809
51.0,2012,2363,-8.940269749518306
51.0,2013,2563,8.463817181548878
51.0,2014,2619,2.1849395239953178
51.0,2015,2334,-10.882016036655212
51.0,2016,2350,0.6855184233076265
51.0,2017,2299,-2.170212765957447
51.0,2018,1851,-19.48673336233145
51.0,2019,1568,-15.289032955159373
51.0,2020,1041,-33.609693877551024
51.0,2021,1113,6.9164265129683
51.0,2022,1342,20.575022461814914
51.0,2023,766,-42.92101341281669
