State_Senate_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
19.0,2015,2,4369,2.582765907490021
19.0,2015,3,3503,-19.821469443808652
19.0,2016,0,3612,3.111618612617756
19.0,2016,1,3759,4.069767441860465
19.0,2016,2,3499,-6.9167331737164135
19.0,2016,3,3220,-7.973706773363818
19.0,2017,0,3106,-3.540372670807453
19.0,2017,1,3101,-0.16097875080489374
19.0,2017,2,2940,-5.191873589164786
19.0,2017,3,2763,-6.020408163265306
19.0,2018,0,2665,-3.5468693449149478
19.0,2018,1,2696,1.1632270168855536
19.0,2018,2,2409,-10.645400593471809
19.0,2018,3,2061,-14.44582814445828
19.0,2019,0,2211,7.278020378457059
19.0,2019,1,2201,-0.45228403437358666
19.0,2019,2,2249,2.1808268968650615
19.0,2019,3,1823,-18.94175188972877
19.0,2020,0,1791,-1.755348326933626
19.0,2020,1,1086,-39.36348408710218
19.0,2020,2,1187,9.300184162062616
19.0,2020,3,1522,28.22240943555181
19.0,2021,0,1636,7.490144546649145
19.0,2021,1,1463,-10.574572127139364
19.0,2021,2,1632,11.551606288448394
19.0,2021,3,1579,-3.2475490196078436
19.0,2022,0,1796,13.742875237492083
19.0,2022,1,2192,22.048997772828507
19.0,2022,2,1979,-9.717153284671532
19.0,2022,3,2117,6.97321879737241
19.0,2023,0,2501,18.138875767595657
19.0,2023,1,2543,1.6793282686925233
20.0,2006,0,3521,
20.0,2006,1,3763,6.87304742970747
20.0,2006,2,3786,0.6112144565506245
20.0,2006,3,3338,-11.833069202324353
20.0,2007,0,4001,19.862192929898143
20.0,2007,1,3989,-0.29992501874531363
20.0,2007,2,3886,-2.582100777137127
20.0,2007,3,3498,-9.984559958826557
20.0,2008,0,4142,18.41052029731275
20.0,2008,1,3636,-12.216320618058909
20.0,2008,2,3411,-6.188118811881188
20.0,2008,3,3257,-4.514805042509528
20.0,2009,0,3967,21.799201719373656
20.0,2009,1,3841,-3.176203680362995
20.0,2009,2,4087,6.404582140067691
20.0,2009,3,3729,-8.75948128211402
20.0,2010,0,4285,14.910163582729954
20.0,2010,1,4450,3.8506417736289387
20.0,2010,2,4143,-6.898876404494382
20.0,2010,3,3909,-5.6480811006517015
20.0,2011,0,4050,3.6070606293169614
20.0,2011,1,4147,2.3950617283950617
20.0,2011,2,4034,-2.7248613455510005
20.0,2011,3,3780,-6.296479920674268
20.0,2012,0,4148,9.735449735449736
20.0,2012,1,3733,-10.004821600771455
20.0,2012,2,3677,-1.5001339405304044
20.0,2012,3,2827,-23.116671199347294
20.0,2013,0,3394,20.056597099398658
20.0,2013,1,3667,8.043606364172067
20.0,2013,2,3781,3.1088082901554404
20.0,2013,3,3608,-4.575509124570219
20.0,2014,0,3779,4.739467849223947
20.0,2014,1,3890,2.9372849960306957
20.0,2014,2,4041,3.8817480719794344
20.0,2014,3,2841,-29.695619896065327
20.0,2015,0,3018,6.2302006335797255
20.0,2015,1,3003,-0.4970178926441352
20.0,2015,2,3174,5.694305694305695
20.0,2015,3,2768,-12.791430371770637
20.0,2016,0,2895,4.588150289017341
20.0,2016,1,2714,-6.252158894645941
20.0,2016,2,2535,-6.595431098010317
20.0,2016,3,2851,12.465483234714005
20.0,2017,0,2839,-0.4209049456331112
20.0,2017,1,2572,-9.404719971821065
20.0,2017,2,2478,-3.654743390357698
20.0,2017,3,2534,2.2598870056497176
20.0,2018,0,2623,3.51223362273086
20.0,2018,1,2187,-16.622188333968737
20.0,2018,2,2178,-0.411522633744856
20.0,2018,3,2019,-7.300275482093664
20.0,2019,0,1942,-3.8137691926696387
20.0,2019,1,1933,-0.46343975283213185
20.0,2019,2,1824,-5.638903259182618
20.0,2019,3,1604,-12.06140350877193
20.0,2020,0,1514,-5.610972568578553
20.0,2020,1,988,-34.74240422721268
20.0,2020,2,935,-5.364372469635628
20.0,2020,3,1110,18.71657754010695
20.0,2021,0,1302,17.2972972972973
20.0,2021,1,1164,-10.599078341013826
20.0,2021,2,1233,5.927835051546391
20.0,2021,3,1222,-0.8921330089213302
20.0,2022,0,1296,6.055646481178396
20.0,2022,1,1409,8.719135802469136
20.0,2022,2,1334,-5.322924059616749
20.0,2022,3,1412,5.847076461769116
20.0,2023,0,1595,12.960339943342778
20.0,2023,1,1765,10.658307210031348
21.0,2006,0,2429,
21.0,2006,1,2396,-1.3585837793330588
21.0,2006,2,2264,-5.509181969949917
21.0,2006,3,2226,-1.678445229681979
21.0,2007,0,2593,16.486972147349505
21.0,2007,1,2451,-5.476282298495951
21.0,2007,2,2711,10.607915136678907
21.0,2007,3,2549,-5.975654739948358
21.0,2008,0,2577,1.0984699882306788
21.0,2008,1,2417,-6.208769887466046
21.0,2008,2,2408,-0.3723624327678941
21.0,2008,3,2137,-11.254152823920267
21.0,2009,0,2483,16.190921853065042
21.0,2009,1,2477,-0.24164317358034634
21.0,2009,2,2483,0.24222850222042794
21.0,2009,3,2238,-9.867096254530809
21.0,2010,0,2322,3.753351206434316
21.0,2010,1,2642,13.781223083548666
21.0,2010,2,2504,-5.223315669947009
21.0,2010,3,2245,-10.343450479233226
21.0,2011,0,2307,2.761692650334076
21.0,2011,1,2575,11.616818378846988
21.0,2011,2,2411,-6.368932038834951
21.0,2011,3,2082,-13.645790128577353
21.0,2012,0,2523,21.181556195965417
21.0,2012,1,2356,-6.619104240982956
21.0,2012,2,2464,4.584040747028863
21.0,2012,3,1989,-19.2775974025974
21.0,2013,0,2239,12.56913021618904
21.0,2013,1,2338,4.421616793211255
21.0,2013,2,2390,2.2241231822070144
21.0,2013,3,2318,-3.01255230125523
21.0,2014,0,2346,1.2079378774805867
21.0,2014,1,2596,10.656436487638533
21.0,2014,2,2503,-3.582434514637904
21.0,2014,3,2121,-15.261685976827808
21.0,2015,0,1976,-6.836397925506836
21.0,2015,1,2489,25.961538461538463
21.0,2015,2,2226,-10.566492567296102
21.0,2015,3,2046,-8.086253369272237
21.0,2016,0,2234,9.188660801564028
21.0,2016,1,2060,-7.788719785138765
21.0,2016,2,1910,-7.281553398058252
21.0,2016,3,1853,-2.984293193717278
21.0,2017,0,1972,6.422018348623854
21.0,2017,1,1864,-5.476673427991886
21.0,2017,2,1747,-6.276824034334765
21.0,2017,3,1883,7.784773898111047
21.0,2018,0,2050,8.8688263409453
21.0,2018,1,1713,-16.439024390243905
21.0,2018,2,1627,-5.020431990659661
21.0,2018,3,1525,-6.2692071296865395
21.0,2019,0,1619,6.163934426229508
21.0,2019,1,1528,-5.620753551575047
21.0,2019,2,1390,-9.031413612565444
21.0,2019,3,1237,-11.007194244604317
21.0,2020,0,1166,-5.739692805173808
21.0,2020,1,789,-32.3327615780446
21.0,2020,2,820,3.929024081115336
21.0,2020,3,1147,39.87804878048781
21.0,2021,0,1072,-6.538796861377507
21.0,2021,1,1016,-5.223880597014925
21.0,2021,2,1084,6.692913385826772
21.0,2021,3,1057,-2.4907749077490773
21.0,2022,0,1195,13.055818353831599
21.0,2022,1,1275,6.694560669456067
21.0,2022,2,1313,2.980392156862745
21.0,2022,3,1355,3.198781416603199
21.0,2023,0,1515,11.808118081180812
21.0,2023,1,1512,-0.19801980198019803
22.0,2006,0,1162,
22.0,2006,1,1179,1.4629948364888123
22.0,2006,2,1192,1.102629346904156
22.0,2006,3,1186,-0.5033557046979865
22.0,2007,0,1298,9.443507588532883
22.0,2007,1,1365,5.1617873651771955
22.0,2007,2,1250,-8.424908424908425
22.0,2007,3,1103,-11.76
22.0,2008,0,1227,11.242067089755214
22.0,2008,1,1250,1.8744906275468622
22.0,2008,2,1157,-7.4399999999999995
22.0,2008,3,1083,-6.395851339671564
22.0,2009,0,1290,19.113573407202217
22.0,2009,1,1214,-5.891472868217054
22.0,2009,2,1039,-14.41515650741351
22.0,2009,3,1106,6.4485081809432145
22.0,2010,0,1114,0.7233273056057866
22.0,2010,1,1182,6.104129263913824
22.0,2010,2,1038,-12.18274111675127
22.0,2010,3,1122,8.092485549132949
22.0,2011,0,1154,2.8520499108734403
22.0,2011,1,1066,-7.625649913344887
22.0,2011,2,1027,-3.6585365853658534
22.0,2011,3,1222,18.9873417721519
22.0,2012,0,1173,-4.009819967266775
22.0,2012,1,1319,12.446717817561808
22.0,2012,2,1122,-14.935557240333585
22.0,2012,3,987,-12.032085561497325
22.0,2013,0,1345,36.271529888551164
22.0,2013,1,1281,-4.758364312267658
22.0,2013,2,1150,-10.226385636221702
22.0,2013,3,1093,-4.956521739130435
22.0,2014,0,1212,10.887465690759377
22.0,2014,1,1280,5.6105610561056105
22.0,2014,2,1301,1.640625
22.0,2014,3,1125,-13.528055342044581
22.0,2015,0,1093,-2.8444444444444446
22.0,2015,1,1242,13.632204940530649
22.0,2015,2,1153,-7.1658615136876005
22.0,2015,3,1122,-2.6886383347788376
22.0,2016,0,1154,2.8520499108734403
22.0,2016,1,1137,-1.4731369150779896
22.0,2016,2,1065,-6.33245382585752
22.0,2016,3,1051,-1.3145539906103285
22.0,2017,0,1091,3.8058991436726926
22.0,2017,1,1082,-0.8249312557286892
22.0,2017,2,928,-14.232902033271719
22.0,2017,3,1047,12.823275862068966
22.0,2018,0,1016,-2.9608404966571156
22.0,2018,1,948,-6.692913385826772
22.0,2018,2,863,-8.966244725738397
22.0,2018,3,860,-0.34762456546929316
22.0,2019,0,955,11.046511627906977
22.0,2019,1,926,-3.0366492146596857
22.0,2019,2,903,-2.4838012958963285
22.0,2019,3,759,-15.946843853820598
22.0,2020,0,742,-2.2397891963109355
22.0,2020,1,496,-33.153638814016176
22.0,2020,2,591,19.153225806451612
22.0,2020,3,660,11.6751269035533
22.0,2021,0,669,1.3636363636363635
22.0,2021,1,655,-2.092675635276532
22.0,2021,2,706,7.786259541984733
22.0,2021,3,714,1.13314447592068
22.0,2022,0,858,20.168067226890756
22.0,2022,1,811,-5.477855477855478
22.0,2022,2,752,-7.274969173859433
22.0,2022,3,777,3.324468085106383
22.0,2023,0,879,13.127413127413126
22.0,2023,1,905,2.9579067121729237
23.0,2006,0,3041,
23.0,2006,1,3512,15.488326208484052
23.0,2006,2,3438,-2.1070615034168565
23.0,2006,3,3245,-5.613728912158232
23.0,2007,0,3514,8.289676425269645
23.0,2007,1,3620,3.016505406943654
23.0,2007,2,3557,-1.7403314917127073
23.0,2007,3,3267,-8.152937868990723
23.0,2008,0,3690,12.947658402203857
23.0,2008,1,4070,10.29810298102981
23.0,2008,2,3961,-2.678132678132678
23.0,2008,3,3582,-9.568290835647563
23.0,2009,0,3892,8.654383026242323
23.0,2009,1,3804,-2.2610483042137717
23.0,2009,2,3926,3.207150368033649
23.0,2009,3,3415,-13.015792154865002
23.0,2010,0,3594,5.241581259150805
23.0,2010,1,3934,9.460211463550362
23.0,2010,2,3841,-2.364006100660905
23.0,2010,3,3392,-11.689664149960947
23.0,2011,0,3462,2.063679245283019
23.0,2011,1,3885,12.218370883882148
23.0,2011,2,3371,-13.23037323037323
23.0,2011,3,3203,-4.983684366656779
23.0,2012,0,3695,15.360599438026851
23.0,2012,1,3568,-3.437077131258457
23.0,2012,2,3458,-3.0829596412556053
23.0,2012,3,2304,-33.371891266628104
23.0,2013,0,2885,25.21701388888889
23.0,2013,1,3463,20.034662045060657
23.0,2013,2,3462,-0.028876696505919723
23.0,2013,3,3024,-12.65164644714038
23.0,2014,0,3625,19.874338624338623
23.0,2014,1,3852,6.262068965517241
23.0,2014,2,3482,-9.60539979231568
23.0,2014,3,2812,-19.241815048822517
23.0,2015,0,2860,1.7069701280227598
23.0,2015,1,3216,12.447552447552447
23.0,2015,2,3580,11.318407960199005
23.0,2015,3,2928,-18.212290502793298
23.0,2016,0,3314,13.183060109289618
23.0,2016,1,3404,2.715751357875679
23.0,2016,2,3430,0.763807285546416
23.0,2016,3,2982,-13.061224489795919
23.0,2017,0,2956,-0.8718980549966466
23.0,2017,1,3240,9.607577807848443
23.0,2017,2,3165,-2.314814814814815
23.0,2017,3,2600,-17.851500789889414
23.0,2018,0,2749,5.730769230769231
23.0,2018,1,2880,4.76536922517279
23.0,2018,2,3004,4.305555555555555
23.0,2018,3,2450,-18.442077230359523
23.0,2019,0,2522,2.9387755102040813
23.0,2019,1,2463,-2.3394131641554323
23.0,2019,2,2475,0.48721071863580995
23.0,2019,3,1983,-19.87878787878788
23.0,2020,0,2091,5.446293494704992
23.0,2020,1,1310,-37.350549976088
23.0,2020,2,1340,2.2900763358778624
23.0,2020,3,1785,33.2089552238806
23.0,2021,0,1835,2.801120448179272
23.0,2021,1,1774,-3.32425068119891
23.0,2021,2,1952,10.033821871476889
23.0,2021,3,1844,-5.532786885245901
23.0,2022,0,1988,7.809110629067245
23.0,2022,1,2270,14.185110663983904
23.0,2022,2,2215,-2.4229074889867843
23.0,2022,3,2053,-7.313769751693003
23.0,2023,0,2386,16.220165611300537
23.0,2023,1,2768,16.01005867560771
24.0,2006,0,1151,
24.0,2006,1,1279,11.120764552562989
24.0,2006,2,1216,-4.925723221266614
24.0,2006,3,1168,-3.9473684210526314
24.0,2007,0,1178,0.8561643835616438
24.0,2007,1,1148,-2.5466893039049237
24.0,2007,2,1130,-1.5679442508710801
24.0,2007,3,1178,4.2477876106194685
24.0,2008,0,1341,13.837011884550085
24.0,2008,1,1579,17.747949291573452
24.0,2008,2,1313,-16.846105129829006
24.0,2008,3,1448,10.281797410510283
24.0,2009,0,1352,-6.629834254143646
24.0,2009,1,1335,-1.257396449704142
24.0,2009,2,1263,-5.393258426966292
24.0,2009,3,1351,6.967537608867776
24.0,2010,0,1325,-1.924500370096225
24.0,2010,1,1481,11.773584905660377
24.0,2010,2,1451,-2.025658338960162
24.0,2010,3,1379,-4.962095106822881
24.0,2011,0,1411,2.320522117476432
24.0,2011,1,1538,9.000708717221828
24.0,2011,2,1378,-10.403120936280883
24.0,2011,3,1315,-4.571843251088534
24.0,2012,0,1450,10.26615969581749
24.0,2012,1,1241,-14.413793103448274
24.0,2012,2,1293,4.19016921837228
24.0,2012,3,1148,-11.214230471771074
24.0,2013,0,1269,10.54006968641115
24.0,2013,1,1193,-5.988967691095351
24.0,2013,2,1344,12.657166806370496
24.0,2013,3,1289,-4.092261904761905
24.0,2014,0,1258,-2.404965089216447
24.0,2014,1,1360,8.108108108108109
24.0,2014,2,1215,-10.661764705882353
24.0,2014,3,1097,-9.7119341563786
24.0,2015,0,1055,-3.828623518687329
24.0,2015,1,1047,-0.7582938388625593
24.0,2015,2,1064,1.6236867239732569
24.0,2015,3,1023,-3.8533834586466162
24.0,2016,0,1097,7.233626588465299
24.0,2016,1,1179,7.474931631722881
24.0,2016,2,1110,-5.852417302798982
24.0,2016,3,1093,-1.5315315315315314
24.0,2017,0,1071,-2.012808783165599
24.0,2017,1,1084,1.2138188608776845
24.0,2017,2,1066,-1.6605166051660518
24.0,2017,3,962,-9.75609756097561
24.0,2018,0,960,-0.2079002079002079
24.0,2018,1,976,1.6666666666666667
24.0,2018,2,874,-10.450819672131148
24.0,2018,3,927,6.064073226544623
24.0,2019,0,906,-2.26537216828479
24.0,2019,1,851,-6.070640176600441
24.0,2019,2,785,-7.7555816686251475
24.0,2019,3,636,-18.980891719745223
24.0,2020,0,654,2.8301886792452833
24.0,2020,1,495,-24.31192660550459
24.0,2020,2,436,-11.91919191919192
24.0,2020,3,570,30.73394495412844
24.0,2021,0,644,12.982456140350877
24.0,2021,1,564,-12.422360248447205
24.0,2021,2,609,7.9787234042553195
24.0,2021,3,607,-0.3284072249589491
24.0,2022,0,670,10.378912685337728
24.0,2022,1,750,11.940298507462686
24.0,2022,2,647,-13.733333333333334
24.0,2022,3,768,18.701700154559507
24.0,2023,0,819,6.640625
24.0,2023,1,802,-2.0757020757020754
25.0,2006,0,5262,
25.0,2006,1,5160,-1.9384264538198404
25.0,2006,2,5310,2.9069767441860463
25.0,2006,3,5257,-0.9981167608286252
25.0,2007,0,5956,13.29655697165684
25.0,2007,1,6111,2.602417730020148
25.0,2007,2,6836,11.863852070037636
25.0,2007,3,5757,-15.784084259801054
25.0,2008,0,6425,11.603265589716868
25.0,2008,1,5592,-12.964980544747082
25.0,2008,2,5830,4.256080114449213
25.0,2008,3,5696,-2.2984562607204118
25.0,2009,0,6925,21.576544943820224
25.0,2009,1,6844,-1.1696750902527075
25.0,2009,2,6985,2.0601987142022207
25.0,2009,3,6240,-10.66571224051539
25.0,2010,0,6657,6.6826923076923075
25.0,2010,1,7243,8.802764007811327
25.0,2010,2,6666,-7.966312301532515
25.0,2010,3,6080,-8.790879087908792
25.0,2011,0,6419,5.5756578947368425
25.0,2011,1,7097,10.562392896089733
25.0,2011,2,6990,-1.5076793011131464
25.0,2011,3,6001,-14.148783977110158
25.0,2012,0,7073,17.863689385102482
25.0,2012,1,6802,-3.8314717941467555
25.0,2012,2,6705,-1.4260511614231108
25.0,2012,3,5518,-17.703206562266967
25.0,2013,0,6383,15.6759695541863
25.0,2013,1,6488,1.6449945166849445
25.0,2013,2,6199,-4.454377311960543
25.0,2013,3,5467,-11.80835618648169
25.0,2014,0,5584,2.1401134077190416
25.0,2014,1,6230,11.568767908309455
25.0,2014,2,6155,-1.2038523274478332
25.0,2014,3,4342,-29.455727051177906
25.0,2015,0,4685,7.899585444495624
25.0,2015,1,4963,5.9338313767342585
25.0,2015,2,4931,-0.6447713076768083
25.0,2015,3,4097,-16.913404988846075
25.0,2016,0,4752,15.987307786185012
25.0,2016,1,4314,-9.217171717171716
25.0,2016,2,4428,2.642559109874826
25.0,2016,3,3779,-14.65672990063234
25.0,2017,0,3701,-2.0640381053188674
25.0,2017,1,3557,-3.890840313428803
25.0,2017,2,3595,1.0683159966263704
25.0,2017,3,3281,-8.734353268428373
25.0,2018,0,3294,0.3962206644315757
25.0,2018,1,3330,1.092896174863388
25.0,2018,2,2881,-13.483483483483482
25.0,2018,3,2488,-13.641096841374523
25.0,2019,0,2665,7.114147909967845
25.0,2019,1,2585,-3.0018761726078798
25.0,2019,2,2497,-3.404255319148936
25.0,2019,3,2130,-14.697637164597516
25.0,2020,0,2186,2.629107981220657
25.0,2020,1,1642,-24.885635864592864
25.0,2020,2,1427,-13.093788063337394
25.0,2020,3,1874,31.32445690259285
25.0,2021,0,1877,0.16008537886872998
25.0,2021,1,1530,-18.486947256259988
25.0,2021,2,1818,18.823529411764707
25.0,2021,3,1836,0.9900990099009901
25.0,2022,0,2238,21.895424836601308
25.0,2022,1,2575,15.058087578194817
25.0,2022,2,2257,-12.349514563106796
25.0,2022,3,2410,6.778910057598582
25.0,2023,0,2926,21.410788381742737
25.0,2023,1,2902,-0.8202323991797676
26.0,2006,0,3476,
26.0,2006,1,3160,-9.090909090909092
26.0,2006,2,3246,2.721518987341772
26.0,2006,3,3283,1.1398644485520641
26.0,2007,0,3665,11.6356990557417
26.0,2007,1,3368,-8.10368349249659
26.0,2007,2,3128,-7.1258907363420425
26.0,2007,3,3057,-2.2698209718670075
26.0,2008,0,3381,10.598626104023552
26.0,2008,1,3313,-2.0112392783200237
26.0,2008,2,3191,-3.68246302444914
26.0,2008,3,3228,1.1595111250391725
26.0,2009,0,3475,7.651796778190831
26.0,2009,1,3599,3.5683453237410077
26.0,2009,2,3132,-12.97582661850514
26.0,2009,3,3271,4.438058748403576
26.0,2010,0,3559,8.804646896973404
26.0,2010,1,3469,-2.528800224782242
26.0,2010,2,3269,-5.765350245027386
26.0,2010,3,3500,7.066381156316917
26.0,2011,0,3725,6.428571428571428
26.0,2011,1,3565,-4.295302013422819
26.0,2011,2,3134,-12.08976157082749
26.0,2011,3,3030,-3.318442884492661
26.0,2012,0,3532,16.567656765676567
26.0,2012,1,3536,0.11325028312570783
26.0,2012,2,3221,-8.908371040723981
26.0,2012,3,2696,-16.299285936044708
26.0,2013,0,3178,17.878338278931754
26.0,2013,1,3331,4.814348646947765
26.0,2013,2,2951,-11.40798558991294
26.0,2013,3,2935,-0.5421890884445951
26.0,2014,0,3341,13.833049403747872
26.0,2014,1,3358,0.5088296917090691
26.0,2014,2,3135,-6.6408576533650985
26.0,2014,3,2866,-8.580542264752792
26.0,2015,0,3018,5.303558967201675
26.0,2015,1,3099,2.68389662027833
26.0,2015,2,3001,-3.162310422717005
26.0,2015,3,2762,-7.964011996001333
26.0,2016,0,3195,15.677045619116583
26.0,2016,1,3300,3.286384976525822
26.0,2016,2,2969,-10.03030303030303
26.0,2016,3,3375,13.674637925227348
26.0,2017,0,3563,5.57037037037037
26.0,2017,1,3477,-2.4136963233230424
26.0,2017,2,3133,-9.893586425079091
26.0,2017,3,3066,-2.138525375039898
26.0,2018,0,3328,8.545335942596216
26.0,2018,1,2797,-15.955528846153847
26.0,2018,2,2646,-5.398641401501609
26.0,2018,3,2538,-4.081632653061225
26.0,2019,0,2771,9.180457052797477
26.0,2019,1,2465,-11.042944785276074
26.0,2019,2,2440,-1.0141987829614605
26.0,2019,3,1998,-18.114754098360656
26.0,2020,0,1909,-4.454454454454455
26.0,2020,1,1054,-44.78784704033526
26.0,2020,2,1054,0.0
26.0,2020,3,1584,50.284629981024665
26.0,2021,0,1569,-0.946969696969697
26.0,2021,1,1354,-13.702995538559593
26.0,2021,2,1538,13.58936484490399
26.0,2021,3,1516,-1.4304291287386215
26.0,2022,0,1797,18.535620052770447
26.0,2022,1,2029,12.910406232609905
26.0,2022,2,1887,-6.9985214391325785
26.0,2022,3,1843,-2.3317435082140965
26.0,2023,0,2315,25.610417797069996
26.0,2023,1,2419,4.49244060475162
27.0,2006,0,4783,
27.0,2006,1,4863,1.6725904244198202
27.0,2006,2,4925,1.2749331688258276
27.0,2006,3,4488,-8.873096446700508
27.0,2007,0,5073,13.034759358288769
27.0,2007,1,5296,4.3958210132071756
27.0,2007,2,5427,2.473564954682779
27.0,2007,3,5084,-6.320250598857564
27.0,2008,0,5211,2.4980330448465775
27.0,2008,1,5411,3.8380349261178273
27.0,2008,2,5164,-4.5647754574015895
27.0,2008,3,4959,-3.9697908597986062
27.0,2009,0,5699,14.922363379713651
27.0,2009,1,5726,0.4737673276013336
27.0,2009,2,5565,-2.8117359413202934
27.0,2009,3,5112,-8.140161725067385
27.0,2010,0,5456,6.729264475743349
27.0,2010,1,5963,9.292521994134898
27.0,2010,2,5431,-8.921683716250211
27.0,2010,3,5352,-1.4546124102375253
27.0,2011,0,5055,-5.54932735426009
27.0,2011,1,6088,20.43521266073195
27.0,2011,2,5340,-12.28646517739816
27.0,2011,3,6321,18.370786516853933
27.0,2012,0,5870,-7.134947002056637
27.0,2012,1,5899,0.4940374787052811
27.0,2012,2,6167,4.543142905577216
27.0,2012,3,4563,-26.009404897032596
27.0,2013,0,5183,13.58755204909051
27.0,2013,1,5635,8.720818059039166
27.0,2013,2,5669,0.6033717834960071
27.0,2013,3,4933,-12.982889398482978
27.0,2014,0,5004,1.4392864382728563
27.0,2014,1,5592,11.750599520383693
27.0,2014,2,5373,-3.9163090128755367
27.0,2014,3,4508,-16.099013586450774
27.0,2015,0,4369,-3.08340727595386
27.0,2015,1,4705,7.690547035934997
27.0,2015,2,4984,5.929861849096706
27.0,2015,3,4570,-8.306581059390048
27.0,2016,0,4424,-3.194748358862144
27.0,2016,1,4463,0.8815551537070525
27.0,2016,2,4224,-5.355142280976921
27.0,2016,3,4063,-3.8115530303030303
27.0,2017,0,4092,0.7137583066699483
27.0,2017,1,3937,-3.787878787878788
27.0,2017,2,3892,-1.143002286004572
27.0,2017,3,3806,-2.2096608427543676
27.0,2018,0,3894,2.312138728323699
27.0,2018,1,3671,-5.7267591165896246
27.0,2018,2,3206,-12.666848270226097
27.0,2018,3,3080,-3.9301310043668125
27.0,2019,0,2988,-2.987012987012987
27.0,2019,1,3183,6.526104417670683
27.0,2019,2,3242,1.853597235312598
27.0,2019,3,2960,-8.698334361505243
27.0,2020,0,2657,-10.236486486486486
27.0,2020,1,1773,-33.270605946556266
27.0,2020,2,1345,-24.139875916525664
27.0,2020,3,1772,31.74721189591078
27.0,2021,0,1837,3.668171557562077
27.0,2021,1,2020,9.961894393032118
27.0,2021,2,2274,12.574257425742575
27.0,2021,3,2478,8.970976253298153
27.0,2022,0,2433,-1.8159806295399514
27.0,2022,1,2728,12.124948623099055
27.0,2022,2,2821,3.4090909090909087
27.0,2022,3,2770,-1.8078695498050337
27.0,2023,0,2879,3.9350180505415158
27.0,2023,1,2892,0.45154567558179926
28.0,2006,0,3760,
28.0,2006,1,4126,9.73404255319149
28.0,2006,2,4248,2.956858943286476
28.0,2006,3,4410,3.8135593220338984
28.0,2007,0,4485,1.7006802721088436
28.0,2007,1,4432,-1.1817168338907469
28.0,2007,2,4581,3.361913357400722
28.0,2007,3,4353,-4.9770792403405375
28.0,2008,0,4355,0.04594532506317482
28.0,2008,1,4115,-5.510907003444316
28.0,2008,2,4512,9.647630619684083
28.0,2008,3,4643,2.903368794326241
28.0,2009,0,4909,5.729054490631057
28.0,2009,1,4580,-6.701975962517824
28.0,2009,2,4395,-4.039301310043668
28.0,2009,3,4878,10.98976109215017
28.0,2010,0,5097,4.4895448954489545
28.0,2010,1,5010,-1.7068864037669218
28.0,2010,2,5047,0.7385229540918163
28.0,2010,3,5027,-0.3962750148603131
28.0,2011,0,5098,1.4123731848020689
28.0,2011,1,5011,-1.7065515888583758
28.0,2011,2,4462,-10.955897026541608
28.0,2011,3,4960,11.160914388166741
28.0,2012,0,4743,-4.375
28.0,2012,1,4512,-4.870335230866541
28.0,2012,2,4756,5.407801418439717
28.0,2012,3,4707,-1.0302775441547518
28.0,2013,0,4710,0.06373486297004462
28.0,2013,1,4709,-0.021231422505307858
28.0,2013,2,4431,-5.903588872372054
28.0,2013,3,4691,5.867749943579327
28.0,2014,0,4935,5.201449584310382
28.0,2014,1,5030,1.9250253292806485
28.0,2014,2,4654,-7.475149105367793
28.0,2014,3,4146,-10.915341641598625
28.0,2015,0,4067,-1.9054510371442352
28.0,2015,1,4213,3.589869682812884
28.0,2015,2,4292,1.8751483503441728
28.0,2015,3,4166,-2.9356943150046595
28.0,2016,0,4187,0.5040806529044647
28.0,2016,1,3738,-10.723668497731072
28.0,2016,2,3333,-10.834670947030498
28.0,2016,3,3436,3.0903090309030903
28.0,2017,0,3300,-3.958090803259604
28.0,2017,1,3465,5.0
28.0,2017,2,3424,-1.1832611832611835
28.0,2017,3,3493,2.0151869158878504
28.0,2018,0,3287,-5.897509304322932
28.0,2018,1,2742,-16.580468512321268
28.0,2018,2,2697,-1.6411378555798686
28.0,2018,3,2593,-3.85613644790508
28.0,2019,0,2533,-2.3139220979560355
28.0,2019,1,2318,-8.487958941966047
28.0,2019,2,2335,0.7333908541846419
28.0,2019,3,2231,-4.453961456102784
28.0,2020,0,1778,-20.304796055580457
28.0,2020,1,1035,-41.78852643419573
28.0,2020,2,934,-9.758454106280192
28.0,2020,3,1365,46.14561027837259
28.0,2021,0,1382,1.2454212454212454
28.0,2021,1,1371,-0.7959479015918958
28.0,2021,2,1572,14.660831509846828
28.0,2021,3,1806,14.885496183206106
28.0,2022,0,1899,5.149501661129568
28.0,2022,1,2132,12.269615587151133
28.0,2022,2,2202,3.283302063789869
28.0,2022,3,2399,8.946412352406902
28.0,2023,0,2341,-2.417674030846186
28.0,2023,1,2683,14.60914139256728
29.0,2006,0,7145,
29.0,2006,1,6775,-5.178446466060182
29.0,2006,2,6553,-3.2767527675276757
29.0,2006,3,6531,-0.33572409583396917
29.0,2007,0,7868,20.471596998928188
29.0,2007,1,7013,-10.866802236908999
29.0,2007,2,7050,0.5275916155710823
29.0,2007,3,6361,-9.77304964539007
29.0,2008,0,7681,20.751454173872034
29.0,2008,1,7240,-5.741439916677516
29.0,2008,2,6908,-4.585635359116022
29.0,2008,3,6393,-7.455124493341053
29.0,2009,0,7656,19.75598310652276
29.0,2009,1,7401,-3.3307210031347965
29.0,2009,2,7377,-0.3242805026347791
