City_Council_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
10.0,2017,2,1575,-11.067193675889328
10.0,2017,3,1672,6.158730158730159
10.0,2018,0,1606,-3.9473684210526314
10.0,2018,1,1337,-16.749688667496887
10.0,2018,2,1280,-4.263275991024682
10.0,2018,3,1243,-2.890625
10.0,2019,0,1251,0.6436041834271923
10.0,2019,1,1200,-4.07673860911271
10.0,2019,2,1221,1.7500000000000002
10.0,2019,3,1065,-12.776412776412776
10.0,2020,0,979,-8.075117370892018
10.0,2020,1,662,-32.379979570990805
10.0,2020,2,499,-24.622356495468278
10.0,2020,3,728,45.89178356713427
10.0,2021,0,837,14.972527472527473
10.0,2021,1,755,-9.79689366786141
10.0,2021,2,870,15.2317880794702
10.0,2021,3,746,-14.25287356321839
10.0,2022,0,922,23.59249329758713
10.0,2022,1,852,-7.592190889370933
10.0,2022,2,1005,17.95774647887324
10.0,2022,3,1121,11.54228855721393
10.0,2023,0,1348,20.24977698483497
10.0,2023,1,1424,5.637982195845697
11.0,2006,0,1180,
11.0,2006,1,1084,-8.135593220338983
11.0,2006,2,1084,0.0
11.0,2006,3,1230,13.468634686346864
11.0,2007,0,1357,10.325203252032521
11.0,2007,1,1354,-0.2210759027266028
11.0,2007,2,1479,9.231905465288035
11.0,2007,3,1380,-6.693711967545639
11.0,2008,0,1538,11.44927536231884
11.0,2008,1,1422,-7.542262678803641
11.0,2008,2,1482,4.219409282700422
11.0,2008,3,1458,-1.6194331983805668
11.0,2009,0,1954,34.01920438957476
11.0,2009,1,1976,1.1258955987717503
11.0,2009,2,2129,7.742914979757084
11.0,2009,3,1976,-7.186472522310944
11.0,2010,0,2711,37.19635627530364
11.0,2010,1,3005,10.84470675027665
11.0,2010,2,2860,-4.825291181364393
11.0,2010,3,2469,-13.671328671328672
11.0,2011,0,2917,18.144997974888618
11.0,2011,1,2625,-10.010284538909838
11.0,2011,2,2403,-8.457142857142857
11.0,2011,3,2309,-3.9117769454848106
11.0,2012,0,2315,0.25985275010827197
11.0,2012,1,2194,-5.226781857451404
11.0,2012,2,1746,-20.419325432999088
11.0,2012,3,1301,-25.486827033218784
11.0,2013,0,1437,10.453497309761723
11.0,2013,1,1591,10.716771050800277
11.0,2013,2,1551,-2.51414204902577
11.0,2013,3,1517,-2.192134107027724
11.0,2014,0,1563,3.032300593276203
11.0,2014,1,1690,8.125399872040946
11.0,2014,2,1658,-1.8934911242603552
11.0,2014,3,1495,-9.831121833534379
11.0,2015,0,1308,-12.508361204013378
11.0,2015,1,1459,11.54434250764526
11.0,2015,2,1531,4.934886908841672
11.0,2015,3,1243,-18.811234487263224
11.0,2016,0,1330,6.999195494770715
11.0,2016,1,1369,2.9323308270676693
11.0,2016,2,1288,-5.91672753834916
11.0,2016,3,1293,0.38819875776397517
11.0,2017,0,1203,-6.960556844547564
11.0,2017,1,1283,6.6500415627597675
11.0,2017,2,1165,-9.197194076383477
11.0,2017,3,1235,6.008583690987124
11.0,2018,0,1172,-5.101214574898785
11.0,2018,1,1158,-1.1945392491467577
11.0,2018,2,1088,-6.0449050086355784
11.0,2018,3,958,-11.948529411764707
11.0,2019,0,1001,4.4885177453027145
11.0,2019,1,1017,1.5984015984015985
11.0,2019,2,1015,-0.19665683382497542
11.0,2019,3,865,-14.77832512315271
11.0,2020,0,869,0.46242774566473993
11.0,2020,1,623,-28.308400460299193
11.0,2020,2,580,-6.902086677367576
11.0,2020,3,704,21.379310344827587
11.0,2021,0,718,1.9886363636363635
11.0,2021,1,652,-9.192200557103064
11.0,2021,2,833,27.76073619631902
11.0,2021,3,756,-9.243697478991598
11.0,2022,0,860,13.756613756613756
11.0,2022,1,895,4.069767441860465
11.0,2022,2,832,-7.039106145251396
11.0,2022,3,828,-0.4807692307692308
11.0,2023,0,862,4.1062801932367154
11.0,2023,1,916,6.2645011600928076
12.0,2006,0,1538,
12.0,2006,1,1413,-8.12743823146944
12.0,2006,2,1485,5.095541401273886
12.0,2006,3,1222,-17.71043771043771
12.0,2007,0,1668,36.49754500818331
12.0,2007,1,1550,-7.074340527577938
12.0,2007,2,1789,15.419354838709678
12.0,2007,3,1473,-17.663499161542763
12.0,2008,0,1654,12.287847929395792
12.0,2008,1,1626,-1.6928657799274487
12.0,2008,2,1704,4.797047970479705
12.0,2008,3,1682,-1.2910798122065728
12.0,2009,0,1936,15.101070154577883
12.0,2009,1,1612,-16.735537190082646
12.0,2009,2,1632,1.240694789081886
12.0,2009,3,1639,0.428921568627451
12.0,2010,0,1756,7.13849908480781
12.0,2010,1,1811,3.1321184510250575
12.0,2010,2,1643,-9.276642738818332
12.0,2010,3,1598,-2.7388922702373706
12.0,2011,0,1724,7.88485607008761
12.0,2011,1,1655,-4.002320185614849
12.0,2011,2,1573,-4.954682779456193
12.0,2011,3,1509,-4.0686586141131595
12.0,2012,0,1431,-5.168986083499006
12.0,2012,1,1449,1.257861635220126
12.0,2012,2,1401,-3.3126293995859215
12.0,2012,3,1684,20.199857244825125
12.0,2013,0,1671,-0.7719714964370546
12.0,2013,1,1579,-5.505685218432077
12.0,2013,2,1603,1.5199493350221658
12.0,2013,3,1447,-9.731752963194012
12.0,2014,0,1382,-4.492052522460263
12.0,2014,1,1768,27.930535455861072
12.0,2014,2,1805,2.092760180995475
12.0,2014,3,1405,-22.160664819944596
12.0,2015,0,1362,-3.0604982206405693
12.0,2015,1,1568,15.12481644640235
12.0,2015,2,1589,1.3392857142857142
12.0,2015,3,1335,-15.984896161107615
12.0,2016,0,1384,3.6704119850187267
12.0,2016,1,1382,-0.1445086705202312
12.0,2016,2,1302,-5.788712011577424
12.0,2016,3,1336,2.61136712749616
12.0,2017,0,1330,-0.4491017964071856
12.0,2017,1,1392,4.661654135338346
12.0,2017,2,1301,-6.53735632183908
12.0,2017,3,1319,1.3835511145272867
12.0,2018,0,1334,1.1372251705837757
12.0,2018,1,1207,-9.52023988005997
12.0,2018,2,1266,4.888152444076222
12.0,2018,3,1167,-7.819905213270142
12.0,2019,0,1224,4.884318766066838
12.0,2019,1,1105,-9.722222222222223
12.0,2019,2,1173,6.153846153846154
12.0,2019,3,859,-26.768968456947995
12.0,2020,0,763,-11.175785797438882
12.0,2020,1,577,-24.37745740498034
12.0,2020,2,675,16.984402079722706
12.0,2020,3,922,36.592592592592595
12.0,2021,0,890,-3.470715835140998
12.0,2021,1,715,-19.662921348314608
12.0,2021,2,892,24.755244755244753
12.0,2021,3,830,-6.950672645739911
12.0,2022,0,843,1.566265060240964
12.0,2022,1,829,-1.6607354685646498
12.0,2022,2,867,4.583835946924005
12.0,2022,3,1015,17.070357554786618
12.0,2023,0,994,-2.0689655172413794
12.0,2023,1,1171,17.806841046277665
13.0,2006,0,1054,
13.0,2006,1,953,-9.582542694497153
13.0,2006,2,1002,5.141657922350472
13.0,2006,3,894,-10.778443113772456
13.0,2007,0,1006,12.527964205816556
13.0,2007,1,1073,6.6600397614314115
13.0,2007,2,1036,-3.4482758620689653
13.0,2007,3,1009,-2.606177606177606
13.0,2008,0,1337,32.507433102081265
13.0,2008,1,1244,-6.955871353777113
13.0,2008,2,968,-22.186495176848876
13.0,2008,3,944,-2.479338842975207
13.0,2009,0,1092,15.677966101694915
13.0,2009,1,1106,1.282051282051282
13.0,2009,2,1118,1.0849909584086799
13.0,2009,3,1082,-3.2200357781753133
13.0,2010,0,1174,8.502772643253234
13.0,2010,1,1162,-1.0221465076660987
13.0,2010,2,1114,-4.130808950086059
13.0,2010,3,1096,-1.615798922800718
13.0,2011,0,1242,13.321167883211679
13.0,2011,1,1191,-4.1062801932367154
13.0,2011,2,1131,-5.037783375314862
13.0,2011,3,969,-14.323607427055704
13.0,2012,0,1287,32.81733746130031
13.0,2012,1,1199,-6.837606837606838
13.0,2012,2,1220,1.7514595496246872
13.0,2012,3,1015,-16.80327868852459
13.0,2013,0,1151,13.399014778325121
13.0,2013,1,1251,8.688097306689835
13.0,2013,2,1158,-7.434052757793765
13.0,2013,3,1160,0.17271157167530224
13.0,2014,0,1300,12.068965517241379
13.0,2014,1,1287,-1.0
13.0,2014,2,1190,-7.536907536907537
13.0,2014,3,1043,-12.352941176470589
13.0,2015,0,941,-9.77948226270374
13.0,2015,1,965,2.5504782146652496
13.0,2015,2,1141,18.238341968911918
13.0,2015,3,1001,-12.269938650306749
13.0,2016,0,1120,11.888111888111888
13.0,2016,1,1165,4.017857142857143
13.0,2016,2,1133,-2.7467811158798283
13.0,2016,3,1079,-4.766107678729038
13.0,2017,0,1019,-5.560704355885079
13.0,2017,1,1194,17.17369970559372
13.0,2017,2,1082,-9.380234505862646
13.0,2017,3,1108,2.4029574861367835
13.0,2018,0,1139,2.7978339350180503
13.0,2018,1,1058,-7.111501316944688
13.0,2018,2,1073,1.4177693761814745
13.0,2018,3,1006,-6.244175209692451
13.0,2019,0,972,-3.3797216699801194
13.0,2019,1,973,0.102880658436214
13.0,2019,2,955,-1.8499486125385407
13.0,2019,3,767,-19.68586387434555
13.0,2020,0,720,-6.127770534550195
13.0,2020,1,563,-21.805555555555557
13.0,2020,2,484,-14.031971580817052
13.0,2020,3,717,48.14049586776859
13.0,2021,0,641,-10.599721059972106
13.0,2021,1,523,-18.408736349453978
13.0,2021,2,641,22.562141491395792
13.0,2021,3,605,-5.61622464898596
13.0,2022,0,752,24.297520661157023
13.0,2022,1,772,2.6595744680851063
13.0,2022,2,720,-6.7357512953367875
13.0,2022,3,852,18.333333333333332
13.0,2023,0,971,13.96713615023474
13.0,2023,1,976,0.5149330587023687
14.0,2006,0,3314,
14.0,2006,1,3161,-4.616777308388654
14.0,2006,2,3133,-0.8857956342929453
14.0,2006,3,3315,5.809128630705394
14.0,2007,0,4179,26.063348416289596
14.0,2007,1,3725,-10.863843024647045
14.0,2007,2,3369,-9.557046979865772
14.0,2007,3,3305,-1.8996734936182844
14.0,2008,0,4103,24.145234493192135
14.0,2008,1,3764,-8.262247136241774
14.0,2008,2,3440,-8.607863974495219
14.0,2008,3,3331,-3.168604651162791
14.0,2009,0,3941,18.312818973281296
14.0,2009,1,3404,-13.625983252981477
14.0,2009,2,3160,-7.1680376028202115
14.0,2009,3,3200,1.2658227848101267
14.0,2010,0,3609,12.78125
14.0,2010,1,3720,3.0756442227763925
14.0,2010,2,3321,-10.725806451612902
14.0,2010,3,2922,-12.014453477868111
14.0,2011,0,3486,19.301848049281315
14.0,2011,1,3176,-8.89271371199082
14.0,2011,2,2858,-10.012594458438286
14.0,2011,3,2750,-3.778866340097971
14.0,2012,0,3252,18.254545454545454
14.0,2012,1,2826,-13.099630996309964
14.0,2012,2,2616,-7.43099787685775
14.0,2012,3,2249,-14.029051987767586
14.0,2013,0,2419,7.558915073365941
14.0,2013,1,2485,2.728400165357586
14.0,2013,2,2359,-5.070422535211268
14.0,2013,3,2297,-2.628232301822806
14.0,2014,0,2409,4.8759251197213755
14.0,2014,1,2537,5.31340805313408
14.0,2014,2,2344,-7.607410327158061
14.0,2014,3,1804,-23.037542662116042
14.0,2015,0,1857,2.9379157427937916
14.0,2015,1,1782,-4.038772213247173
14.0,2015,2,1786,0.22446689113355783
14.0,2015,3,1372,-23.180291153415453
14.0,2016,0,1521,10.860058309037901
14.0,2016,1,1465,-3.6817882971729126
14.0,2016,2,1521,3.822525597269624
14.0,2016,3,1464,-3.7475345167652856
14.0,2017,0,1535,4.849726775956284
14.0,2017,1,1444,-5.928338762214984
14.0,2017,2,1352,-6.3711911357340725
14.0,2017,3,1558,15.236686390532544
14.0,2018,0,1509,-3.1450577663671373
14.0,2018,1,1410,-6.560636182902585
14.0,2018,2,1386,-1.702127659574468
14.0,2018,3,1310,-5.483405483405483
14.0,2019,0,1316,0.45801526717557256
14.0,2019,1,1111,-15.577507598784193
14.0,2019,2,1035,-6.840684068406841
14.0,2019,3,920,-11.11111111111111
14.0,2020,0,958,4.130434782608695
14.0,2020,1,732,-23.59081419624217
14.0,2020,2,631,-13.797814207650273
14.0,2020,3,745,18.066561014263076
14.0,2021,0,763,2.4161073825503356
14.0,2021,1,605,-20.70773263433814
14.0,2021,2,962,59.008264462809926
14.0,2021,3,816,-15.176715176715177
14.0,2022,0,715,-12.377450980392158
14.0,2022,1,831,16.223776223776223
14.0,2022,2,840,1.083032490974729
14.0,2022,3,881,4.880952380952381
14.0,2023,0,912,3.5187287173666286
14.0,2023,1,988,8.333333333333332
15.0,2006,0,2677,
15.0,2006,1,2682,0.1867762420620097
15.0,2006,2,2791,4.064131245339299
15.0,2006,3,2800,0.32246506628448585
15.0,2007,0,3582,27.92857142857143
15.0,2007,1,3435,-4.103852596314908
15.0,2007,2,3357,-2.2707423580786026
15.0,2007,3,3247,-3.276735180220435
15.0,2008,0,3912,20.48044348629504
15.0,2008,1,3372,-13.803680981595093
15.0,2008,2,3270,-3.0249110320284696
15.0,2008,3,3167,-3.149847094801223
15.0,2009,0,3558,12.346068834859489
15.0,2009,1,3466,-2.5857223159078133
15.0,2009,2,3324,-4.096941719561454
15.0,2009,3,3336,0.36101083032490977
15.0,2010,0,3716,11.390887290167866
15.0,2010,1,3663,-1.426264800861141
15.0,2010,2,3261,-10.974610974610975
15.0,2010,3,3015,-7.543698252069918
15.0,2011,0,3404,12.902155887230515
15.0,2011,1,3187,-6.374853113983549
15.0,2011,2,2972,-6.74615625980546
15.0,2011,3,2992,0.6729475100942126
15.0,2012,0,3484,16.443850267379677
15.0,2012,1,3009,-13.633754305396096
15.0,2012,2,3161,5.051512130275839
15.0,2012,3,2747,-13.097121164188547
15.0,2013,0,3099,12.813978886057518
15.0,2013,1,3181,2.6460148434979023
15.0,2013,2,3049,-4.149638478465891
15.0,2013,3,2952,-3.1813709412922266
15.0,2014,0,3265,10.602981029810298
15.0,2014,1,3187,-2.3889739663093414
15.0,2014,2,3157,-0.9413241292751805
15.0,2014,3,2788,-11.688311688311687
15.0,2015,0,2593,-6.994261119081779
15.0,2015,1,2612,0.7327419976860778
15.0,2015,2,3022,15.696784073506892
15.0,2015,3,2305,-23.72600926538716
15.0,2016,0,2467,7.02819956616052
15.0,2016,1,2473,0.24321037697608433
15.0,2016,2,2573,4.043671653861707
15.0,2016,3,2291,-10.959968907889623
15.0,2017,0,2361,3.0554343081623743
15.0,2017,1,2340,-0.8894536213468869
15.0,2017,2,2346,0.2564102564102564
15.0,2017,3,2214,-5.626598465473146
15.0,2018,0,2295,3.6585365853658534
15.0,2018,1,2174,-5.272331154684096
15.0,2018,2,2180,0.27598896044158233
15.0,2018,3,1899,-12.889908256880734
15.0,2019,0,1926,1.4218009478672986
15.0,2019,1,1776,-7.78816199376947
15.0,2019,2,1890,6.418918918918918
15.0,2019,3,1522,-19.47089947089947
15.0,2020,0,1560,2.4967148488830486
15.0,2020,1,1108,-28.974358974358978
15.0,2020,2,1024,-7.581227436823104
15.0,2020,3,1207,17.87109375
15.0,2021,0,1238,2.568351284175642
15.0,2021,1,1073,-13.32794830371567
15.0,2021,2,1173,9.319664492078285
15.0,2021,3,1258,7.246376811594203
15.0,2022,0,1745,38.712241653418126
15.0,2022,1,1780,2.005730659025788
15.0,2022,2,1976,11.01123595505618
15.0,2022,3,1960,-0.8097165991902834
15.0,2023,0,2069,5.561224489795919
15.0,2023,1,2318,12.034799420009666
16.0,2006,0,2979,
16.0,2006,1,2918,-2.047667002349782
16.0,2006,2,3006,3.015764222069911
16.0,2006,3,2935,-2.3619427811044575
16.0,2007,0,3664,24.8381601362862
16.0,2007,1,3340,-8.842794759825328
16.0,2007,2,3443,3.0838323353293413
16.0,2007,3,3075,-10.68835318036596
16.0,2008,0,3840,24.878048780487806
16.0,2008,1,3524,-8.229166666666666
16.0,2008,2,2900,-17.707150964812712
16.0,2008,3,3108,7.1724137931034475
16.0,2009,0,3994,28.50707850707851
16.0,2009,1,3467,-13.194792188282422
16.0,2009,2,3667,5.768676088837612
16.0,2009,3,3379,-7.8538314698663765
16.0,2010,0,3543,4.853506954720332
16.0,2010,1,3928,10.866497318656505
16.0,2010,2,4081,3.8951120162932793
16.0,2010,3,3807,-6.714040676304828
16.0,2011,0,4149,8.983451536643026
16.0,2011,1,3713,-10.508556278621354
16.0,2011,2,3286,-11.500134661998384
16.0,2011,3,3323,1.125989044430919
16.0,2012,0,3722,12.007222389407163
16.0,2012,1,3124,-16.066630843632456
16.0,2012,2,3044,-2.560819462227913
16.0,2012,3,2617,-14.027595269382392
16.0,2013,0,3080,17.6920137562094
16.0,2013,1,3265,6.0064935064935066
16.0,2013,2,3175,-2.756508422664625
16.0,2013,3,2756,-13.196850393700787
16.0,2014,0,2834,2.8301886792452833
16.0,2014,1,2758,-2.681721947776994
16.0,2014,2,3143,13.959390862944163
16.0,2014,3,2395,-23.7989182309895
16.0,2015,0,2463,2.8392484342379958
16.0,2015,1,2687,9.094600081201786
16.0,2015,2,3064,14.030517305545217
16.0,2015,3,2745,-10.411227154046998
16.0,2016,0,2494,-9.143897996357014
16.0,2016,1,2354,-5.613472333600641
16.0,2016,2,2224,-5.52251486830926
16.0,2016,3,2214,-0.44964028776978415
16.0,2017,0,2177,-1.6711833785004515
16.0,2017,1,2108,-3.16949931097841
16.0,2017,2,2161,2.5142314990512333
16.0,2017,3,1843,-14.715409532623786
16.0,2018,0,1857,0.759631036353771
16.0,2018,1,1904,2.5309639203015615
16.0,2018,2,2041,7.1953781512605035
16.0,2018,3,1664,-18.471337579617835
16.0,2019,0,1897,14.002403846153847
16.0,2019,1,1794,-5.429625724828677
16.0,2019,2,1558,-13.154960981047935
16.0,2019,3,1444,-7.317073170731707
16.0,2020,0,1268,-12.18836565096953
16.0,2020,1,738,-41.798107255520506
16.0,2020,2,860,16.53116531165312
16.0,2020,3,1101,28.02325581395349
16.0,2021,0,1106,0.4541326067211626
16.0,2021,1,936,-15.370705244122965
16.0,2021,2,1346,43.8034188034188
16.0,2021,3,1148,-14.710252600297178
16.0,2022,0,1388,20.905923344947734
16.0,2022,1,1480,6.628242074927954
16.0,2022,2,1368,-7.567567567567568
16.0,2022,3,1242,-9.210526315789473
16.0,2023,0,1649,32.769726247987116
16.0,2023,1,1783,8.126137052759248
17.0,2006,0,4203,
17.0,2006,1,3719,-11.51558410659053
17.0,2006,2,3618,-2.7157838128529175
17.0,2006,3,3654,0.9950248756218906
17.0,2007,0,4762,30.32293377120963
17.0,2007,1,4431,-6.950860982780345
17.0,2007,2,4281,-3.3852403520649963
17.0,2007,3,4181,-2.3359028264424198
17.0,2008,0,4714,12.74814637646496
17.0,2008,1,4398,-6.703436571913449
17.0,2008,2,4251,-3.3424283765347886
17.0,2008,3,4088,-3.834391907786403
17.0,2009,0,4669,14.212328767123289
17.0,2009,1,5077,8.738487898907689
17.0,2009,2,4828,-4.9044711443766005
17.0,2009,3,4496,-6.876553438276719
17.0,2010,0,4961,10.342526690391459
17.0,2010,1,4929,-0.6450312437008667
17.0,2010,2,4646,-5.741529722053155
17.0,2010,3,4616,-0.6457167455876023
17.0,2011,0,4948,7.192374350086656
17.0,2011,1,5161,4.304769603880356
17.0,2011,2,4343,-15.849641542336757
17.0,2011,3,4631,6.631360810499655
17.0,2012,0,5159,11.401425178147269
17.0,2012,1,4605,-10.738515216127157
17.0,2012,2,4580,-0.5428881650380022
17.0,2012,3,3821,-16.572052401746724
17.0,2013,0,4537,18.738550117770217
17.0,2013,1,4576,0.8595988538681949
17.0,2013,2,4589,0.2840909090909091
17.0,2013,3,4413,-3.83525822619307
17.0,2014,0,4747,7.568547473374123
17.0,2014,1,4872,2.6332420476090164
17.0,2014,2,4636,-4.8440065681445
17.0,2014,3,3970,-14.365832614322693
17.0,2015,0,3925,-1.1335012594458438
17.0,2015,1,3933,0.2038216560509554
17.0,2015,2,4457,13.323162979913553
17.0,2015,3,4284,-3.8815346645725826
17.0,2016,0,4170,-2.661064425770308
17.0,2016,1,4097,-1.750599520383693
17.0,2016,2,3722,-9.15303880888455
17.0,2016,3,3360,-9.725953788285867
17.0,2017,0,3665,9.077380952380953
17.0,2017,1,2960,-19.236016371077763
17.0,2017,2,3109,5.033783783783783
17.0,2017,3,2903,-6.625924734641364
17.0,2018,0,2763,-4.822597313124354
17.0,2018,1,2549,-7.745204487875498
17.0,2018,2,2488,-2.39309533150255
17.0,2018,3,2332,-6.270096463022508
17.0,2019,0,2639,13.164665523156089
17.0,2019,1,2343,-11.216369837059492
17.0,2019,2,2309,-1.4511310285958174
17.0,2019,3,1985,-14.032048505846687
17.0,2020,0,1868,-5.894206549118388
17.0,2020,1,1334,-28.586723768736615
17.0,2020,2,1290,-3.2983508245877062
17.0,2020,3,1652,28.06201550387597
17.0,2021,0,1704,3.14769975786925
17.0,2021,1,1372,-19.483568075117372
17.0,2021,2,1632,18.950437317784257
17.0,2021,3,1524,-6.61764705882353
17.0,2022,0,1659,8.858267716535433
17.0,2022,1,1907,14.948764315852921
17.0,2022,2,2037,6.81699003670687
17.0,2022,3,2294,12.616593028964163
17.0,2023,0,2570,12.031386224934613
17.0,2023,1,2570,0.0
18.0,2006,0,2607,
18.0,2006,1,2362,-9.397775220560032
18.0,2006,2,2791,18.162574089754447
18.0,2006,3,2434,-12.791114295951273
18.0,2007,0,2949,21.15858668857847
18.0,2007,1,3022,2.4754153950491693
18.0,2007,2,2675,-11.482461945731304
18.0,2007,3,2402,-10.205607476635514
18.0,2008,0,2798,16.48626144879267
18.0,2008,1,2574,-8.005718370264475
18.0,2008,2,2566,-0.3108003108003108
18.0,2008,3,2276,-11.301636788776305
18.0,2009,0,2843,24.91212653778559
18.0,2009,1,2571,-9.567358424199789
18.0,2009,2,2593,0.8556981719175418
18.0,2009,3,2462,-5.0520632472040115
18.0,2010,0,2652,7.717303005686434
18.0,2010,1,2600,-1.9607843137254901
18.0,2010,2,2488,-4.3076923076923075
18.0,2010,3,2556,2.7331189710610935
18.0,2011,0,3071,20.14866979655712
18.0,2011,1,3004,-2.1816997720612177
18.0,2011,2,2507,-16.544607190412783
18.0,2011,3,2623,4.627044276027124
18.0,2012,0,3117,18.833396873808617
18.0,2012,1,2336,-25.056143727943535
18.0,2012,2,2333,-0.12842465753424656
18.0,2012,3,1929,-17.316759537076727
18.0,2013,0,1872,-2.9548989113530326
18.0,2013,1,1897,1.3354700854700854
18.0,2013,2,2086,9.96309963099631
18.0,2013,3,1771,-15.100671140939598
18.0,2014,0,1964,10.897797854319593
18.0,2014,1,2029,3.3095723014256615
18.0,2014,2,2062,1.6264169541646132
18.0,2014,3,1661,-19.44713870029098
18.0,2015,0,1694,1.9867549668874174
18.0,2015,1,1577,-6.90672963400236
18.0,2015,2,1679,6.467977171845275
18.0,2015,3,1256,-25.193567599761764
18.0,2016,0,1385,10.270700636942676
18.0,2016,1,1561,12.707581227436823
18.0,2016,2,1531,-1.9218449711723256
18.0,2016,3,1356,-11.430437622468975
18.0,2017,0,1489,9.808259587020649
18.0,2017,1,1475,-0.9402283411685695
18.0,2017,2,1468,-0.47457627118644063
18.0,2017,3,1267,-13.692098092643052
18.0,2018,0,1246,-1.6574585635359116
18.0,2018,1,1170,-6.099518459069021
18.0,2018,2,1281,9.487179487179487
18.0,2018,3,965,-24.66822794691647
18.0,2019,0,1042,7.979274611398964
18.0,2019,1,984,-5.566218809980806
18.0,2019,2,980,-0.40650406504065045
18.0,2019,3,796,-18.775510204081634
18.0,2020,0,952,19.597989949748744
18.0,2020,1,604,-36.554621848739494
18.0,2020,2,616,1.9867549668874174
18.0,2020,3,848,37.66233766233766
18.0,2021,0,869,2.4764150943396226
18.0,2021,1,624,-28.193325661680092
18.0,2021,2,913,46.31410256410257
18.0,2021,3,861,-5.695509309967141
18.0,2022,0,899,4.413472706155633
18.0,2022,1,1106,23.02558398220245
18.0,2022,2,1070,-3.25497287522604
18.0,2022,3,1241,15.981308411214954
18.0,2023,0,1313,5.801772763900081
18.0,2023,1,1364,3.884234577303884
19.0,2006,0,636,
19.0,2006,1,646,1.5723270440251573
19.0,2006,2,533,-17.492260061919502
19.0,2006,3,623,16.885553470919323
19.0,2007,0,607,-2.568218298555377
19.0,2007,1,566,-6.754530477759473
19.0,2007,2,579,2.2968197879858656
19.0,2007,3,540,-6.7357512953367875
19.0,2008,0,542,0.3703703703703704
19.0,2008,1,573,5.719557195571956
19.0,2008,2,596,4.013961605584642
19.0,2008,3,553,-7.2147651006711415
19.0,2009,0,625,13.01989150090416
19.0,2009,1,638,2.08
19.0,2009,2,549,-13.94984326018809
19.0,2009,3,513,-6.557377049180328
19.0,2010,0,592,15.39961013645224
19.0,2010,1,603,1.8581081081081081
19.0,2010,2,586,-2.8192371475953566
19.0,2010,3,564,-3.754266211604096
19.0,2011,0,590,4.609929078014184
19.0,2011,1,588,-0.3389830508474576
19.0,2011,2,491,-16.49659863945578
19.0,2011,3,499,1.6293279022403258
19.0,2012,0,538,7.8156312625250495
19.0,2012,1,577,7.24907063197026
19.0,2012,2,551,-4.506065857885615
19.0,2012,3,480,-12.885662431941924
19.0,2013,0,595,23.958333333333336
19.0,2013,1,545,-8.403361344537815
19.0,2013,2,540,-0.9174311926605505
19.0,2013,3,631,16.85185185185185
19.0,2014,0,579,-8.240887480190175
19.0,2014,1,543,-6.217616580310881
19.0,2014,2,512,-5.70902394106814
19.0,2014,3,453,-11.5234375
19.0,2015,0,441,-2.6490066225165565
19.0,2015,1,443,0.45351473922902497
19.0,2015,2,458,3.3860045146726865
19.0,2015,3,534,16.593886462882097
19.0,2016,0,457,-14.41947565543071
19.0,2016,1,478,4.595185995623632
19.0,2016,2,474,-0.8368200836820083
19.0,2016,3,469,-1.0548523206751055
19.0,2017,0,459,-2.1321961620469083
19.0,2017,1,471,2.6143790849673203
19.0,2017,2,404,-14.225053078556263
19.0,2017,3,467,15.594059405940595
19.0,2018,0,382,-18.201284796573873
19.0,2018,1,401,4.973821989528796
19.0,2018,2,396,-1.2468827930174564
19.0,2018,3,336,-15.151515151515152
19.0,2019,0,309,-8.035714285714286
19.0,2019,1,361,16.828478964401295
19.0,2019,2,382,5.8171745152354575
19.0,2019,3,298,-21.98952879581152
19.0,2020,0,268,-10.06711409395973
19.0,2020,1,159,-40.67164179104478
19.0,2020,2,205,28.930817610062892
19.0,2020,3,212,3.414634146341464
19.0,2021,0,257,21.22641509433962
19.0,2021,1,217,-15.56420233463035
19.0,2021,2,285,31.336405529953915
19.0,2021,3,272,-4.56140350877193
19.0,2022,0,296,8.823529411764707
19.0,2022,1,333,12.5
19.0,2022,2,253,-24.024024024024023
19.0,2022,3,278,9.881422924901186
19.0,2023,0,334,20.14388489208633
19.0,2023,1,362,8.383233532934131
20.0,2006,0,1257,
20.0,2006,1,1095,-12.887828162291171
20.0,2006,2,941,-14.063926940639268
20.0,2006,3,972,3.294367693942614
20.0,2007,0,1184,21.810699588477366
20.0,2007,1,986,-16.722972972972975
20.0,2007,2,928,-5.88235294117647
20.0,2007,3,875,-5.711206896551724
20.0,2008,0,960,9.714285714285714
20.0,2008,1,917,-4.479166666666667
20.0,2008,2,937,2.1810250817884405
20.0,2008,3,1002,6.937033084311634
20.0,2009,0,1156,15.369261477045908
20.0,2009,1,1037,-10.294117647058822
20.0,2009,2,928,-10.511089681774349
20.0,2009,3,917,-1.1853448275862069
20.0,2010,0,986,7.52453653217012
20.0,2010,1,968,-1.8255578093306288
20.0,2010,2,973,0.5165289256198348
20.0,2010,3,947,-2.672147995889003
20.0,2011,0,1264,33.47412882787751
20.0,2011,1,1267,0.23734177215189875
20.0,2011,2,903,-28.7292817679558
20.0,2011,3,1079,19.4905869324474
20.0,2012,0,1221,13.160333642261355
20.0,2012,1,1213,-0.6552006552006553
20.0,2012,2,1062,-12.448474855729597
20.0,2012,3,924,-12.994350282485875
20.0,2013,0,1093,18.29004329004329
20.0,2013,1,1182,8.142726440988106
20.0,2013,2,1085,-8.206429780033842
