City_Council_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
20.0,2013,3,1015,-6.451612903225806
20.0,2014,0,1002,-1.2807881773399015
20.0,2014,1,1193,19.06187624750499
20.0,2014,2,1023,-14.249790444258172
20.0,2014,3,936,-8.504398826979472
20.0,2015,0,924,-1.282051282051282
20.0,2015,1,975,5.51948051948052
20.0,2015,2,1058,8.512820512820513
20.0,2015,3,903,-14.650283553875237
20.0,2016,0,836,-7.419712070874862
20.0,2016,1,873,4.425837320574163
20.0,2016,2,961,10.080183276059564
20.0,2016,3,964,0.31217481789802287
20.0,2017,0,970,0.6224066390041494
20.0,2017,1,808,-16.70103092783505
20.0,2017,2,799,-1.1138613861386137
20.0,2017,3,832,4.130162703379224
20.0,2018,0,813,-2.283653846153846
20.0,2018,1,862,6.027060270602706
20.0,2018,2,881,2.2041763341067284
20.0,2018,3,781,-11.350737797956867
20.0,2019,0,810,3.713188220230474
20.0,2019,1,810,0.0
20.0,2019,2,701,-13.456790123456791
20.0,2019,3,612,-12.696148359486447
20.0,2020,0,603,-1.4705882352941175
20.0,2020,1,334,-44.61028192371476
20.0,2020,2,432,29.34131736526946
20.0,2020,3,470,8.796296296296296
20.0,2021,0,477,1.4893617021276597
20.0,2021,1,433,-9.224318658280922
20.0,2021,2,530,22.401847575057737
20.0,2021,3,621,17.169811320754715
20.0,2022,0,638,2.737520128824477
20.0,2022,1,727,13.94984326018809
20.0,2022,2,627,-13.75515818431912
20.0,2022,3,846,34.92822966507177
20.0,2023,0,989,16.90307328605201
20.0,2023,1,869,-12.133468149646106
21.0,2006,0,2069,
21.0,2006,1,2354,13.77477042049299
21.0,2006,2,2315,-1.6567544604927782
21.0,2006,3,2039,-11.922246220302375
21.0,2007,0,2275,11.574301128003924
21.0,2007,1,2523,10.901098901098901
21.0,2007,2,2574,2.0214030915576697
21.0,2007,3,2045,-20.55167055167055
21.0,2008,0,2256,10.317848410757946
21.0,2008,1,2594,14.9822695035461
21.0,2008,2,2397,-7.594448727833463
21.0,2008,3,2158,-9.970796829370046
21.0,2009,0,2702,25.208526413345687
21.0,2009,1,2680,-0.8142116950407106
21.0,2009,2,2449,-8.619402985074627
21.0,2009,3,2245,-8.3299305839118
21.0,2010,0,2274,1.2917594654788418
21.0,2010,1,2450,7.739665787159191
21.0,2010,2,2217,-9.510204081632653
21.0,2010,3,1649,-25.620207487595852
21.0,2011,0,1743,5.700424499696786
21.0,2011,1,2114,21.285140562248998
21.0,2011,2,2008,-5.014191106906338
21.0,2011,3,1859,-7.420318725099602
21.0,2012,0,2143,15.277030661646046
21.0,2012,1,2010,-6.206252916472235
21.0,2012,2,1958,-2.587064676616915
21.0,2012,3,1498,-23.493360572012257
21.0,2013,0,1995,33.177570093457945
21.0,2013,1,2258,13.18295739348371
21.0,2013,2,1996,-11.603188662533215
21.0,2013,3,1785,-10.571142284569138
21.0,2014,0,1899,6.386554621848739
21.0,2014,1,2222,17.00895208004213
21.0,2014,2,2022,-9.000900090009
21.0,2014,3,1535,-24.085064292779425
21.0,2015,0,1626,5.928338762214984
21.0,2015,1,1911,17.52767527675277
21.0,2015,2,1765,-7.639979068550497
21.0,2015,3,1515,-14.164305949008499
21.0,2016,0,1440,-4.9504950495049505
21.0,2016,1,1625,12.847222222222221
21.0,2016,2,1466,-9.784615384615385
21.0,2016,3,1504,2.592087312414734
21.0,2017,0,1439,-4.321808510638299
21.0,2017,1,1569,9.034051424600417
21.0,2017,2,1406,-10.388782664117272
21.0,2017,3,1331,-5.334281650071124
21.0,2018,0,1422,6.836964688204357
21.0,2018,1,1485,4.430379746835443
21.0,2018,2,1465,-1.3468013468013467
21.0,2018,3,1153,-21.296928327645052
21.0,2019,0,1324,14.830875975715523
21.0,2019,1,1174,-11.329305135951662
21.0,2019,2,1352,15.1618398637138
21.0,2019,3,1173,-13.239644970414203
21.0,2020,0,1021,-12.958226768968457
21.0,2020,1,755,-26.05288932419197
21.0,2020,2,746,-1.1920529801324504
21.0,2020,3,862,15.549597855227882
21.0,2021,0,893,3.596287703016241
21.0,2021,1,818,-8.3986562150056
21.0,2021,2,824,0.7334963325183375
21.0,2021,3,851,3.2766990291262137
21.0,2022,0,785,-7.7555816686251475
21.0,2022,1,878,11.847133757961783
21.0,2022,2,878,0.0
21.0,2022,3,807,-8.086560364464694
21.0,2023,0,956,18.463444857496903
21.0,2023,1,1073,12.238493723849372
22.0,2006,0,1200,
22.0,2006,1,1158,-3.5000000000000004
22.0,2006,2,961,-17.012089810017272
22.0,2006,3,980,1.9771071800208115
22.0,2007,0,1169,19.28571428571429
22.0,2007,1,1279,9.409751924721984
22.0,2007,2,1173,-8.287724784988272
22.0,2007,3,1059,-9.718670076726342
22.0,2008,0,1055,-0.3777148253068933
22.0,2008,1,1121,6.2559241706161135
22.0,2008,2,974,-13.113291703835861
22.0,2008,3,847,-13.03901437371663
22.0,2009,0,1115,31.641086186540733
22.0,2009,1,1087,-2.5112107623318383
22.0,2009,2,934,-14.075436982520701
22.0,2009,3,857,-8.244111349036402
22.0,2010,0,997,16.33605600933489
22.0,2010,1,948,-4.914744232698094
22.0,2010,2,974,2.7426160337552745
22.0,2010,3,910,-6.570841889117044
22.0,2011,0,925,1.6483516483516485
22.0,2011,1,1010,9.18918918918919
22.0,2011,2,733,-27.425742574257427
22.0,2011,3,880,20.05457025920873
22.0,2012,0,1033,17.386363636363637
22.0,2012,1,901,-12.778315585672798
22.0,2012,2,853,-5.3274139844617086
22.0,2012,3,816,-4.337631887456038
22.0,2013,0,984,20.588235294117645
22.0,2013,1,990,0.6097560975609756
22.0,2013,2,986,-0.40404040404040403
22.0,2013,3,908,-7.910750507099391
22.0,2014,0,1054,16.079295154185022
22.0,2014,1,1052,-0.18975332068311196
22.0,2014,2,1089,3.5171102661596962
22.0,2014,3,921,-15.426997245179063
22.0,2015,0,871,-5.428881650380022
22.0,2015,1,933,7.1182548794489096
22.0,2015,2,971,4.072883172561629
22.0,2015,3,950,-2.1627188465499483
22.0,2016,0,1003,5.578947368421053
22.0,2016,1,970,-3.290129611166501
22.0,2016,2,1007,3.814432989690722
22.0,2016,3,999,-0.7944389275074478
22.0,2017,0,1026,2.7027027027027026
22.0,2017,1,1027,0.09746588693957114
22.0,2017,2,731,-28.82181110029211
22.0,2017,3,742,1.5047879616963065
22.0,2018,0,796,7.277628032345014
22.0,2018,1,780,-2.0100502512562812
22.0,2018,2,738,-5.384615384615385
22.0,2018,3,698,-5.420054200542006
22.0,2019,0,738,5.730659025787966
22.0,2019,1,727,-1.4905149051490514
22.0,2019,2,587,-19.257221458046768
22.0,2019,3,591,0.6814310051107325
22.0,2020,0,589,-0.338409475465313
22.0,2020,1,392,-33.446519524618
22.0,2020,2,448,14.285714285714285
22.0,2020,3,536,19.642857142857142
22.0,2021,0,534,-0.3731343283582089
22.0,2021,1,592,10.861423220973784
22.0,2021,2,631,6.587837837837837
22.0,2021,3,655,3.8034865293185423
22.0,2022,0,706,7.786259541984733
22.0,2022,1,787,11.473087818696884
22.0,2022,2,661,-16.010165184243967
22.0,2022,3,613,-7.2617246596066565
22.0,2023,0,687,12.071778140293638
22.0,2023,1,612,-10.91703056768559
23.0,2006,0,675,
23.0,2006,1,670,-0.7407407407407408
23.0,2006,2,577,-13.880597014925373
23.0,2006,3,661,14.558058925476603
23.0,2007,0,616,-6.80786686838124
23.0,2007,1,721,17.045454545454543
23.0,2007,2,734,1.8030513176144243
23.0,2007,3,667,-9.128065395095367
23.0,2008,0,722,8.245877061469265
23.0,2008,1,570,-21.052631578947366
23.0,2008,2,563,-1.2280701754385965
23.0,2008,3,621,10.301953818827709
23.0,2009,0,759,22.22222222222222
23.0,2009,1,660,-13.043478260869565
23.0,2009,2,621,-5.909090909090909
23.0,2009,3,601,-3.22061191626409
23.0,2010,0,605,0.6655574043261231
23.0,2010,1,647,6.9421487603305785
23.0,2010,2,627,-3.091190108191654
23.0,2010,3,585,-6.698564593301436
23.0,2011,0,645,10.256410256410255
23.0,2011,1,710,10.077519379844961
23.0,2011,2,552,-22.253521126760564
23.0,2011,3,584,5.797101449275362
23.0,2012,0,767,31.335616438356162
23.0,2012,1,665,-13.298565840938723
23.0,2012,2,566,-14.887218045112782
23.0,2012,3,524,-7.420494699646643
23.0,2013,0,716,36.6412213740458
23.0,2013,1,697,-2.653631284916201
23.0,2013,2,713,2.295552367288379
23.0,2013,3,723,1.402524544179523
23.0,2014,0,761,5.255878284923928
23.0,2014,1,778,2.2339027595269383
23.0,2014,2,639,-17.866323907455012
23.0,2014,3,749,17.214397496087635
23.0,2015,0,574,-23.364485981308412
23.0,2015,1,607,5.7491289198606275
23.0,2015,2,705,16.14497528830313
23.0,2015,3,582,-17.4468085106383
23.0,2016,0,600,3.0927835051546393
23.0,2016,1,663,10.5
23.0,2016,2,604,-8.89894419306184
23.0,2016,3,669,10.76158940397351
23.0,2017,0,654,-2.242152466367713
23.0,2017,1,693,5.963302752293578
23.0,2017,2,619,-10.678210678210679
23.0,2017,3,585,-5.492730210016155
23.0,2018,0,500,-14.529914529914532
23.0,2018,1,578,15.6
23.0,2018,2,620,7.26643598615917
23.0,2018,3,487,-21.451612903225804
23.0,2019,0,515,5.749486652977413
23.0,2019,1,533,3.4951456310679614
23.0,2019,2,437,-18.01125703564728
23.0,2019,3,402,-8.009153318077804
23.0,2020,0,421,4.72636815920398
23.0,2020,1,323,-23.27790973871734
23.0,2020,2,326,0.9287925696594427
23.0,2020,3,406,24.539877300613497
23.0,2021,0,370,-8.866995073891626
23.0,2021,1,338,-8.64864864864865
23.0,2021,2,408,20.710059171597635
23.0,2021,3,420,2.941176470588235
23.0,2022,0,442,5.238095238095238
23.0,2022,1,554,25.339366515837103
23.0,2022,2,563,1.6245487364620936
23.0,2022,3,470,-16.518650088809945
23.0,2023,0,528,12.340425531914894
23.0,2023,1,648,22.727272727272727
24.0,2006,0,1335,
24.0,2006,1,1354,1.4232209737827715
24.0,2006,2,1081,-20.16248153618907
24.0,2006,3,1021,-5.550416281221091
24.0,2007,0,1076,5.386875612144956
24.0,2007,1,1137,5.669144981412639
24.0,2007,2,1055,-7.211961301671065
24.0,2007,3,1012,-4.075829383886256
24.0,2008,0,1282,26.679841897233203
24.0,2008,1,1034,-19.34477379095164
24.0,2008,2,1070,3.481624758220503
24.0,2008,3,1107,3.4579439252336446
24.0,2009,0,1232,11.29177958446251
24.0,2009,1,1229,-0.2435064935064935
24.0,2009,2,1074,-12.611879576891782
24.0,2009,3,1141,6.238361266294227
24.0,2010,0,1204,5.521472392638037
24.0,2010,1,1172,-2.6578073089700998
24.0,2010,2,1095,-6.5699658703071675
24.0,2010,3,1207,10.228310502283106
24.0,2011,0,1130,-6.379453189726594
24.0,2011,1,1249,10.530973451327434
24.0,2011,2,1181,-5.44435548438751
24.0,2011,3,1096,-7.197290431837426
24.0,2012,0,1295,18.15693430656934
24.0,2012,1,1246,-3.783783783783784
24.0,2012,2,1266,1.6051364365971106
24.0,2012,3,1185,-6.398104265402843
24.0,2013,0,1447,22.109704641350213
24.0,2013,1,1424,-1.5894955079474777
24.0,2013,2,1523,6.952247191011236
24.0,2013,3,1380,-9.389363099146422
24.0,2014,0,1503,8.91304347826087
24.0,2014,1,1509,0.39920159680638717
24.0,2014,2,1334,-11.597084161696488
24.0,2014,3,1283,-3.823088455772114
24.0,2015,0,1263,-1.558846453624318
24.0,2015,1,1230,-2.6128266033254155
24.0,2015,2,1150,-6.504065040650407
24.0,2015,3,1241,7.91304347826087
24.0,2016,0,1165,-6.124093473005641
24.0,2016,1,1162,-0.2575107296137339
24.0,2016,2,974,-16.179001721170398
24.0,2016,3,782,-19.71252566735113
24.0,2017,0,1017,30.051150895140665
24.0,2017,1,1065,4.71976401179941
24.0,2017,2,924,-13.239436619718308
24.0,2017,3,898,-2.813852813852814
24.0,2018,0,843,-6.124721603563475
24.0,2018,1,748,-11.269276393831554
24.0,2018,2,699,-6.550802139037433
24.0,2018,3,658,-5.865522174535051
24.0,2019,0,652,-0.911854103343465
24.0,2019,1,714,9.509202453987731
24.0,2019,2,711,-0.42016806722689076
24.0,2019,3,593,-16.59634317862166
24.0,2020,0,610,2.866779089376054
24.0,2020,1,343,-43.77049180327869
24.0,2020,2,424,23.61516034985423
24.0,2020,3,509,20.047169811320757
24.0,2021,0,594,16.699410609037326
24.0,2021,1,492,-17.17171717171717
24.0,2021,2,567,15.24390243902439
24.0,2021,3,535,-5.64373897707231
24.0,2022,0,586,9.532710280373832
24.0,2022,1,664,13.310580204778159
24.0,2022,2,621,-6.475903614457831
24.0,2022,3,729,17.391304347826086
24.0,2023,0,768,5.349794238683128
24.0,2023,1,896,16.666666666666664
25.0,2006,0,1400,
25.0,2006,1,1169,-16.5
25.0,2006,2,1146,-1.9674935842600514
25.0,2006,3,1152,0.5235602094240838
25.0,2007,0,1357,17.79513888888889
25.0,2007,1,1320,-2.726602800294768
25.0,2007,2,1344,1.8181818181818181
25.0,2007,3,1255,-6.622023809523809
25.0,2008,0,1437,14.50199203187251
25.0,2008,1,1311,-8.768267223382047
25.0,2008,2,1088,-17.009916094584288
25.0,2008,3,1348,23.897058823529413
25.0,2009,0,1434,6.379821958456973
25.0,2009,1,1397,-2.580195258019526
25.0,2009,2,1250,-10.522548317823908
25.0,2009,3,1260,0.8
25.0,2010,0,1533,21.666666666666668
25.0,2010,1,1474,-3.8486627527723414
25.0,2010,2,1291,-12.415196743554953
25.0,2010,3,1524,18.048024786986833
25.0,2011,0,1502,-1.4435695538057742
25.0,2011,1,1334,-11.18508655126498
25.0,2011,2,1258,-5.697151424287856
25.0,2011,3,1105,-12.162162162162163
25.0,2012,0,1224,10.76923076923077
25.0,2012,1,984,-19.607843137254903
25.0,2012,2,1133,15.142276422764228
25.0,2012,3,957,-15.53398058252427
25.0,2013,0,1081,12.957157784743991
25.0,2013,1,1133,4.810360777058279
25.0,2013,2,1106,-2.383053839364519
25.0,2013,3,1025,-7.323688969258589
25.0,2014,0,1063,3.7073170731707314
25.0,2014,1,1232,15.898400752587019
25.0,2014,2,1333,8.19805194805195
25.0,2014,3,1096,-17.779444861215303
25.0,2015,0,958,-12.59124087591241
25.0,2015,1,1214,26.722338204592898
25.0,2015,2,968,-20.263591433278417
25.0,2015,3,1045,7.954545454545454
25.0,2016,0,961,-8.038277511961722
25.0,2016,1,844,-12.174817898022892
25.0,2016,2,714,-15.402843601895736
25.0,2016,3,771,7.9831932773109235
25.0,2017,0,694,-9.987029831387808
25.0,2017,1,663,-4.46685878962536
25.0,2017,2,667,0.603318250377074
25.0,2017,3,615,-7.796101949025487
25.0,2018,0,585,-4.878048780487805
25.0,2018,1,619,5.811965811965812
25.0,2018,2,632,2.10016155088853
25.0,2018,3,523,-17.246835443037973
25.0,2019,0,553,5.736137667304015
25.0,2019,1,633,14.466546112115733
25.0,2019,2,539,-14.84992101105845
25.0,2019,3,485,-10.018552875695732
25.0,2020,0,411,-15.257731958762887
25.0,2020,1,314,-23.600973236009732
25.0,2020,2,247,-21.337579617834397
25.0,2020,3,295,19.4331983805668
25.0,2021,0,311,5.423728813559322
25.0,2021,1,355,14.14790996784566
25.0,2021,2,356,0.28169014084507044
25.0,2021,3,395,10.955056179775282
25.0,2022,0,547,38.48101265822785
25.0,2022,1,686,25.411334552102378
25.0,2022,2,657,-4.227405247813411
25.0,2022,3,698,6.2404870624048705
25.0,2023,0,817,17.048710601719197
25.0,2023,1,831,1.7135862913096693
26.0,2006,0,1436,
26.0,2006,1,1452,1.1142061281337048
26.0,2006,2,1327,-8.608815426997245
26.0,2006,3,1470,10.776186887716655
26.0,2007,0,1687,14.761904761904763
26.0,2007,1,1630,-3.3787788974510966
26.0,2007,2,1521,-6.687116564417178
26.0,2007,3,1535,0.9204470742932281
26.0,2008,0,1475,-3.908794788273615
26.0,2008,1,1407,-4.610169491525424
26.0,2008,2,1297,-7.818052594171997
26.0,2008,3,1258,-3.0069390902081725
26.0,2009,0,1404,11.605723370429253
26.0,2009,1,1360,-3.133903133903134
26.0,2009,2,1202,-11.617647058823529
26.0,2009,3,1119,-6.905158069883527
26.0,2010,0,1210,8.132260947274352
26.0,2010,1,1266,4.628099173553719
26.0,2010,2,1242,-1.8957345971563981
26.0,2010,3,1327,6.843800322061192
26.0,2011,0,1335,0.6028636021100227
26.0,2011,1,1358,1.7228464419475655
26.0,2011,2,1122,-17.378497790868924
26.0,2011,3,1144,1.9607843137254901
26.0,2012,0,1321,15.472027972027972
26.0,2012,1,1035,-21.650264950794853
26.0,2012,2,927,-10.434782608695652
26.0,2012,3,939,1.2944983818770228
26.0,2013,0,1165,24.068157614483493
26.0,2013,1,1402,20.34334763948498
26.0,2013,2,1391,-0.7845934379457917
26.0,2013,3,1179,-15.240833932422717
26.0,2014,0,1302,10.432569974554708
26.0,2014,1,1223,-6.067588325652841
26.0,2014,2,1274,4.170073589533932
26.0,2014,3,1086,-14.756671899529042
26.0,2015,0,1037,-4.511970534069982
26.0,2015,1,1046,0.8678881388621021
26.0,2015,2,973,-6.9789674952198855
26.0,2015,3,923,-5.138746145940391
26.0,2016,0,961,4.117009750812568
26.0,2016,1,1060,10.301768990634756
26.0,2016,2,909,-14.245283018867925
26.0,2016,3,917,0.88008800880088
26.0,2017,0,967,5.452562704471101
26.0,2017,1,1024,5.894519131334023
26.0,2017,2,1024,0.0
26.0,2017,3,996,-2.734375
26.0,2018,0,897,-9.939759036144578
26.0,2018,1,789,-12.040133779264215
26.0,2018,2,815,3.2953105196451205
26.0,2018,3,737,-9.570552147239264
26.0,2019,0,788,6.919945725915875
26.0,2019,1,784,-0.5076142131979695
26.0,2019,2,709,-9.566326530612244
26.0,2019,3,485,-31.59379407616361
26.0,2020,0,484,-0.2061855670103093
26.0,2020,1,379,-21.694214876033058
26.0,2020,2,384,1.3192612137203166
26.0,2020,3,453,17.96875
26.0,2021,0,612,35.099337748344375
26.0,2021,1,621,1.4705882352941175
26.0,2021,2,705,13.526570048309178
26.0,2021,3,628,-10.921985815602838
26.0,2022,0,743,18.312101910828023
26.0,2022,1,775,4.306864064602961
26.0,2022,2,732,-5.548387096774193
26.0,2022,3,769,5.05464480874317
26.0,2023,0,721,-6.241872561768531
26.0,2023,1,878,21.7753120665742
27.0,2006,0,1645,
27.0,2006,1,1717,4.376899696048632
27.0,2006,2,1628,-5.18345952242283
27.0,2006,3,1530,-6.019656019656019
27.0,2007,0,1723,12.61437908496732
27.0,2007,1,1774,2.959953569355775
27.0,2007,2,1751,-1.2965050732807215
27.0,2007,3,1725,-1.484865790976585
27.0,2008,0,2162,25.333333333333336
27.0,2008,1,1711,-20.860314523589267
27.0,2008,2,1761,2.922267679719462
27.0,2008,3,1782,1.192504258943782
27.0,2009,0,2167,21.604938271604937
27.0,2009,1,2111,-2.5842178126442086
27.0,2009,2,2000,-5.258171482709616
27.0,2009,3,1956,-2.1999999999999997
27.0,2010,0,2114,8.077709611451942
27.0,2010,1,2229,5.4399243140964995
27.0,2010,2,2175,-2.4226110363391657
27.0,2010,3,2030,-6.666666666666667
27.0,2011,0,2315,14.039408866995073
27.0,2011,1,2263,-2.24622030237581
27.0,2011,2,1995,-11.84268669907203
27.0,2011,3,1762,-11.679197994987469
27.0,2012,0,2300,30.533484676503974
27.0,2012,1,2118,-7.91304347826087
27.0,2012,2,2425,14.49480642115203
27.0,2012,3,1966,-18.927835051546392
27.0,2013,0,2445,24.364191251271617
27.0,2013,1,2623,7.280163599182004
27.0,2013,2,2728,4.003049942813573
27.0,2013,3,2530,-7.258064516129033
27.0,2014,0,3022,19.44664031620553
27.0,2014,1,2790,-7.677035076108537
27.0,2014,2,2880,3.225806451612903
27.0,2014,3,2229,-22.604166666666668
27.0,2015,0,2530,13.503813369223867
27.0,2015,1,2453,-3.0434782608695654
27.0,2015,2,2641,7.6640847941296375
27.0,2015,3,2305,-12.722453616054525
27.0,2016,0,2387,3.5574837310195226
27.0,2016,1,2235,-6.367825722664433
27.0,2016,2,1834,-17.941834451901567
27.0,2016,3,1695,-7.57906215921483
27.0,2017,0,1854,9.380530973451327
27.0,2017,1,1672,-9.816612729234087
27.0,2017,2,1502,-10.167464114832537
27.0,2017,3,1626,8.255659121171771
27.0,2018,0,1626,0.0
27.0,2018,1,1529,-5.9655596555965555
27.0,2018,2,1581,3.4009156311314586
27.0,2018,3,1529,-3.289057558507274
27.0,2019,0,1788,16.939175931981687
27.0,2019,1,1603,-10.346756152125279
27.0,2019,2,1501,-6.363069245165315
27.0,2019,3,1442,-3.930712858094604
27.0,2020,0,1232,-14.563106796116504
27.0,2020,1,788,-36.038961038961034
27.0,2020,2,697,-11.548223350253807
27.0,2020,3,810,16.212338593974174
27.0,2021,0,912,12.592592592592592
27.0,2021,1,918,0.6578947368421052
27.0,2021,2,1076,17.21132897603486
27.0,2021,3,941,-12.546468401486987
27.0,2022,0,1159,23.16684378320935
27.0,2022,1,1240,6.988783433994823
27.0,2022,2,1293,4.274193548387097
27.0,2022,3,1405,8.662026295436968
27.0,2023,0,1619,15.231316725978647
27.0,2023,1,1862,15.009264978381717
28.0,2006,0,1895,
28.0,2006,1,1995,5.277044854881266
28.0,2006,2,1865,-6.516290726817042
28.0,2006,3,1860,-0.2680965147453083
28.0,2007,0,2104,13.118279569892474
28.0,2007,1,2082,-1.0456273764258555
28.0,2007,2,2231,7.156580211335255
28.0,2007,3,2084,-6.588973554459883
28.0,2008,0,2336,12.092130518234164
28.0,2008,1,2004,-14.212328767123289
28.0,2008,2,2031,1.347305389221557
28.0,2008,3,1939,-4.529788281634663
28.0,2009,0,2174,12.119649303764827
28.0,2009,1,2131,-1.9779208831646733
28.0,2009,2,2341,9.85452839042703
28.0,2009,3,2080,-11.149081589064503
28.0,2010,0,1888,-9.230769230769232
28.0,2010,1,2136,13.135593220338984
28.0,2010,2,1884,-11.797752808988763
28.0,2010,3,1663,-11.73036093418259
28.0,2011,0,1830,10.042092603728202
28.0,2011,1,1967,7.4863387978142075
28.0,2011,2,1803,-8.337569903406203
28.0,2011,3,1649,-8.541320022185246
28.0,2012,0,2033,23.286840509399635
28.0,2012,1,2013,-0.9837678307919331
28.0,2012,2,2322,15.350223546944857
28.0,2012,3,1585,-31.739879414298017
28.0,2013,0,1944,22.649842271293373
28.0,2013,1,1978,1.7489711934156378
28.0,2013,2,1917,-3.083923154701719
28.0,2013,3,2195,14.501825769431404
28.0,2014,0,1854,-15.535307517084282
28.0,2014,1,1923,3.7216828478964405
28.0,2014,2,2219,15.392615704628184
28.0,2014,3,1766,-20.414601171698962
28.0,2015,0,1553,-12.061155152887883
28.0,2015,1,1695,9.143593045717965
28.0,2015,2,1594,-5.958702064896755
28.0,2015,3,1358,-14.805520702634881
28.0,2016,0,1600,17.820324005891017
28.0,2016,1,1450,-9.375
28.0,2016,2,1503,3.6551724137931036
28.0,2016,3,1518,0.998003992015968
28.0,2017,0,1557,2.5691699604743086
28.0,2017,1,1385,-11.046885035324342
28.0,2017,2,1389,0.2888086642599278
28.0,2017,3,1353,-2.591792656587473
28.0,2018,0,1394,3.0303030303030303
28.0,2018,1,1473,5.667144906743185
28.0,2018,2,1464,-0.6109979633401221
28.0,2018,3,1181,-19.330601092896174
28.0,2019,0,1193,1.0160880609652836
28.0,2019,1,1331,11.5674769488684
28.0,2019,2,1196,-10.1427498121713
28.0,2019,3,919,-23.160535117056856
28.0,2020,0,959,4.352557127312296
28.0,2020,1,771,-19.603753910323256
28.0,2020,2,699,-9.33852140077821
28.0,2020,3,890,27.32474964234621
28.0,2021,0,840,-5.617977528089887
28.0,2021,1,790,-5.952380952380952
28.0,2021,2,842,6.582278481012659
28.0,2021,3,855,1.5439429928741093
28.0,2022,0,768,-10.175438596491228
28.0,2022,1,879,14.453125
28.0,2022,2,938,6.71217292377702
28.0,2022,3,888,-5.330490405117271
28.0,2023,0,1095,23.31081081081081
28.0,2023,1,1183,8.036529680365296
29.0,2006,0,994,
29.0,2006,1,1103,10.96579476861167
29.0,2006,2,913,-17.225747960108794
29.0,2006,3,1082,18.51040525739321
29.0,2007,0,1235,14.140480591497228
29.0,2007,1,1216,-1.5384615384615385
29.0,2007,2,1022,-15.953947368421053
29.0,2007,3,1001,-2.054794520547945
29.0,2008,0,1134,13.286713286713287
29.0,2008,1,1245,9.788359788359788
29.0,2008,2,1162,-6.666666666666667
29.0,2008,3,1174,1.0327022375215147
29.0,2009,0,1242,5.792163543441227
29.0,2009,1,1301,4.750402576489534
29.0,2009,2,1083,-16.756341275941583
29.0,2009,3,1056,-2.4930747922437675
29.0,2010,0,1224,15.909090909090908
29.0,2010,1,1244,1.6339869281045754
29.0,2010,2,1062,-14.630225080385854
29.0,2010,3,1157,8.945386064030131
29.0,2011,0,1125,-2.765773552290406
29.0,2011,1,1253,11.377777777777778
29.0,2011,2,970,-22.585794094173984
29.0,2011,3,1151,18.65979381443299
29.0,2012,0,1193,3.6490008688097304
29.0,2012,1,1086,-8.968985750209555
29.0,2012,2,1116,2.7624309392265194
29.0,2012,3,1014,-9.13978494623656
29.0,2013,0,1257,23.964497041420117
29.0,2013,1,1291,2.704852824184566
29.0,2013,2,1121,-13.168086754453912
29.0,2013,3,1163,3.746654772524532
29.0,2014,0,1255,7.910576096302665
29.0,2014,1,1168,-6.932270916334661
29.0,2014,2,1177,0.7705479452054794
29.0,2014,3,1107,-5.9473237043330505
29.0,2015,0,986,-10.930442637759711
29.0,2015,1,1136,15.212981744421908
29.0,2015,2,1042,-8.274647887323944
29.0,2015,3,1042,0.0
29.0,2016,0,1078,3.45489443378119
29.0,2016,1,1050,-2.5974025974025974
29.0,2016,2,975,-7.142857142857142
29.0,2016,3,1020,4.615384615384616
29.0,2017,0,978,-4.117647058823529
29.0,2017,1,957,-2.147239263803681
29.0,2017,2,860,-10.13584117032393
29.0,2017,3,883,2.6744186046511627
29.0,2018,0,854,-3.2842582106455263
29.0,2018,1,893,4.566744730679157
29.0,2018,2,877,-1.7917133258678613
29.0,2018,3,943,7.525655644241732
29.0,2019,0,852,-9.650053022269352
29.0,2019,1,923,8.333333333333332
29.0,2019,2,817,-11.484290357529794
29.0,2019,3,809,-0.9791921664626682
29.0,2020,0,753,-6.9221260815822
29.0,2020,1,445,-40.90305444887118
29.0,2020,2,490,10.112359550561797
29.0,2020,3,565,15.306122448979592
29.0,2021,0,691,22.300884955752213
29.0,2021,1,635,-8.104196816208393
29.0,2021,2,729,14.803149606299213
29.0,2021,3,709,-2.7434842249657065
29.0,2022,0,772,8.885754583921015
29.0,2022,1,853,10.492227979274611
29.0,2022,2,763,-10.550996483001173
29.0,2022,3,775,1.5727391874180863
29.0,2023,0,887,14.451612903225808
29.0,2023,1,857,-3.3821871476888385
30.0,2006,0,822,
30.0,2006,1,708,-13.86861313868613
30.0,2006,2,821,15.96045197740113
30.0,2006,3,825,0.48721071863580995
30.0,2007,0,768,-6.909090909090909
30.0,2007,1,765,-0.390625
30.0,2007,2,783,2.3529411764705883
30.0,2007,3,707,-9.70625798212005
30.0,2008,0,818,15.700141442715701
30.0,2008,1,797,-2.567237163814181
30.0,2008,2,838,5.144291091593475
30.0,2008,3,823,-1.7899761336515514
30.0,2009,0,961,16.767922235722963
30.0,2009,1,1087,13.111342351716962
30.0,2009,2,1000,-8.003679852805888
30.0,2009,3,872,-12.8
30.0,2010,0,969,11.123853211009175
30.0,2010,1,1134,17.027863777089784
30.0,2010,2,1037,-8.55379188712522
30.0,2010,3,1026,-1.0607521697203472
30.0,2011,0,1130,10.1364522417154
30.0,2011,1,1165,3.0973451327433628
30.0,2011,2,877,-24.721030042918454
30.0,2011,3,866,-1.2542759407069555
30.0,2012,0,1167,34.75750577367205
30.0,2012,1,993,-14.910025706940875
30.0,2012,2,847,-14.70292044310171
