Zipcode,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
10075.0,2011,2,56,21.73913043478261
10075.0,2011,3,53,-5.357142857142857
10075.0,2012,0,61,15.09433962264151
10075.0,2012,1,34,-44.26229508196721
10075.0,2012,2,44,29.411764705882355
10075.0,2012,3,42,-4.545454545454546
10075.0,2013,0,54,28.57142857142857
10075.0,2013,1,55,1.8518518518518516
10075.0,2013,2,60,9.090909090909092
10075.0,2013,3,39,-35.0
10075.0,2014,0,39,0.0
10075.0,2014,1,38,-2.564102564102564
10075.0,2014,2,57,50.0
10075.0,2014,3,27,-52.63157894736842
10075.0,2015,0,40,48.148148148148145
10075.0,2015,1,40,0.0
10075.0,2015,2,50,25.0
10075.0,2015,3,41,-18.0
10075.0,2016,0,44,7.317073170731707
10075.0,2016,1,41,-6.8181818181818175
10075.0,2016,2,35,-14.634146341463413
10075.0,2016,3,45,28.57142857142857
10075.0,2017,0,38,-15.555555555555555
10075.0,2017,1,21,-44.73684210526316
10075.0,2017,2,29,38.095238095238095
10075.0,2017,3,38,31.03448275862069
10075.0,2018,0,31,-18.421052631578945
10075.0,2018,1,21,-32.25806451612903
10075.0,2018,2,21,0.0
10075.0,2018,3,23,9.523809523809524
10075.0,2019,0,22,-4.3478260869565215
10075.0,2019,1,30,36.36363636363637
10075.0,2019,2,25,-16.666666666666664
10075.0,2019,3,28,12.0
10075.0,2020,0,21,-25.0
10075.0,2020,1,22,4.761904761904762
10075.0,2020,2,9,-59.09090909090909
10075.0,2020,3,16,77.77777777777779
10075.0,2021,0,26,62.5
10075.0,2021,1,38,46.15384615384615
10075.0,2021,2,19,-50.0
10075.0,2021,3,26,36.84210526315789
10075.0,2022,0,24,-7.6923076923076925
10075.0,2022,1,18,-25.0
10075.0,2022,2,34,88.88888888888889
10075.0,2022,3,27,-20.588235294117645
10075.0,2023,0,20,-25.925925925925924
10075.0,2023,1,24,20.0
10111.0,2006,0,6,
10111.0,2006,1,4,-33.33333333333333
10111.0,2006,2,3,-25.0
10111.0,2006,3,13,333.33333333333337
10111.0,2007,0,1,-92.3076923076923
10111.0,2007,1,3,200.0
10111.0,2007,2,2,-33.33333333333333
10111.0,2007,3,3,50.0
10111.0,2008,0,1,-66.66666666666666
10111.0,2008,1,6,500.0
10111.0,2008,2,3,-50.0
10111.0,2008,3,8,166.66666666666669
10111.0,2009,0,11,37.5
10111.0,2009,1,18,63.63636363636363
10111.0,2009,2,6,-66.66666666666666
10111.0,2009,3,12,100.0
10111.0,2010,0,9,-25.0
10111.0,2010,1,7,-22.22222222222222
10111.0,2010,2,6,-14.285714285714285
10111.0,2010,3,5,-16.666666666666664
10111.0,2011,0,17,240.0
10111.0,2011,1,13,-23.52941176470588
10111.0,2011,2,13,0.0
10111.0,2011,3,12,-7.6923076923076925
10111.0,2012,0,6,-50.0
10111.0,2012,1,4,-33.33333333333333
10111.0,2012,2,9,125.0
10111.0,2012,3,11,22.22222222222222
10111.0,2013,0,5,-54.54545454545454
10111.0,2013,1,8,60.0
10111.0,2013,2,6,-25.0
10111.0,2013,3,7,16.666666666666664
10111.0,2014,0,13,85.71428571428571
10111.0,2014,1,7,-46.15384615384615
10111.0,2014,2,3,-57.14285714285714
10111.0,2014,3,7,133.33333333333331
10111.0,2015,0,3,-57.14285714285714
10111.0,2015,1,6,100.0
10111.0,2015,2,2,-66.66666666666666
10111.0,2015,3,6,200.0
10111.0,2016,0,3,-50.0
10111.0,2016,1,3,0.0
10111.0,2016,2,4,33.33333333333333
10111.0,2016,3,6,50.0
10111.0,2017,0,3,-50.0
10111.0,2017,1,1,-66.66666666666666
10111.0,2017,2,1,0.0
10111.0,2017,3,3,200.0
10111.0,2018,0,3,0.0
10111.0,2018,1,1,-66.66666666666666
10111.0,2018,3,2,100.0
10111.0,2019,0,8,300.0
10111.0,2019,1,2,-75.0
10111.0,2019,3,4,100.0
10111.0,2020,0,4,0.0
10111.0,2020,2,1,100.0
10111.0,2020,3,1,0.0
10111.0,2021,0,1,0.0
10111.0,2021,3,1,100.0
10111.0,2022,3,1,100.0
10115.0,2006,0,1,
10115.0,2006,3,1,100.0
10115.0,2007,0,1,0.0
10115.0,2007,1,1,0.0
10115.0,2007,2,1,0.0
10115.0,2009,3,1,100.0
10115.0,2010,3,1,100.0
10115.0,2012,3,2,100.0
10115.0,2014,3,1,100.0
10115.0,2016,0,3,100.0
10115.0,2019,1,1,100.0
10128.0,2006,0,158,
10128.0,2006,1,124,-21.518987341772153
10128.0,2006,2,179,44.354838709677416
10128.0,2006,3,137,-23.463687150837988
10128.0,2007,0,158,15.328467153284672
10128.0,2007,1,132,-16.455696202531644
10128.0,2007,2,117,-11.363636363636363
10128.0,2007,3,136,16.23931623931624
10128.0,2008,0,111,-18.38235294117647
10128.0,2008,1,91,-18.01801801801802
10128.0,2008,2,119,30.76923076923077
10128.0,2008,3,84,-29.411764705882355
10128.0,2009,0,95,13.095238095238097
10128.0,2009,1,105,10.526315789473683
10128.0,2009,2,90,-14.285714285714285
10128.0,2009,3,114,26.666666666666668
10128.0,2010,0,84,-26.31578947368421
10128.0,2010,1,102,21.428571428571427
10128.0,2010,2,112,9.803921568627452
10128.0,2010,3,116,3.571428571428571
10128.0,2011,0,119,2.586206896551724
10128.0,2011,1,117,-1.680672268907563
10128.0,2011,2,116,-0.8547008547008548
10128.0,2011,3,108,-6.896551724137931
10128.0,2012,0,137,26.851851851851855
10128.0,2012,1,114,-16.78832116788321
10128.0,2012,2,107,-6.140350877192982
10128.0,2012,3,89,-16.822429906542055
10128.0,2013,0,106,19.101123595505616
10128.0,2013,1,114,7.547169811320755
10128.0,2013,2,98,-14.035087719298245
10128.0,2013,3,103,5.1020408163265305
10128.0,2014,0,75,-27.184466019417474
10128.0,2014,1,98,30.666666666666664
10128.0,2014,2,81,-17.346938775510203
10128.0,2014,3,85,4.938271604938271
10128.0,2015,0,68,-20.0
10128.0,2015,1,66,-2.941176470588235
10128.0,2015,2,61,-7.575757575757576
10128.0,2015,3,83,36.0655737704918
10128.0,2016,0,77,-7.228915662650602
10128.0,2016,1,78,1.2987012987012987
10128.0,2016,2,106,35.8974358974359
10128.0,2016,3,90,-15.09433962264151
10128.0,2017,0,88,-2.2222222222222223
10128.0,2017,1,90,2.272727272727273
10128.0,2017,2,96,6.666666666666667
10128.0,2017,3,88,-8.333333333333332
10128.0,2018,0,77,-12.5
10128.0,2018,1,59,-23.376623376623375
10128.0,2018,2,81,37.28813559322034
10128.0,2018,3,75,-7.4074074074074066
10128.0,2019,0,54,-28.000000000000004
10128.0,2019,1,77,42.592592592592595
10128.0,2019,2,85,10.38961038961039
10128.0,2019,3,86,1.1764705882352942
10128.0,2020,0,75,-12.790697674418606
10128.0,2020,1,46,-38.666666666666664
10128.0,2020,2,31,-32.608695652173914
10128.0,2020,3,50,61.29032258064516
10128.0,2021,0,48,-4.0
10128.0,2021,1,45,-6.25
10128.0,2021,2,59,31.11111111111111
10128.0,2021,3,58,-1.694915254237288
10128.0,2022,0,49,-15.517241379310345
10128.0,2022,1,72,46.93877551020408
10128.0,2022,2,45,-37.5
10128.0,2022,3,65,44.44444444444444
10128.0,2023,0,42,-35.38461538461539
10128.0,2023,1,57,35.714285714285715
10280.0,2006,0,19,
10280.0,2006,1,12,-36.84210526315789
10280.0,2006,2,7,-41.66666666666667
10280.0,2006,3,16,128.57142857142858
10280.0,2007,0,3,-81.25
10280.0,2007,1,16,433.3333333333333
10280.0,2007,2,13,-18.75
10280.0,2007,3,14,7.6923076923076925
10280.0,2008,0,10,-28.57142857142857
10280.0,2008,1,13,30.0
10280.0,2008,2,12,-7.6923076923076925
10280.0,2008,3,7,-41.66666666666667
10280.0,2009,0,7,0.0
10280.0,2009,1,5,-28.57142857142857
10280.0,2009,2,6,20.0
10280.0,2009,3,5,-16.666666666666664
10280.0,2010,0,3,-40.0
10280.0,2010,1,4,33.33333333333333
10280.0,2010,2,10,150.0
10280.0,2010,3,9,-10.0
10280.0,2011,0,12,33.33333333333333
10280.0,2011,1,3,-75.0
10280.0,2011,2,5,66.66666666666666
10280.0,2011,3,4,-20.0
10280.0,2012,0,14,250.0
10280.0,2012,1,12,-14.285714285714285
10280.0,2012,2,6,-50.0
10280.0,2012,3,6,0.0
10280.0,2013,0,10,66.66666666666666
10280.0,2013,1,9,-10.0
10280.0,2013,2,7,-22.22222222222222
10280.0,2013,3,6,-14.285714285714285
10280.0,2014,0,4,-33.33333333333333
10280.0,2014,1,9,125.0
10280.0,2014,2,7,-22.22222222222222
10280.0,2015,0,7,100.0
10280.0,2015,1,9,28.57142857142857
10280.0,2015,2,7,-22.22222222222222
10280.0,2015,3,11,57.14285714285714
10280.0,2016,0,2,-81.81818181818183
10280.0,2016,1,5,150.0
10280.0,2016,2,9,80.0
10280.0,2016,3,8,-11.11111111111111
10280.0,2017,0,4,-50.0
10280.0,2017,1,10,150.0
10280.0,2017,2,11,10.0
10280.0,2017,3,4,-63.63636363636363
10280.0,2018,0,7,75.0
10280.0,2018,1,6,-14.285714285714285
10280.0,2018,2,7,16.666666666666664
10280.0,2018,3,4,-42.857142857142854
10280.0,2019,0,3,-25.0
10280.0,2019,1,14,366.66666666666663
10280.0,2019,2,7,-50.0
10280.0,2019,3,4,-42.857142857142854
10280.0,2020,0,6,50.0
10280.0,2020,1,8,33.33333333333333
10280.0,2020,2,4,-50.0
10280.0,2020,3,4,0.0
10280.0,2021,0,2,-50.0
10280.0,2021,1,6,200.0
10280.0,2021,2,4,-33.33333333333333
10280.0,2021,3,8,100.0
10280.0,2022,0,5,-37.5
10280.0,2022,1,1,-80.0
10280.0,2022,2,6,500.0
10280.0,2022,3,2,-66.66666666666666
10280.0,2023,0,1,-50.0
10280.0,2023,1,6,500.0
10281.0,2006,0,2,
10281.0,2006,1,5,150.0
10281.0,2006,2,6,20.0
10281.0,2006,3,1,-83.33333333333334
10281.0,2007,1,7,100.0
10281.0,2007,2,1,-85.71428571428571
10281.0,2007,3,1,0.0
10281.0,2008,0,1,0.0
10281.0,2008,2,1,100.0
10281.0,2008,3,2,100.0
10281.0,2009,0,4,100.0
10281.0,2010,2,3,100.0
10281.0,2011,3,17,100.0
10281.0,2012,0,3,-82.35294117647058
10281.0,2012,1,2,-33.33333333333333
10281.0,2012,2,7,250.0
10281.0,2013,1,2,100.0
10281.0,2013,2,1,-50.0
10281.0,2013,3,2,100.0
10281.0,2014,0,1,-50.0
10281.0,2014,3,1,100.0
10281.0,2015,0,2,100.0
10281.0,2015,1,6,200.0
10281.0,2015,2,1,-83.33333333333334
10281.0,2015,3,1,0.0
10281.0,2016,1,2,100.0
10281.0,2016,2,4,100.0
10281.0,2016,3,13,225.0
10281.0,2017,0,6,-53.84615384615385
10281.0,2017,1,10,66.66666666666666
10281.0,2017,2,3,-70.0
10281.0,2017,3,10,233.33333333333334
10281.0,2018,0,8,-20.0
10281.0,2018,1,7,-12.5
10281.0,2018,2,14,100.0
10281.0,2018,3,14,0.0
10281.0,2019,0,3,-78.57142857142857
10281.0,2019,1,4,33.33333333333333
10281.0,2019,2,3,-25.0
10281.0,2020,0,1,100.0
10281.0,2020,1,5,400.0
10281.0,2021,0,1,100.0
10281.0,2021,1,3,200.0
10281.0,2021,2,3,0.0
10281.0,2021,3,5,66.66666666666666
10281.0,2022,0,3,-40.0
10281.0,2022,1,9,200.0
10281.0,2022,2,11,22.22222222222222
10281.0,2022,3,7,-36.36363636363637
10281.0,2023,0,7,0.0
10281.0,2023,1,5,-28.57142857142857
10282.0,2006,0,2,
10282.0,2006,1,4,100.0
10282.0,2006,2,10,150.0
10282.0,2006,3,6,-40.0
10282.0,2007,0,9,50.0
10282.0,2007,1,6,-33.33333333333333
10282.0,2007,2,7,16.666666666666664
10282.0,2007,3,4,-42.857142857142854
10282.0,2008,0,8,100.0
10282.0,2008,1,3,-62.5
10282.0,2008,2,6,100.0
10282.0,2008,3,4,-33.33333333333333
10282.0,2009,0,4,0.0
10282.0,2009,1,5,25.0
10282.0,2009,3,1,100.0
10282.0,2010,0,3,200.0
10282.0,2010,1,3,0.0
10282.0,2010,2,3,0.0
10282.0,2010,3,1,-66.66666666666666
10282.0,2011,0,4,300.0
10282.0,2011,1,1,-75.0
10282.0,2011,2,1,0.0
10282.0,2011,3,1,0.0
10282.0,2012,0,2,100.0
10282.0,2012,1,4,100.0
10282.0,2012,2,8,100.0
10282.0,2012,3,1,-87.5
10282.0,2013,1,1,100.0
10282.0,2013,2,4,300.0
10282.0,2013,3,4,0.0
10282.0,2014,0,2,-50.0
10282.0,2014,1,1,-50.0
10282.0,2014,2,3,200.0
10282.0,2014,3,5,66.66666666666666
10282.0,2015,0,2,-60.0
10282.0,2015,1,4,100.0
10282.0,2015,2,4,0.0
10282.0,2015,3,6,50.0
10282.0,2016,0,3,-50.0
10282.0,2016,1,9,200.0
10282.0,2016,2,4,-55.55555555555556
10282.0,2016,3,4,0.0
10282.0,2017,0,7,75.0
10282.0,2017,1,9,28.57142857142857
10282.0,2017,2,8,-11.11111111111111
10282.0,2017,3,21,162.5
10282.0,2018,0,12,-42.857142857142854
10282.0,2018,1,14,16.666666666666664
10282.0,2018,2,9,-35.714285714285715
10282.0,2018,3,6,-33.33333333333333
10282.0,2019,0,12,100.0
10282.0,2019,1,6,-50.0
10282.0,2019,2,5,-16.666666666666664
10282.0,2019,3,3,-40.0
10282.0,2020,0,4,33.33333333333333
10282.0,2020,1,1,-75.0
10282.0,2020,2,1,0.0
10282.0,2020,3,1,0.0
10282.0,2021,0,3,200.0
10282.0,2021,1,4,33.33333333333333
10282.0,2021,2,4,0.0
10282.0,2021,3,4,0.0
10282.0,2022,0,2,-50.0
10282.0,2022,1,3,50.0
10282.0,2022,2,2,-33.33333333333333
10282.0,2022,3,1,-50.0
10282.0,2023,0,2,100.0
10282.0,2023,1,8,300.0
10301.0,2006,0,623,
10301.0,2006,1,768,23.274478330658106
10301.0,2006,2,750,-2.34375
10301.0,2006,3,666,-11.200000000000001
10301.0,2007,0,804,20.72072072072072
10301.0,2007,1,818,1.7412935323383085
10301.0,2007,2,760,-7.090464547677261
10301.0,2007,3,733,-3.552631578947368
10301.0,2008,0,762,3.956343792633015
10301.0,2008,1,858,12.598425196850393
10301.0,2008,2,868,1.1655011655011656
10301.0,2008,3,820,-5.529953917050691
10301.0,2009,0,942,14.878048780487804
10301.0,2009,1,909,-3.5031847133757963
10301.0,2009,2,777,-14.521452145214523
10301.0,2009,3,717,-7.722007722007722
10301.0,2010,0,765,6.694560669456067
10301.0,2010,1,893,16.732026143790847
10301.0,2010,2,726,-18.701007838745802
10301.0,2010,3,674,-7.162534435261708
10301.0,2011,0,709,5.192878338278932
10301.0,2011,1,888,25.24682651622003
10301.0,2011,2,722,-18.693693693693696
10301.0,2011,3,752,4.1551246537396125
10301.0,2012,0,852,13.297872340425531
10301.0,2012,1,769,-9.741784037558686
10301.0,2012,2,780,1.4304291287386215
10301.0,2012,3,550,-29.48717948717949
10301.0,2013,0,712,29.454545454545457
10301.0,2013,1,775,8.848314606741573
10301.0,2013,2,675,-12.903225806451612
10301.0,2013,3,640,-5.185185185185185
10301.0,2014,0,680,6.25
10301.0,2014,1,721,6.029411764705882
10301.0,2014,2,615,-14.701803051317613
10301.0,2014,3,510,-17.073170731707318
10301.0,2015,0,544,6.666666666666667
10301.0,2015,1,566,4.044117647058823
10301.0,2015,2,684,20.848056537102476
10301.0,2015,3,549,-19.736842105263158
10301.0,2016,0,685,24.772313296903462
10301.0,2016,1,769,12.262773722627736
10301.0,2016,2,784,1.950585175552666
10301.0,2016,3,745,-4.974489795918367
10301.0,2017,0,668,-10.335570469798657
10301.0,2017,1,752,12.574850299401197
10301.0,2017,2,717,-4.654255319148936
10301.0,2017,3,650,-9.344490934449093
10301.0,2018,0,667,2.6153846153846154
10301.0,2018,1,736,10.344827586206897
10301.0,2018,2,766,4.076086956521739
10301.0,2018,3,602,-21.409921671018274
10301.0,2019,0,702,16.611295681063122
10301.0,2019,1,636,-9.401709401709402
10301.0,2019,2,534,-16.037735849056602
10301.0,2019,3,489,-8.426966292134832
10301.0,2020,0,514,5.112474437627812
10301.0,2020,1,291,-43.3852140077821
10301.0,2020,2,342,17.525773195876287
10301.0,2020,3,422,23.391812865497073
10301.0,2021,0,446,5.687203791469194
10301.0,2021,1,399,-10.538116591928251
10301.0,2021,2,423,6.015037593984962
10301.0,2021,3,518,22.458628841607563
10301.0,2022,0,572,10.424710424710424
10301.0,2022,1,636,11.188811188811188
10301.0,2022,2,588,-7.547169811320755
10301.0,2022,3,555,-5.612244897959184
10301.0,2023,0,664,19.63963963963964
10301.0,2023,1,715,7.680722891566265
10302.0,2006,0,202,
10302.0,2006,1,231,14.356435643564355
10302.0,2006,2,207,-10.38961038961039
10302.0,2006,3,175,-15.458937198067632
10302.0,2007,0,182,4.0
10302.0,2007,1,194,6.593406593406594
10302.0,2007,2,254,30.927835051546392
10302.0,2007,3,241,-5.118110236220472
10302.0,2008,0,272,12.863070539419086
10302.0,2008,1,257,-5.514705882352941
10302.0,2008,2,334,29.961089494163424
10302.0,2008,3,220,-34.13173652694611
10302.0,2009,0,269,22.272727272727273
10302.0,2009,1,218,-18.95910780669145
10302.0,2009,2,214,-1.834862385321101
10302.0,2009,3,235,9.813084112149532
10302.0,2010,0,278,18.29787234042553
10302.0,2010,1,213,-23.381294964028775
10302.0,2010,2,302,41.78403755868544
10302.0,2010,3,204,-32.450331125827816
10302.0,2011,0,277,35.78431372549019
10302.0,2011,1,230,-16.967509025270758
10302.0,2011,2,198,-13.91304347826087
10302.0,2011,3,247,24.747474747474747
10302.0,2012,0,272,10.121457489878543
10302.0,2012,1,211,-22.426470588235293
10302.0,2012,2,190,-9.95260663507109
10302.0,2012,3,177,-6.842105263157896
10302.0,2013,0,150,-15.254237288135593
10302.0,2013,1,219,46.0
10302.0,2013,2,244,11.415525114155251
10302.0,2013,3,204,-16.39344262295082
10302.0,2014,0,303,48.529411764705884
10302.0,2014,1,350,15.51155115511551
10302.0,2014,2,260,-25.71428571428571
10302.0,2014,3,190,-26.923076923076923
10302.0,2015,0,193,1.5789473684210527
10302.0,2015,1,202,4.66321243523316
10302.0,2015,2,190,-5.9405940594059405
10302.0,2015,3,175,-7.894736842105263
10302.0,2016,0,243,38.857142857142854
10302.0,2016,1,234,-3.7037037037037033
10302.0,2016,2,209,-10.683760683760683
10302.0,2016,3,170,-18.660287081339714
10302.0,2017,0,152,-10.588235294117647
10302.0,2017,1,177,16.447368421052634
10302.0,2017,2,158,-10.734463276836157
10302.0,2017,3,119,-24.68354430379747
10302.0,2018,0,160,34.45378151260504
10302.0,2018,1,105,-34.375
10302.0,2018,2,111,5.714285714285714
10302.0,2018,3,113,1.8018018018018018
10302.0,2019,0,119,5.3097345132743365
10302.0,2019,1,112,-5.88235294117647
10302.0,2019,2,104,-7.142857142857142
10302.0,2019,3,89,-14.423076923076922
10302.0,2020,0,86,-3.3707865168539324
10302.0,2020,1,56,-34.883720930232556
10302.0,2020,2,36,-35.714285714285715
10302.0,2020,3,112,211.11111111111111
10302.0,2021,0,69,-38.392857142857146
10302.0,2021,1,101,46.3768115942029
10302.0,2021,2,97,-3.9603960396039604
10302.0,2021,3,112,15.463917525773196
10302.0,2022,0,72,-35.714285714285715
10302.0,2022,1,114,58.333333333333336
10302.0,2022,2,99,-13.157894736842104
10302.0,2022,3,123,24.242424242424242
10302.0,2023,0,115,-6.504065040650407
10302.0,2023,1,136,18.26086956521739
10303.0,2006,0,247,
10303.0,2006,1,261,5.668016194331984
10303.0,2006,2,260,-0.38314176245210724
10303.0,2006,3,275,5.769230769230769
10303.0,2007,0,260,-5.454545454545454
10303.0,2007,1,207,-20.384615384615383
10303.0,2007,2,280,35.26570048309179
10303.0,2007,3,220,-21.428571428571427
10303.0,2008,0,298,35.45454545454545
10303.0,2008,1,278,-6.7114093959731544
10303.0,2008,2,307,10.431654676258994
10303.0,2008,3,278,-9.446254071661238
10303.0,2009,0,317,14.028776978417264
10303.0,2009,1,293,-7.570977917981073
10303.0,2009,2,362,23.549488054607508
10303.0,2009,3,358,-1.1049723756906076
10303.0,2010,0,282,-21.22905027932961
10303.0,2010,1,223,-20.921985815602838
10303.0,2010,2,302,35.42600896860987
10303.0,2010,3,250,-17.218543046357617
10303.0,2011,0,262,4.8
10303.0,2011,1,395,50.76335877862596
10303.0,2011,2,280,-29.11392405063291
10303.0,2011,3,305,8.928571428571429
10303.0,2012,0,288,-5.573770491803279
10303.0,2012,1,266,-7.638888888888889
10303.0,2012,2,251,-5.639097744360902
10303.0,2012,3,171,-31.872509960159363
10303.0,2013,0,215,25.730994152046783
10303.0,2013,1,256,19.069767441860467
10303.0,2013,2,492,92.1875
10303.0,2013,3,469,-4.67479674796748
10303.0,2014,0,590,25.79957356076759
10303.0,2014,1,656,11.186440677966102
10303.0,2014,2,541,-17.53048780487805
10303.0,2014,3,491,-9.242144177449168
10303.0,2015,0,480,-2.240325865580448
10303.0,2015,1,478,-0.4166666666666667
10303.0,2015,2,432,-9.623430962343097
10303.0,2015,3,481,11.342592592592593
10303.0,2016,0,500,3.9501039501039505
10303.0,2016,1,476,-4.8
10303.0,2016,2,481,1.050420168067227
10303.0,2016,3,366,-23.90852390852391
10303.0,2017,0,404,10.382513661202186
10303.0,2017,1,464,14.85148514851485
10303.0,2017,2,400,-13.793103448275861
10303.0,2017,3,342,-14.499999999999998
10303.0,2018,0,353,3.216374269005848
10303.0,2018,1,346,-1.9830028328611897
10303.0,2018,2,357,3.1791907514450863
10303.0,2018,3,364,1.9607843137254901
10303.0,2019,0,345,-5.21978021978022
10303.0,2019,1,307,-11.014492753623188
10303.0,2019,2,418,36.156351791530945
10303.0,2019,3,366,-12.440191387559809
10303.0,2020,0,367,0.273224043715847
10303.0,2020,1,227,-38.14713896457766
10303.0,2020,2,270,18.94273127753304
10303.0,2020,3,335,24.074074074074073
10303.0,2021,0,373,11.343283582089553
10303.0,2021,1,300,-19.571045576407506
10303.0,2021,2,353,17.666666666666668
10303.0,2021,3,311,-11.89801699716714
10303.0,2022,0,366,17.684887459807076
10303.0,2022,1,374,2.185792349726776
10303.0,2022,2,278,-25.668449197860966
10303.0,2022,3,287,3.237410071942446
10303.0,2023,0,285,-0.6968641114982579
10303.0,2023,1,337,18.24561403508772
10304.0,2006,0,414,
10304.0,2006,1,453,9.420289855072465
10304.0,2006,2,480,5.960264900662252
10304.0,2006,3,384,-20.0
10304.0,2007,0,392,2.083333333333333
10304.0,2007,1,389,-0.7653061224489796
10304.0,2007,2,427,9.768637532133676
10304.0,2007,3,410,-3.9812646370023423
10304.0,2008,0,477,16.34146341463415
10304.0,2008,1,490,2.7253668763102725
10304.0,2008,2,499,1.8367346938775513
10304.0,2008,3,557,11.623246492985972
10304.0,2009,0,580,4.129263913824058
10304.0,2009,1,544,-6.206896551724138
10304.0,2009,2,358,-34.19117647058824
10304.0,2009,3,337,-5.865921787709497
10304.0,2010,0,474,40.652818991097924
10304.0,2010,1,639,34.810126582278485
10304.0,2010,2,399,-37.558685446009385
10304.0,2010,3,552,38.34586466165413
10304.0,2011,0,537,-2.717391304347826
10304.0,2011,1,478,-10.986964618249534
10304.0,2011,2,402,-15.899581589958158
10304.0,2011,3,431,7.213930348258707
10304.0,2012,0,458,6.2645011600928076
10304.0,2012,1,462,0.8733624454148471
10304.0,2012,2,373,-19.264069264069263
10304.0,2012,3,320,-14.209115281501342
10304.0,2013,0,367,14.6875
10304.0,2013,1,358,-2.452316076294278
10304.0,2013,2,374,4.4692737430167595
10304.0,2013,3,305,-18.449197860962567
10304.0,2014,0,433,41.967213114754095
10304.0,2014,1,404,-6.697459584295612
10304.0,2014,2,246,-39.10891089108911
10304.0,2014,3,226,-8.130081300813007
10304.0,2015,0,242,7.079646017699115
10304.0,2015,1,262,8.264462809917356
10304.0,2015,2,286,9.16030534351145
10304.0,2015,3,221,-22.727272727272727
10304.0,2016,0,285,28.95927601809955
10304.0,2016,1,304,6.666666666666667
10304.0,2016,2,291,-4.276315789473684
10304.0,2016,3,344,18.213058419243985
10304.0,2017,0,322,-6.395348837209303
10304.0,2017,1,323,0.3105590062111801
10304.0,2017,2,297,-8.04953560371517
10304.0,2017,3,287,-3.3670033670033668
10304.0,2018,0,321,11.846689895470384
10304.0,2018,1,325,1.2461059190031152
10304.0,2018,2,265,-18.461538461538463
10304.0,2018,3,312,17.735849056603772
10304.0,2019,0,313,0.3205128205128205
10304.0,2019,1,229,-26.837060702875398
10304.0,2019,2,251,9.606986899563319
10304.0,2019,3,163,-35.0597609561753
10304.0,2020,0,187,14.723926380368098
10304.0,2020,1,95,-49.19786096256685
10304.0,2020,2,96,1.0526315789473684
10304.0,2020,3,156,62.5
10304.0,2021,0,201,28.846153846153843
10304.0,2021,1,162,-19.402985074626866
10304.0,2021,2,204,25.925925925925924
10304.0,2021,3,213,4.411764705882353
10304.0,2022,0,156,-26.76056338028169
10304.0,2022,1,271,73.71794871794873
10304.0,2022,2,293,8.118081180811808
10304.0,2022,3,276,-5.802047781569966
10304.0,2023,0,311,12.681159420289855
10304.0,2023,1,428,37.62057877813505
10305.0,2006,0,147,
10305.0,2006,1,242,64.62585034013605
10305.0,2006,2,271,11.983471074380166
10305.0,2006,3,197,-27.30627306273063
10305.0,2007,0,216,9.644670050761421
10305.0,2007,1,200,-7.4074074074074066
10305.0,2007,2,214,7.000000000000001
10305.0,2007,3,180,-15.887850467289718
10305.0,2008,0,215,19.444444444444446
10305.0,2008,1,307,42.7906976744186
10305.0,2008,2,230,-25.0814332247557
10305.0,2008,3,247,7.391304347826087
10305.0,2009,0,243,-1.6194331983805668
10305.0,2009,1,192,-20.98765432098765
10305.0,2009,2,192,0.0
10305.0,2009,3,208,8.333333333333332
10305.0,2010,0,222,6.730769230769231
10305.0,2010,1,249,12.162162162162163
10305.0,2010,2,250,0.4016064257028112
10305.0,2010,3,213,-14.799999999999999
10305.0,2011,0,179,-15.96244131455399
10305.0,2011,1,253,41.340782122905026
10305.0,2011,2,192,-24.110671936758894
10305.0,2011,3,190,-1.0416666666666665
10305.0,2012,0,213,12.105263157894736
10305.0,2012,1,186,-12.676056338028168
10305.0,2012,2,248,33.33333333333333
10305.0,2012,3,178,-28.225806451612907
10305.0,2013,0,181,1.6853932584269662
10305.0,2013,1,201,11.049723756906078
10305.0,2013,2,202,0.4975124378109453
10305.0,2013,3,198,-1.9801980198019802
10305.0,2014,0,188,-5.05050505050505
10305.0,2014,1,185,-1.5957446808510638
10305.0,2014,2,159,-14.054054054054054
10305.0,2014,3,154,-3.1446540880503147
10305.0,2015,0,162,5.194805194805195
10305.0,2015,1,142,-12.345679012345679
10305.0,2015,2,151,6.338028169014084
10305.0,2015,3,148,-1.9867549668874174
10305.0,2016,0,159,7.4324324324324325
10305.0,2016,1,160,0.628930817610063
10305.0,2016,2,221,38.125
10305.0,2016,3,137,-38.009049773755656
10305.0,2017,0,158,15.328467153284672
10305.0,2017,1,146,-7.59493670886076
10305.0,2017,2,145,-0.684931506849315
10305.0,2017,3,138,-4.827586206896552
10305.0,2018,0,131,-5.072463768115942
10305.0,2018,1,149,13.740458015267176
10305.0,2018,2,145,-2.684563758389262
10305.0,2018,3,102,-29.655172413793103
10305.0,2019,0,126,23.52941176470588
10305.0,2019,1,141,11.904761904761903
10305.0,2019,2,135,-4.25531914893617
10305.0,2019,3,98,-27.40740740740741
10305.0,2020,0,81,-17.346938775510203
10305.0,2020,1,87,7.4074074074074066
10305.0,2020,2,64,-26.436781609195403
10305.0,2020,3,76,18.75
10305.0,2021,0,87,14.473684210526317
10305.0,2021,1,84,-3.4482758620689653
10305.0,2021,2,78,-7.142857142857142
10305.0,2021,3,63,-19.230769230769234
