Zipcode,ARREST_YEAR,#_ARRESTS,ARREST_CHANGE
10003.0,2021,1283,10.60344827586207
10003.0,2022,1647,28.37100545596259
10003.0,2023,885,-46.26593806921676
10004.0,2006,367,
10004.0,2007,234,-36.23978201634878
10004.0,2008,247,5.555555555555555
10004.0,2009,305,23.481781376518217
10004.0,2010,335,9.836065573770492
10004.0,2011,609,81.7910447761194
10004.0,2012,625,2.6272577996715927
10004.0,2013,416,-33.44
10004.0,2014,291,-30.048076923076923
10004.0,2015,378,29.896907216494846
10004.0,2016,419,10.846560846560847
10004.0,2017,415,-0.9546539379474941
10004.0,2018,206,-50.36144578313253
10004.0,2019,148,-28.155339805825243
10004.0,2020,44,-70.27027027027027
10004.0,2021,66,50.0
10004.0,2022,62,-6.0606060606060606
10004.0,2023,35,-43.54838709677419
10005.0,2006,81,
10005.0,2007,82,1.2345679012345678
10005.0,2008,108,31.70731707317073
10005.0,2009,71,-34.25925925925926
10005.0,2010,63,-11.267605633802818
10005.0,2011,205,225.3968253968254
10005.0,2012,198,-3.414634146341464
10005.0,2013,81,-59.09090909090909
10005.0,2014,110,35.80246913580247
10005.0,2015,89,-19.090909090909093
10005.0,2016,65,-26.96629213483146
10005.0,2017,82,26.153846153846157
10005.0,2018,70,-14.634146341463413
10005.0,2019,89,27.142857142857142
10005.0,2020,43,-51.68539325842697
10005.0,2021,60,39.53488372093023
10005.0,2022,121,101.66666666666666
10005.0,2023,51,-57.85123966942148
10006.0,2006,108,
10006.0,2007,117,8.333333333333332
10006.0,2008,135,15.384615384615385
10006.0,2009,110,-18.51851851851852
10006.0,2010,118,7.2727272727272725
10006.0,2011,342,189.83050847457628
10006.0,2012,397,16.08187134502924
10006.0,2013,146,-63.22418136020151
10006.0,2014,214,46.57534246575342
10006.0,2015,95,-55.60747663551402
10006.0,2016,126,32.631578947368425
10006.0,2017,68,-46.03174603174603
10006.0,2018,87,27.941176470588236
10006.0,2019,160,83.9080459770115
10006.0,2020,44,-72.5
10006.0,2021,37,-15.909090909090908
10006.0,2022,46,24.324324324324326
10006.0,2023,22,-52.17391304347826
10007.0,2006,1106,
10007.0,2007,1263,14.195298372513562
10007.0,2008,1199,-5.067300079176563
10007.0,2009,1439,20.016680567139282
10007.0,2010,1471,2.223766504517026
10007.0,2011,1989,35.21414004078858
10007.0,2012,1551,-22.021116138763198
10007.0,2013,1465,-5.544809800128949
