State_Assembly_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
33.0,2006,1,945,9.62877030162413
33.0,2006,2,860,-8.994708994708994
33.0,2006,3,854,-0.6976744186046512
33.0,2007,0,841,-1.5222482435597189
33.0,2007,1,859,2.140309155766944
33.0,2007,2,977,13.736903376018628
33.0,2007,3,797,-18.42374616171955
33.0,2008,0,870,9.159347553324968
33.0,2008,1,791,-9.080459770114944
33.0,2008,2,672,-15.04424778761062
33.0,2008,3,725,7.886904761904762
33.0,2009,0,895,23.448275862068964
33.0,2009,1,962,7.486033519553073
33.0,2009,2,838,-12.889812889812891
33.0,2009,3,886,5.727923627684964
33.0,2010,0,983,10.948081264108351
33.0,2010,1,992,0.9155645981688708
33.0,2010,2,881,-11.189516129032258
33.0,2010,3,837,-4.994324631101021
33.0,2011,0,856,2.2700119474313025
33.0,2011,1,964,12.616822429906541
33.0,2011,2,937,-2.8008298755186725
33.0,2011,3,820,-12.48665955176094
33.0,2012,0,1032,25.853658536585368
33.0,2012,1,964,-6.5891472868217065
33.0,2012,2,915,-5.08298755186722
33.0,2012,3,813,-11.147540983606557
33.0,2013,0,968,19.06519065190652
33.0,2013,1,959,-0.9297520661157025
33.0,2013,2,1031,7.5078206465067785
33.0,2013,3,987,-4.267701260911736
33.0,2014,0,1059,7.29483282674772
33.0,2014,1,977,-7.743153918791313
33.0,2014,2,936,-4.1965199590583415
33.0,2014,3,1022,9.18803418803419
33.0,2015,0,877,-14.187866927592955
33.0,2015,1,691,-21.20866590649943
33.0,2015,2,861,24.60202604920405
33.0,2015,3,678,-21.254355400696863
33.0,2016,0,841,24.041297935103245
33.0,2016,1,900,7.015457788347206
33.0,2016,2,782,-13.111111111111112
33.0,2016,3,793,1.4066496163682864
33.0,2017,0,787,-0.7566204287515763
33.0,2017,1,803,2.0330368487928845
33.0,2017,2,717,-10.709838107098381
33.0,2017,3,720,0.41841004184100417
33.0,2018,0,650,-9.722222222222223
33.0,2018,1,717,10.307692307692308
33.0,2018,2,753,5.02092050209205
33.0,2018,3,651,-13.545816733067728
33.0,2019,0,700,7.526881720430108
33.0,2019,1,648,-7.428571428571429
33.0,2019,2,561,-13.425925925925927
33.0,2019,3,516,-8.02139037433155
33.0,2020,0,540,4.651162790697675
33.0,2020,1,422,-21.85185185185185
33.0,2020,2,376,-10.90047393364929
33.0,2020,3,488,29.78723404255319
33.0,2021,0,476,-2.459016393442623
33.0,2021,1,390,-18.067226890756302
33.0,2021,2,419,7.435897435897436
33.0,2021,3,446,6.443914081145586
33.0,2022,0,493,10.538116591928251
33.0,2022,1,602,22.10953346855984
33.0,2022,2,591,-1.8272425249169437
33.0,2022,3,595,0.676818950930626
33.0,2023,0,655,10.084033613445378
33.0,2023,1,804,22.748091603053435
34.0,2006,0,1526,
34.0,2006,1,1530,0.2621231979030144
34.0,2006,2,1427,-6.73202614379085
34.0,2006,3,1414,-0.9110021023125439
34.0,2007,0,1618,14.427157001414429
34.0,2007,1,1576,-2.595797280593325
34.0,2007,2,1594,1.1421319796954315
34.0,2007,3,1424,-10.664993726474279
34.0,2008,0,1489,4.564606741573034
34.0,2008,1,1474,-1.0073875083948958
34.0,2008,2,1411,-4.274084124830393
34.0,2008,3,1452,2.9057406094968106
34.0,2009,0,1715,18.112947658402202
34.0,2009,1,1694,-1.2244897959183674
34.0,2009,2,1517,-10.448642266824084
34.0,2009,3,1477,-2.6367831245880025
34.0,2010,0,1630,10.35883547731889
34.0,2010,1,1693,3.8650306748466257
34.0,2010,2,1569,-7.324276432368576
34.0,2010,3,1297,-17.335882727852134
34.0,2011,0,1417,9.252120277563607
34.0,2011,1,1503,6.069160197600565
34.0,2011,2,1348,-10.312707917498336
34.0,2011,3,1289,-4.376854599406528
34.0,2012,0,1618,25.523661753297127
34.0,2012,1,1363,-15.760197775030901
34.0,2012,2,1251,-8.217168011738812
34.0,2012,3,1109,-11.35091926458833
34.0,2013,0,1357,22.36248872858431
34.0,2013,1,1330,-1.989683124539425
34.0,2013,2,1267,-4.736842105263158
34.0,2013,3,1113,-12.154696132596685
34.0,2014,0,1338,20.21563342318059
34.0,2014,1,1504,12.406576980568012
34.0,2014,2,1540,2.393617021276596
34.0,2014,3,1089,-29.28571428571429
34.0,2015,0,1143,4.958677685950414
34.0,2015,1,1224,7.086614173228346
34.0,2015,2,1155,-5.637254901960785
34.0,2015,3,1120,-3.0303030303030303
34.0,2016,0,1095,-2.232142857142857
34.0,2016,1,1090,-0.45662100456621
34.0,2016,2,987,-9.44954128440367
34.0,2016,3,1096,11.043566362715298
34.0,2017,0,1016,-7.2992700729927
34.0,2017,1,995,-2.066929133858268
34.0,2017,2,905,-9.045226130653267
34.0,2017,3,886,-2.0994475138121547
34.0,2018,0,932,5.191873589164786
34.0,2018,1,991,6.330472103004292
34.0,2018,2,949,-4.238143289606458
34.0,2018,3,828,-12.750263435194942
34.0,2019,0,881,6.40096618357488
34.0,2019,1,832,-5.561861520998865
34.0,2019,2,957,15.024038461538462
34.0,2019,3,791,-17.345872518286313
34.0,2020,0,703,-11.125158027812896
34.0,2020,1,452,-35.70412517780939
34.0,2020,2,468,3.5398230088495577
34.0,2020,3,580,23.931623931623932
34.0,2021,0,540,-6.896551724137931
34.0,2021,1,555,2.7777777777777777
34.0,2021,2,546,-1.6216216216216217
34.0,2021,3,574,5.128205128205128
34.0,2022,0,605,5.400696864111499
34.0,2022,1,708,17.024793388429753
34.0,2022,2,665,-6.073446327683616
34.0,2022,3,711,6.917293233082707
34.0,2023,0,731,2.8129395218002813
34.0,2023,1,778,6.429548563611491
35.0,2006,0,617,
35.0,2006,1,905,46.677471636953
35.0,2006,2,936,3.4254143646408837
35.0,2006,3,722,-22.863247863247864
35.0,2007,0,791,9.556786703601109
35.0,2007,1,1010,27.686472819216185
35.0,2007,2,920,-8.91089108910891
35.0,2007,3,724,-21.304347826086957
35.0,2008,0,786,8.56353591160221
35.0,2008,1,1073,36.51399491094148
35.0,2008,2,963,-10.251630941286113
35.0,2008,3,748,-22.326064382139148
35.0,2009,0,1026,37.16577540106952
35.0,2009,1,1025,-0.09746588693957114
35.0,2009,2,1044,1.8536585365853657
35.0,2009,3,936,-10.344827586206897
35.0,2010,0,935,-0.10683760683760685
35.0,2010,1,1083,15.828877005347595
35.0,2010,2,973,-10.156971375807942
35.0,2010,3,799,-17.882836587872557
35.0,2011,0,746,-6.633291614518148
35.0,2011,1,953,27.74798927613941
35.0,2011,2,1004,5.351521511017839
35.0,2011,3,894,-10.95617529880478
35.0,2012,0,826,-7.606263982102908
35.0,2012,1,831,0.6053268765133172
35.0,2012,2,839,0.9626955475330927
35.0,2012,3,637,-24.076281287246722
35.0,2013,0,810,27.1585557299843
35.0,2013,1,1038,28.14814814814815
35.0,2013,2,902,-13.102119460500964
35.0,2013,3,906,0.4434589800443459
35.0,2014,0,860,-5.077262693156733
35.0,2014,1,1083,25.930232558139537
35.0,2014,2,922,-14.866112650046167
35.0,2014,3,750,-18.655097613882862
35.0,2015,0,656,-12.533333333333333
35.0,2015,1,869,32.46951219512195
35.0,2015,2,760,-12.543153049482164
35.0,2015,3,596,-21.578947368421055
35.0,2016,0,536,-10.06711409395973
35.0,2016,1,591,10.261194029850747
35.0,2016,2,543,-8.121827411167512
35.0,2016,3,545,0.3683241252302026
35.0,2017,0,487,-10.642201834862385
35.0,2017,1,615,26.283367556468175
35.0,2017,2,544,-11.544715447154472
35.0,2017,3,469,-13.786764705882353
35.0,2018,0,494,5.330490405117271
35.0,2018,1,442,-10.526315789473683
35.0,2018,2,477,7.918552036199094
35.0,2018,3,376,-21.17400419287212
35.0,2019,0,470,25.0
35.0,2019,1,400,-14.893617021276595
35.0,2019,2,365,-8.75
35.0,2019,3,334,-8.493150684931507
35.0,2020,0,350,4.790419161676647
35.0,2020,1,282,-19.428571428571427
35.0,2020,2,225,-20.212765957446805
35.0,2020,3,252,12.0
35.0,2021,0,281,11.507936507936508
35.0,2021,1,228,-18.86120996441281
35.0,2021,2,239,4.824561403508771
35.0,2021,3,271,13.389121338912133
35.0,2022,0,227,-16.236162361623617
35.0,2022,1,295,29.955947136563875
35.0,2022,2,322,9.152542372881356
35.0,2022,3,281,-12.732919254658384
35.0,2023,0,313,11.387900355871885
35.0,2023,1,327,4.472843450479233
36.0,2006,0,1417,
36.0,2006,1,1373,-3.10515172900494
36.0,2006,2,1170,-14.785142024763292
36.0,2006,3,1220,4.273504273504273
36.0,2007,0,1506,23.442622950819672
36.0,2007,1,1593,5.776892430278884
36.0,2007,2,1576,-1.0671688637790333
36.0,2007,3,1366,-13.324873096446701
36.0,2008,0,1383,1.2445095168374818
36.0,2008,1,1452,4.989154013015185
36.0,2008,2,1257,-13.429752066115702
36.0,2008,3,1051,-16.388225934765313
36.0,2009,0,1454,38.34443387250238
36.0,2009,1,1369,-5.845942228335626
36.0,2009,2,1204,-12.052593133674215
36.0,2009,3,1025,-14.867109634551495
36.0,2010,0,1178,14.926829268292682
36.0,2010,1,1104,-6.281833616298811
36.0,2010,2,1168,5.797101449275362
36.0,2010,3,1143,-2.1404109589041096
36.0,2011,0,1194,4.4619422572178475
36.0,2011,1,1239,3.7688442211055273
36.0,2011,2,956,-22.841000807102503
36.0,2011,3,1000,4.602510460251046
36.0,2012,0,1215,21.5
36.0,2012,1,1070,-11.934156378600823
36.0,2012,2,970,-9.345794392523365
36.0,2012,3,975,0.5154639175257731
36.0,2013,0,1187,21.743589743589745
36.0,2013,1,1291,8.761583824768323
36.0,2013,2,1274,-1.3168086754453912
36.0,2013,3,1086,-14.756671899529042
36.0,2014,0,1241,14.27255985267035
36.0,2014,1,1193,-3.8678485092667207
36.0,2014,2,1194,0.08382229673093043
36.0,2014,3,1081,-9.463986599664992
36.0,2015,0,1035,-4.25531914893617
36.0,2015,1,1050,1.4492753623188406
36.0,2015,2,1029,-2.0
36.0,2015,3,1021,-0.7774538386783284
36.0,2016,0,1145,12.144955925563174
36.0,2016,1,1201,4.890829694323144
36.0,2016,2,1186,-1.2489592006661114
36.0,2016,3,1070,-9.780775716694773
36.0,2017,0,1217,13.738317757009346
36.0,2017,1,1243,2.1364009860312243
36.0,2017,2,1012,-18.58407079646018
36.0,2017,3,984,-2.766798418972332
36.0,2018,0,921,-6.402439024390244
36.0,2018,1,856,-7.057546145494029
36.0,2018,2,912,6.5420560747663545
36.0,2018,3,777,-14.802631578947366
36.0,2019,0,840,8.108108108108109
36.0,2019,1,825,-1.7857142857142856
36.0,2019,2,673,-18.424242424242422
36.0,2019,3,538,-20.059435364041605
36.0,2020,0,611,13.568773234200743
36.0,2020,1,444,-27.33224222585925
36.0,2020,2,516,16.216216216216218
36.0,2020,3,623,20.73643410852713
36.0,2021,0,673,8.025682182985554
36.0,2021,1,742,10.25260029717682
36.0,2021,2,768,3.5040431266846364
36.0,2021,3,722,-5.989583333333334
36.0,2022,0,852,18.005540166204987
36.0,2022,1,862,1.1737089201877933
36.0,2022,2,811,-5.916473317865429
36.0,2022,3,710,-12.453760789149198
36.0,2023,0,751,5.774647887323944
36.0,2023,1,767,2.130492676431425
37.0,2006,0,867,
37.0,2006,1,870,0.34602076124567477
37.0,2006,2,868,-0.22988505747126436
37.0,2006,3,930,7.142857142857142
37.0,2007,0,948,1.935483870967742
37.0,2007,1,877,-7.489451476793249
37.0,2007,2,777,-11.402508551881414
37.0,2007,3,806,3.7323037323037322
37.0,2008,0,855,6.079404466501241
37.0,2008,1,795,-7.017543859649122
37.0,2008,2,829,4.276729559748428
37.0,2008,3,819,-1.2062726176115801
37.0,2009,0,829,1.221001221001221
37.0,2009,1,820,-1.0856453558504222
37.0,2009,2,730,-10.975609756097562
37.0,2009,3,738,1.095890410958904
37.0,2010,0,886,20.05420054200542
37.0,2010,1,926,4.514672686230249
37.0,2010,2,873,-5.723542116630669
37.0,2010,3,851,-2.520045819014891
37.0,2011,0,861,1.1750881316098707
37.0,2011,1,984,14.285714285714285
37.0,2011,2,727,-26.117886178861788
37.0,2011,3,735,1.1004126547455295
37.0,2012,0,865,17.687074829931973
37.0,2012,1,752,-13.0635838150289
37.0,2012,2,682,-9.308510638297872
37.0,2012,3,623,-8.651026392961878
37.0,2013,0,705,13.162118780096307
37.0,2013,1,789,11.914893617021278
37.0,2013,2,779,-1.2674271229404308
37.0,2013,3,755,-3.080872913992298
37.0,2014,0,789,4.503311258278146
37.0,2014,1,771,-2.2813688212927756
37.0,2014,2,772,0.12970168612191957
37.0,2014,3,719,-6.865284974093264
37.0,2015,0,631,-12.23922114047288
37.0,2015,1,649,2.8526148969889067
37.0,2015,2,595,-8.320493066255779
37.0,2015,3,611,2.689075630252101
37.0,2016,0,562,-8.01963993453355
37.0,2016,1,560,-0.3558718861209964
37.0,2016,2,523,-6.607142857142858
37.0,2016,3,518,-0.9560229445506693
37.0,2017,0,519,0.19305019305019305
37.0,2017,1,564,8.670520231213873
37.0,2017,2,558,-1.0638297872340425
37.0,2017,3,621,11.29032258064516
37.0,2018,0,584,-5.958132045088567
37.0,2018,1,537,-8.047945205479452
37.0,2018,2,460,-14.338919925512103
37.0,2018,3,484,5.217391304347826
37.0,2019,0,494,2.066115702479339
37.0,2019,1,508,2.834008097165992
37.0,2019,2,474,-6.692913385826772
37.0,2019,3,402,-15.18987341772152
37.0,2020,0,389,-3.233830845771144
37.0,2020,1,277,-28.79177377892031
37.0,2020,2,269,-2.888086642599278
37.0,2020,3,302,12.267657992565056
37.0,2021,0,427,41.390728476821195
37.0,2021,1,382,-10.53864168618267
37.0,2021,2,463,21.20418848167539
37.0,2021,3,391,-15.550755939524837
37.0,2022,0,424,8.439897698209718
37.0,2022,1,492,16.037735849056602
37.0,2022,2,439,-10.772357723577237
37.0,2022,3,493,12.300683371298406
37.0,2023,0,500,1.4198782961460445
37.0,2023,1,561,12.2
38.0,2006,0,904,
38.0,2006,1,930,2.8761061946902653
38.0,2006,2,930,0.0
38.0,2006,3,988,6.236559139784946
38.0,2007,0,980,-0.8097165991902834
38.0,2007,1,918,-6.326530612244897
38.0,2007,2,850,-7.4074074074074066
38.0,2007,3,862,1.411764705882353
38.0,2008,0,959,11.252900232018561
38.0,2008,1,899,-6.256517205422315
38.0,2008,2,967,7.563959955506118
38.0,2008,3,893,-7.652533609100311
38.0,2009,0,945,5.823068309070549
38.0,2009,1,1074,13.65079365079365
38.0,2009,2,989,-7.9143389199255125
38.0,2009,3,752,-23.96359959555106
38.0,2010,0,969,28.856382978723406
38.0,2010,1,1081,11.55830753353973
38.0,2010,2,972,-10.083256244218317
38.0,2010,3,858,-11.728395061728394
38.0,2011,0,982,14.452214452214452
38.0,2011,1,906,-7.739307535641547
38.0,2011,2,858,-5.298013245033113
38.0,2011,3,778,-9.324009324009324
38.0,2012,0,989,27.12082262210797
38.0,2012,1,951,-3.842264914054601
38.0,2012,2,925,-2.7339642481598316
38.0,2012,3,693,-25.08108108108108
38.0,2013,0,961,38.67243867243867
38.0,2013,1,1024,6.555671175858481
38.0,2013,2,1045,2.05078125
38.0,2013,3,1030,-1.4354066985645932
38.0,2014,0,1003,-2.621359223300971
38.0,2014,1,996,-0.6979062811565304
38.0,2014,2,876,-12.048192771084338
38.0,2014,3,843,-3.767123287671233
38.0,2015,0,829,-1.6607354685646498
38.0,2015,1,904,9.047044632086852
38.0,2015,2,907,0.33185840707964603
38.0,2015,3,784,-13.561190738699008
38.0,2016,0,827,5.48469387755102
38.0,2016,1,917,10.882708585247885
38.0,2016,2,820,-10.577971646673937
38.0,2016,3,843,2.804878048780488
38.0,2017,0,886,5.100830367734282
38.0,2017,1,833,-5.981941309255079
38.0,2017,2,784,-5.88235294117647
38.0,2017,3,704,-10.204081632653061
38.0,2018,0,682,-3.125
38.0,2018,1,672,-1.466275659824047
38.0,2018,2,532,-20.833333333333336
38.0,2018,3,515,-3.195488721804511
38.0,2019,0,453,-12.03883495145631
38.0,2019,1,535,18.101545253863137
38.0,2019,2,547,2.2429906542056073
38.0,2019,3,460,-15.904936014625228
38.0,2020,0,471,2.391304347826087
38.0,2020,1,369,-21.656050955414013
38.0,2020,2,344,-6.775067750677506
38.0,2020,3,380,10.465116279069768
38.0,2021,0,385,1.3157894736842104
38.0,2021,1,353,-8.311688311688311
38.0,2021,2,512,45.04249291784703
38.0,2021,3,401,-21.6796875
38.0,2022,0,438,9.226932668329177
38.0,2022,1,525,19.863013698630137
38.0,2022,2,448,-14.666666666666666
38.0,2022,3,503,12.276785714285714
38.0,2023,0,610,21.272365805168985
38.0,2023,1,547,-10.327868852459018
39.0,2006,0,1466,
39.0,2006,1,1342,-8.458390177353342
39.0,2006,2,1284,-4.321907600596125
39.0,2006,3,1222,-4.8286604361370715
39.0,2007,0,1398,14.402618657937808
39.0,2007,1,1479,5.793991416309012
39.0,2007,2,1442,-2.501690331304936
39.0,2007,3,1254,-13.0374479889043
39.0,2008,0,1554,23.923444976076556
39.0,2008,1,1471,-5.341055341055341
39.0,2008,2,1265,-14.004078857919783
39.0,2008,3,1407,11.225296442687748
39.0,2009,0,1518,7.889125799573561
39.0,2009,1,1519,0.06587615283267458
39.0,2009,2,1315,-13.429888084265965
39.0,2009,3,1221,-7.14828897338403
39.0,2010,0,1414,15.806715806715808
39.0,2010,1,1403,-0.7779349363507779
39.0,2010,2,1170,-16.60727013542409
39.0,2010,3,1284,9.743589743589745
39.0,2011,0,1187,-7.554517133956386
39.0,2011,1,1288,8.508845829823084
39.0,2011,2,1168,-9.316770186335404
39.0,2011,3,1123,-3.8527397260273974
39.0,2012,0,1227,9.260908281389137
39.0,2012,1,1053,-14.180929095354522
39.0,2012,2,1103,4.748338081671415
39.0,2012,3,965,-12.511332728921124
39.0,2013,0,1141,18.238341968911918
39.0,2013,1,1218,6.748466257668712
39.0,2013,2,1227,0.7389162561576355
39.0,2013,3,1105,-9.942950285248573
39.0,2014,0,1101,-0.36199095022624433
39.0,2014,1,1213,10.172570390554043
39.0,2014,2,1271,4.781533388293488
39.0,2014,3,1093,-14.004720692368213
39.0,2015,0,1027,-6.038426349496798
39.0,2015,1,1257,22.39532619279455
39.0,2015,2,1083,-13.842482100238662
39.0,2015,3,1015,-6.278855032317636
39.0,2016,0,997,-1.7733990147783252
39.0,2016,1,983,-1.4042126379137412
39.0,2016,2,894,-9.053916581892167
39.0,2016,3,864,-3.3557046979865772
39.0,2017,0,779,-9.837962962962964
39.0,2017,1,854,9.62772785622593
39.0,2017,2,776,-9.133489461358314
39.0,2017,3,736,-5.154639175257731
39.0,2018,0,720,-2.1739130434782608
39.0,2018,1,828,15.0
39.0,2018,2,831,0.36231884057971014
39.0,2018,3,652,-21.540312876052948
39.0,2019,0,683,4.754601226993866
39.0,2019,1,701,2.635431918008785
39.0,2019,2,669,-4.56490727532097
39.0,2019,3,648,-3.1390134529147984
39.0,2020,0,510,-21.296296296296298
39.0,2020,1,343,-32.745098039215684
39.0,2020,2,374,9.037900874635568
39.0,2020,3,450,20.32085561497326
39.0,2021,0,521,15.777777777777777
39.0,2021,1,464,-10.9404990403071
39.0,2021,2,497,7.112068965517242
39.0,2021,3,537,8.048289738430583
39.0,2022,0,603,12.290502793296088
39.0,2022,1,667,10.613598673300165
39.0,2022,2,590,-11.544227886056973
39.0,2022,3,595,0.847457627118644
39.0,2023,0,821,37.983193277310924
39.0,2023,1,828,0.8526187576126675
40.0,2006,0,1148,
40.0,2006,1,970,-15.505226480836237
40.0,2006,2,840,-13.402061855670103
40.0,2006,3,889,5.833333333333333
40.0,2007,0,1080,21.484814398200225
40.0,2007,1,883,-18.24074074074074
40.0,2007,2,862,-2.378255945639864
40.0,2007,3,791,-8.236658932714617
40.0,2008,0,862,8.97597977243995
40.0,2008,1,810,-6.0324825986078885
40.0,2008,2,859,6.049382716049383
40.0,2008,3,913,6.286379511059372
40.0,2009,0,1034,13.253012048192772
40.0,2009,1,935,-9.574468085106384
40.0,2009,2,795,-14.973262032085561
40.0,2009,3,817,2.767295597484277
40.0,2010,0,885,8.32313341493268
40.0,2010,1,867,-2.0338983050847457
40.0,2010,2,875,0.922722029988466
40.0,2010,3,842,-3.7714285714285714
40.0,2011,0,1169,38.836104513064136
40.0,2011,1,1155,-1.1976047904191618
40.0,2011,2,814,-29.523809523809526
40.0,2011,3,968,18.91891891891892
40.0,2012,0,1086,12.190082644628099
40.0,2012,1,1059,-2.4861878453038675
40.0,2012,2,973,-8.120868744098205
40.0,2012,3,822,-15.519013360739981
40.0,2013,0,980,19.22141119221411
40.0,2013,1,1076,9.795918367346939
40.0,2013,2,971,-9.758364312267657
40.0,2013,3,892,-8.135942327497425
40.0,2014,0,871,-2.3542600896860986
40.0,2014,1,1063,22.043628013777266
40.0,2014,2,927,-12.793979303857009
40.0,2014,3,855,-7.766990291262135
40.0,2015,0,804,-5.964912280701754
40.0,2015,1,831,3.3582089552238807
40.0,2015,2,915,10.108303249097473
40.0,2015,3,791,-13.55191256830601
40.0,2016,0,762,-3.6662452591656134
40.0,2016,1,762,0.0
40.0,2016,2,874,14.698162729658792
40.0,2016,3,884,1.1441647597254003
40.0,2017,0,882,-0.22624434389140274
40.0,2017,1,714,-19.047619047619047
40.0,2017,2,685,-4.061624649859944
40.0,2017,3,755,10.218978102189782
40.0,2018,0,744,-1.456953642384106
40.0,2018,1,787,5.779569892473118
40.0,2018,2,824,4.701397712833545
40.0,2018,3,694,-15.776699029126215
40.0,2019,0,709,2.161383285302594
40.0,2019,1,711,0.2820874471086037
40.0,2019,2,626,-11.954992967651195
40.0,2019,3,529,-15.495207667731629
40.0,2020,0,550,3.9697542533081283
40.0,2020,1,301,-45.27272727272727
40.0,2020,2,400,32.89036544850498
40.0,2020,3,409,2.25
40.0,2021,0,432,5.623471882640587
40.0,2021,1,382,-11.574074074074074
40.0,2021,2,493,29.05759162303665
40.0,2021,3,552,11.967545638945234
40.0,2022,0,571,3.4420289855072466
40.0,2022,1,655,14.711033274956216
40.0,2022,2,561,-14.351145038167939
40.0,2022,3,777,38.50267379679144
40.0,2023,0,882,13.513513513513514
40.0,2023,1,779,-11.678004535147393
41.0,2006,0,602,
41.0,2006,1,533,-11.461794019933555
41.0,2006,2,554,3.9399624765478425
41.0,2006,3,658,18.772563176895307
41.0,2007,0,757,15.045592705167174
41.0,2007,1,642,-15.191545574636725
41.0,2007,2,609,-5.14018691588785
41.0,2007,3,680,11.658456486042693
41.0,2008,0,634,-6.764705882352941
41.0,2008,1,650,2.5236593059936907
41.0,2008,2,579,-10.923076923076923
41.0,2008,3,527,-8.981001727115718
41.0,2009,0,619,17.4573055028463
41.0,2009,1,705,13.893376413570275
41.0,2009,2,584,-17.163120567375888
41.0,2009,3,604,3.4246575342465753
41.0,2010,0,536,-11.258278145695364
41.0,2010,1,653,21.828358208955223
41.0,2010,2,656,0.45941807044410415
41.0,2010,3,677,3.201219512195122
41.0,2011,0,619,-8.567208271787297
41.0,2011,1,570,-7.915993537964459
41.0,2011,2,647,13.508771929824562
41.0,2011,3,610,-5.7187017001545595
41.0,2012,0,612,0.32786885245901637
41.0,2012,1,689,12.581699346405228
41.0,2012,2,633,-8.127721335268506
41.0,2012,3,465,-26.540284360189574
41.0,2013,0,570,22.58064516129032
41.0,2013,1,630,10.526315789473683
41.0,2013,2,554,-12.063492063492063
41.0,2013,3,530,-4.332129963898916
41.0,2014,0,577,8.867924528301886
41.0,2014,1,589,2.079722703639515
41.0,2014,2,566,-3.904923599320883
41.0,2014,3,600,6.007067137809187
41.0,2015,0,457,-23.833333333333336
41.0,2015,1,548,19.912472647702405
41.0,2015,2,613,11.861313868613138
41.0,2015,3,523,-14.681892332789559
41.0,2016,0,569,8.795411089866157
41.0,2016,1,495,-13.005272407732866
41.0,2016,2,518,4.646464646464646
41.0,2016,3,528,1.9305019305019304
41.0,2017,0,489,-7.386363636363637
41.0,2017,1,498,1.8404907975460123
41.0,2017,2,493,-1.0040160642570282
41.0,2017,3,527,6.896551724137931
41.0,2018,0,506,-3.984819734345351
41.0,2018,1,418,-17.391304347826086
41.0,2018,2,410,-1.9138755980861244
41.0,2018,3,387,-5.609756097560976
41.0,2019,0,386,-0.2583979328165375
41.0,2019,1,412,6.7357512953367875
41.0,2019,2,455,10.436893203883495
41.0,2019,3,319,-29.89010989010989
41.0,2020,0,324,1.5673981191222568
41.0,2020,1,262,-19.1358024691358
41.0,2020,2,276,5.343511450381679
41.0,2020,3,340,23.18840579710145
41.0,2021,0,352,3.5294117647058822
41.0,2021,1,324,-7.954545454545454
41.0,2021,2,394,21.604938271604937
41.0,2021,3,316,-19.796954314720814
41.0,2022,0,381,20.569620253164558
41.0,2022,1,371,-2.6246719160104988
41.0,2022,2,376,1.3477088948787064
41.0,2022,3,396,5.319148936170213
41.0,2023,0,480,21.21212121212121
41.0,2023,1,430,-10.416666666666668
42.0,2006,0,1561,
42.0,2006,1,1499,-3.9718129404228057
42.0,2006,2,1416,-5.537024683122081
42.0,2006,3,1296,-8.47457627118644
42.0,2007,0,1566,20.833333333333336
42.0,2007,1,1444,-7.790549169859514
42.0,2007,2,1671,15.720221606648199
42.0,2007,3,1474,-11.789347695990426
42.0,2008,0,1669,13.22930800542741
42.0,2008,1,1522,-8.807669263031755
42.0,2008,2,1558,2.3653088042049935
42.0,2008,3,1281,-17.77920410783055
42.0,2009,0,1718,34.113973458235755
42.0,2009,1,1651,-3.8998835855646097
42.0,2009,2,1601,-3.0284675953967293
42.0,2009,3,1445,-9.743910056214865
42.0,2010,0,1691,17.024221453287197
42.0,2010,1,1786,5.617977528089887
42.0,2010,2,1623,-9.126539753639417
42.0,2010,3,1477,-8.995686999383858
42.0,2011,0,1468,-0.6093432633716994
42.0,2011,1,1638,11.580381471389646
42.0,2011,2,1598,-2.442002442002442
42.0,2011,3,1279,-19.962453066332916
42.0,2012,0,1644,28.537920250195466
42.0,2012,1,1474,-10.340632603406325
42.0,2012,2,1546,4.884667571234735
42.0,2012,3,1251,-19.08150064683053
42.0,2013,0,1399,11.830535571542766
42.0,2013,1,1488,6.36168691922802
42.0,2013,2,1540,3.494623655913978
42.0,2013,3,1503,-2.4025974025974026
42.0,2014,0,1697,12.907518296739854
42.0,2014,1,1762,3.830288744843842
42.0,2014,2,1633,-7.321225879682179
42.0,2014,3,1304,-20.14696876913656
42.0,2015,0,1288,-1.2269938650306749
42.0,2015,1,1534,19.099378881987576
42.0,2015,2,1262,-17.731421121251632
42.0,2015,3,1233,-2.2979397781299524
42.0,2016,0,1295,5.02838605028386
42.0,2016,1,1237,-4.478764478764479
42.0,2016,2,1072,-13.338722716248991
42.0,2016,3,1062,-0.9328358208955223
42.0,2017,0,1195,12.523540489642185
42.0,2017,1,1110,-7.112970711297072
42.0,2017,2,1071,-3.5135135135135136
42.0,2017,3,1157,8.029878618113912
42.0,2018,0,1261,8.98876404494382
42.0,2018,1,1008,-20.06344171292625
42.0,2018,2,917,-9.027777777777777
42.0,2018,3,944,2.9443838604143946
42.0,2019,0,961,1.8008474576271187
42.0,2019,1,861,-10.40582726326743
42.0,2019,2,817,-5.1103368176538915
42.0,2019,3,750,-8.200734394124847
42.0,2020,0,677,-9.733333333333333
42.0,2020,1,485,-28.360413589364846
42.0,2020,2,422,-12.989690721649486
42.0,2020,3,588,39.33649289099526
42.0,2021,0,576,-2.0408163265306123
42.0,2021,1,557,-3.298611111111111
42.0,2021,2,535,-3.949730700179533
42.0,2021,3,619,15.700934579439252
42.0,2022,0,646,4.361873990306947
42.0,2022,1,735,13.777089783281735
42.0,2022,2,679,-7.6190476190476195
42.0,2022,3,693,2.0618556701030926
42.0,2023,0,815,17.604617604617605
42.0,2023,1,838,2.8220858895705523
43.0,2006,0,1554,
43.0,2006,1,1529,-1.6087516087516087
43.0,2006,2,1711,11.903204708960105
43.0,2006,3,1521,-11.104617182933957
