State_Assembly_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
43.0,2007,0,1844,21.23602892833662
43.0,2007,1,1974,7.049891540130152
43.0,2007,2,1750,-11.347517730496454
43.0,2007,3,1576,-9.942857142857143
43.0,2008,0,1865,18.33756345177665
43.0,2008,1,1517,-18.65951742627346
43.0,2008,2,1567,3.2959789057350033
43.0,2008,3,1470,-6.190172303765156
43.0,2009,0,1821,23.877551020408163
43.0,2009,1,1783,-2.086765513454146
43.0,2009,2,1870,4.879416713404375
43.0,2009,3,1655,-11.497326203208557
43.0,2010,0,1983,19.818731117824772
43.0,2010,1,2058,3.7821482602118004
43.0,2010,2,1902,-7.580174927113703
43.0,2010,3,1799,-5.415352260778128
43.0,2011,0,1914,6.392440244580322
43.0,2011,1,1906,-0.41797283176593525
43.0,2011,2,1820,-4.512067156348373
43.0,2011,3,1764,-3.076923076923077
43.0,2012,0,1925,9.126984126984127
43.0,2012,1,1690,-12.207792207792208
43.0,2012,2,1584,-6.272189349112427
43.0,2012,3,1264,-20.2020202020202
43.0,2013,0,1554,22.943037974683545
43.0,2013,1,1763,13.449163449163448
43.0,2013,2,1744,-1.0777084515031197
43.0,2013,3,1702,-2.408256880733945
43.0,2014,0,1618,-4.935370152761457
43.0,2014,1,1705,5.377008652657602
43.0,2014,2,1905,11.730205278592376
43.0,2014,3,1208,-36.58792650918635
43.0,2015,0,1371,13.493377483443709
43.0,2015,1,1333,-2.7716994894237783
43.0,2015,2,1423,6.751687921980495
43.0,2015,3,1357,-4.638088545326775
43.0,2016,0,1368,0.8106116433308769
43.0,2016,1,1230,-10.087719298245613
43.0,2016,2,1156,-6.016260162601626
43.0,2016,3,1412,22.145328719723185
43.0,2017,0,1335,-5.453257790368272
43.0,2017,1,1231,-7.790262172284644
43.0,2017,2,1093,-11.210398050365557
43.0,2017,3,1155,5.672461116193961
43.0,2018,0,1177,1.9047619047619049
43.0,2018,1,887,-24.63891248937978
43.0,2018,2,1045,17.81285231116122
43.0,2018,3,885,-15.311004784688995
43.0,2019,0,863,-2.4858757062146895
43.0,2019,1,842,-2.4333719582850524
43.0,2019,2,794,-5.7007125890736345
43.0,2019,3,684,-13.85390428211587
43.0,2020,0,664,-2.923976608187134
43.0,2020,1,365,-45.03012048192771
43.0,2020,2,362,-0.821917808219178
43.0,2020,3,487,34.530386740331494
43.0,2021,0,576,18.275154004106774
43.0,2021,1,506,-12.152777777777777
43.0,2021,2,544,7.5098814229249005
43.0,2021,3,579,6.4338235294117645
43.0,2022,0,595,2.763385146804836
43.0,2022,1,608,2.1848739495798317
43.0,2022,2,625,2.7960526315789473
43.0,2022,3,613,-1.92
43.0,2023,0,693,13.050570962479608
43.0,2023,1,758,9.37950937950938
44.0,2006,0,641,
44.0,2006,1,814,26.98907956318253
44.0,2006,2,784,-3.6855036855036856
44.0,2006,3,645,-17.72959183673469
44.0,2007,0,730,13.178294573643413
44.0,2007,1,791,8.356164383561644
44.0,2007,2,788,-0.37926675094816686
44.0,2007,3,654,-17.00507614213198
44.0,2008,0,672,2.7522935779816518
44.0,2008,1,651,-3.125
44.0,2008,2,624,-4.147465437788019
44.0,2008,3,508,-18.58974358974359
44.0,2009,0,682,34.25196850393701
44.0,2009,1,690,1.1730205278592376
44.0,2009,2,628,-8.985507246376812
44.0,2009,3,669,6.528662420382165
44.0,2010,0,620,-7.324364723467862
44.0,2010,1,702,13.225806451612904
44.0,2010,2,686,-2.2792022792022792
44.0,2010,3,573,-16.472303206997086
44.0,2011,0,631,10.12216404886562
44.0,2011,1,684,8.399366085578446
44.0,2011,2,655,-4.239766081871345
44.0,2011,3,603,-7.938931297709924
44.0,2012,0,588,-2.4875621890547266
44.0,2012,1,655,11.394557823129253
44.0,2012,2,638,-2.595419847328244
44.0,2012,3,492,-22.884012539184955
44.0,2013,0,571,16.056910569105693
44.0,2013,1,584,2.276707530647986
44.0,2013,2,569,-2.5684931506849313
44.0,2013,3,494,-13.181019332161686
44.0,2014,0,598,21.052631578947366
44.0,2014,1,600,0.33444816053511706
44.0,2014,2,577,-3.833333333333333
44.0,2014,3,453,-21.49046793760832
44.0,2015,0,499,10.154525386313466
44.0,2015,1,543,8.817635270541082
44.0,2015,2,643,18.41620626151013
44.0,2015,3,594,-7.620528771384137
44.0,2016,0,693,16.666666666666664
44.0,2016,1,615,-11.255411255411255
44.0,2016,2,606,-1.4634146341463417
44.0,2016,3,542,-10.561056105610561
44.0,2017,0,575,6.088560885608856
44.0,2017,1,533,-7.304347826086957
44.0,2017,2,480,-9.943714821763603
44.0,2017,3,590,22.916666666666664
44.0,2018,0,553,-6.271186440677965
44.0,2018,1,531,-3.9783001808318263
44.0,2018,2,401,-24.48210922787194
44.0,2018,3,380,-5.236907730673317
44.0,2019,0,397,4.473684210526316
44.0,2019,1,383,-3.5264483627204033
44.0,2019,2,335,-12.532637075718014
44.0,2019,3,331,-1.1940298507462688
44.0,2020,0,328,-0.906344410876133
44.0,2020,1,242,-26.21951219512195
44.0,2020,2,204,-15.702479338842975
44.0,2020,3,262,28.431372549019606
44.0,2021,0,270,3.0534351145038165
44.0,2021,1,233,-13.703703703703704
44.0,2021,2,317,36.05150214592275
44.0,2021,3,296,-6.624605678233439
44.0,2022,0,322,8.783783783783784
44.0,2022,1,319,-0.9316770186335404
44.0,2022,2,376,17.86833855799373
44.0,2022,3,356,-5.319148936170213
44.0,2023,0,383,7.584269662921349
44.0,2023,1,331,-13.577023498694519
45.0,2006,0,621,
45.0,2006,1,654,5.314009661835748
45.0,2006,2,569,-12.996941896024463
45.0,2006,3,679,19.332161687170473
45.0,2007,0,738,8.689248895434462
45.0,2007,1,780,5.691056910569105
45.0,2007,2,685,-12.179487179487179
45.0,2007,3,601,-12.262773722627736
45.0,2008,0,748,24.459234608985025
45.0,2008,1,747,-0.1336898395721925
45.0,2008,2,609,-18.473895582329316
45.0,2008,3,633,3.9408866995073892
45.0,2009,0,836,32.069510268562404
45.0,2009,1,672,-19.617224880382775
45.0,2009,2,595,-11.458333333333332
45.0,2009,3,586,-1.5126050420168067
45.0,2010,0,645,10.06825938566553
45.0,2010,1,603,-6.511627906976744
45.0,2010,2,609,0.9950248756218906
45.0,2010,3,578,-5.0903119868637114
45.0,2011,0,623,7.7854671280276815
45.0,2011,1,672,7.865168539325842
45.0,2011,2,599,-10.863095238095239
45.0,2011,3,636,6.176961602671119
45.0,2012,0,690,8.49056603773585
45.0,2012,1,711,3.0434782608695654
45.0,2012,2,632,-11.11111111111111
45.0,2012,3,591,-6.487341772151899
45.0,2013,0,699,18.274111675126903
45.0,2013,1,667,-4.57796852646638
45.0,2013,2,613,-8.095952023988005
45.0,2013,3,609,-0.6525285481239804
45.0,2014,0,630,3.4482758620689653
45.0,2014,1,690,9.523809523809524
45.0,2014,2,681,-1.3043478260869565
45.0,2014,3,570,-16.299559471365637
45.0,2015,0,558,-2.1052631578947367
45.0,2015,1,668,19.71326164874552
45.0,2015,2,607,-9.131736526946108
45.0,2015,3,623,2.6359143327841847
45.0,2016,0,609,-2.247191011235955
45.0,2016,1,560,-8.045977011494253
45.0,2016,2,520,-7.142857142857142
45.0,2016,3,571,9.807692307692308
45.0,2017,0,581,1.7513134851138354
45.0,2017,1,575,-1.0327022375215147
45.0,2017,2,472,-17.91304347826087
45.0,2017,3,495,4.872881355932203
45.0,2018,0,526,6.262626262626263
45.0,2018,1,473,-10.076045627376425
45.0,2018,2,491,3.8054968287526427
45.0,2018,3,444,-9.572301425661914
45.0,2019,0,471,6.081081081081082
45.0,2019,1,464,-1.48619957537155
45.0,2019,2,402,-13.36206896551724
45.0,2019,3,412,2.4875621890547266
45.0,2020,0,392,-4.854368932038835
45.0,2020,1,250,-36.224489795918366
45.0,2020,2,274,9.6
45.0,2020,3,330,20.437956204379564
45.0,2021,0,295,-10.606060606060606
45.0,2021,1,280,-5.084745762711865
45.0,2021,2,316,12.857142857142856
45.0,2021,3,330,4.430379746835443
45.0,2022,0,314,-4.848484848484849
45.0,2022,1,326,3.821656050955414
45.0,2022,2,349,7.05521472392638
45.0,2022,3,386,10.601719197707736
45.0,2023,0,389,0.7772020725388601
45.0,2023,1,464,19.28020565552699
46.0,2006,0,1196,
46.0,2006,1,1253,4.765886287625419
46.0,2006,2,1283,2.3942537909018355
46.0,2006,3,1245,-2.9618082618862043
46.0,2007,0,1349,8.353413654618475
46.0,2007,1,1454,7.783543365455893
46.0,2007,2,1402,-3.576341127922971
46.0,2007,3,1278,-8.84450784593438
46.0,2008,0,1218,-4.694835680751173
46.0,2008,1,1464,20.19704433497537
46.0,2008,2,1422,-2.8688524590163933
46.0,2008,3,1237,-13.009845288326302
46.0,2009,0,1336,8.003233629749394
46.0,2009,1,1454,8.832335329341317
46.0,2009,2,1826,25.584594222833562
46.0,2009,3,1293,-29.1894852135816
46.0,2010,0,1348,4.253673627223511
46.0,2010,1,1439,6.750741839762611
46.0,2010,2,1586,10.215427380125087
46.0,2010,3,1328,-16.26733921815889
46.0,2011,0,1267,-4.593373493975903
46.0,2011,1,1348,6.393054459352802
46.0,2011,2,1366,1.3353115727002967
46.0,2011,3,1048,-23.2796486090776
46.0,2012,0,1278,21.946564885496183
46.0,2012,1,1330,4.068857589984351
46.0,2012,2,1308,-1.6541353383458646
46.0,2012,3,704,-46.17737003058104
46.0,2013,0,1102,56.53409090909091
46.0,2013,1,1448,31.397459165154263
46.0,2013,2,1343,-7.251381215469613
46.0,2013,3,1043,-22.338049143708115
46.0,2014,0,1256,20.421860019175455
46.0,2014,1,1320,5.095541401273886
46.0,2014,2,1479,12.045454545454545
46.0,2014,3,1115,-24.611223799864774
46.0,2015,0,1150,3.1390134529147984
46.0,2015,1,1329,15.565217391304348
46.0,2015,2,1673,25.884123401053422
46.0,2015,3,1193,-28.69097429766886
46.0,2016,0,1296,8.633696563285834
46.0,2016,1,1383,6.712962962962964
46.0,2016,2,1366,-1.2292118582791034
46.0,2016,3,1129,-17.34992679355783
46.0,2017,0,1220,8.060230292294065
46.0,2017,1,1338,9.672131147540984
46.0,2017,2,1311,-2.0179372197309418
46.0,2017,3,957,-27.002288329519452
46.0,2018,0,1021,6.687565308254964
46.0,2018,1,1199,17.43388834476004
46.0,2018,2,1314,9.591326105087573
46.0,2018,3,938,-28.61491628614916
46.0,2019,0,956,1.9189765458422177
46.0,2019,1,1020,6.694560669456067
46.0,2019,2,1024,0.39215686274509803
46.0,2019,3,789,-22.94921875
46.0,2020,0,791,0.25348542458808615
46.0,2020,1,482,-39.06447534766119
46.0,2020,2,493,2.2821576763485476
46.0,2020,3,661,34.07707910750507
46.0,2021,0,631,-4.53857791225416
46.0,2021,1,662,4.91283676703645
46.0,2021,2,687,3.7764350453172204
46.0,2021,3,611,-11.06259097525473
46.0,2022,0,688,12.60229132569558
46.0,2022,1,749,8.866279069767442
46.0,2022,2,724,-3.337783711615487
46.0,2022,3,631,-12.845303867403315
46.0,2023,0,912,44.532488114104595
46.0,2023,1,994,8.991228070175438
47.0,2006,0,595,
47.0,2006,1,410,-31.092436974789916
47.0,2006,2,448,9.268292682926829
47.0,2006,3,454,1.3392857142857142
47.0,2007,0,624,37.44493392070485
47.0,2007,1,477,-23.557692307692307
47.0,2007,2,471,-1.257861635220126
47.0,2007,3,501,6.369426751592357
47.0,2008,0,566,12.974051896207584
47.0,2008,1,530,-6.36042402826855
47.0,2008,2,501,-5.471698113207547
47.0,2008,3,511,1.996007984031936
47.0,2009,0,570,11.545988258317024
47.0,2009,1,580,1.7543859649122806
47.0,2009,2,407,-29.82758620689655
47.0,2009,3,482,18.42751842751843
47.0,2010,0,488,1.2448132780082988
47.0,2010,1,545,11.68032786885246
47.0,2010,2,457,-16.14678899082569
47.0,2010,3,394,-13.785557986870897
47.0,2011,0,542,37.56345177664975
47.0,2011,1,504,-7.011070110701106
47.0,2011,2,397,-21.23015873015873
47.0,2011,3,396,-0.2518891687657431
47.0,2012,0,520,31.313131313131315
47.0,2012,1,502,-3.4615384615384617
47.0,2012,2,474,-5.577689243027888
47.0,2012,3,384,-18.9873417721519
47.0,2013,0,474,23.4375
47.0,2013,1,469,-1.0548523206751055
47.0,2013,2,436,-7.036247334754798
47.0,2013,3,469,7.568807339449542
47.0,2014,0,543,15.778251599147122
47.0,2014,1,610,12.338858195211786
47.0,2014,2,543,-10.98360655737705
47.0,2014,3,586,7.918968692449356
47.0,2015,0,485,-17.235494880546078
47.0,2015,1,576,18.762886597938145
47.0,2015,2,553,-3.9930555555555554
47.0,2015,3,520,-5.967450271247739
47.0,2016,0,516,-0.7692307692307693
47.0,2016,1,550,6.5891472868217065
47.0,2016,2,480,-12.727272727272727
47.0,2016,3,469,-2.2916666666666665
47.0,2017,0,426,-9.168443496801707
47.0,2017,1,472,10.7981220657277
47.0,2017,2,492,4.23728813559322
47.0,2017,3,474,-3.6585365853658534
47.0,2018,0,353,-25.52742616033755
47.0,2018,1,306,-13.314447592067987
47.0,2018,2,367,19.934640522875817
47.0,2018,3,286,-22.070844686648503
47.0,2019,0,401,40.20979020979021
47.0,2019,1,353,-11.970074812967582
47.0,2019,2,283,-19.8300283286119
47.0,2019,3,321,13.427561837455832
47.0,2020,0,261,-18.69158878504673
47.0,2020,1,200,-23.371647509578544
47.0,2020,2,208,4.0
47.0,2020,3,259,24.519230769230766
47.0,2021,0,342,32.04633204633205
47.0,2021,1,229,-33.04093567251462
47.0,2021,2,269,17.46724890829694
47.0,2021,3,329,22.304832713754646
47.0,2022,0,384,16.717325227963524
47.0,2022,1,372,-3.125
47.0,2022,2,339,-8.870967741935484
47.0,2022,3,326,-3.8348082595870205
47.0,2023,0,376,15.337423312883436
47.0,2023,1,444,18.085106382978726
48.0,2006,0,429,
48.0,2006,1,452,5.361305361305361
48.0,2006,2,538,19.02654867256637
48.0,2006,3,492,-8.550185873605948
48.0,2007,0,502,2.0325203252032518
48.0,2007,1,593,18.127490039840637
48.0,2007,2,492,-17.03204047217538
48.0,2007,3,422,-14.227642276422763
48.0,2008,0,465,10.189573459715639
48.0,2008,1,447,-3.870967741935484
48.0,2008,2,506,13.19910514541387
48.0,2008,3,441,-12.845849802371543
48.0,2009,0,442,0.22675736961451248
48.0,2009,1,464,4.97737556561086
48.0,2009,2,393,-15.301724137931034
48.0,2009,3,444,12.977099236641221
48.0,2010,0,461,3.8288288288288284
48.0,2010,1,537,16.48590021691974
48.0,2010,2,388,-27.746741154562383
48.0,2010,3,463,19.329896907216497
48.0,2011,0,441,-4.751619870410368
48.0,2011,1,411,-6.802721088435375
48.0,2011,2,373,-9.245742092457421
48.0,2011,3,435,16.621983914209114
48.0,2012,0,511,17.47126436781609
48.0,2012,1,462,-9.58904109589041
48.0,2012,2,423,-8.441558441558442
48.0,2012,3,355,-16.07565011820331
48.0,2013,0,520,46.478873239436616
48.0,2013,1,502,-3.4615384615384617
48.0,2013,2,464,-7.569721115537849
48.0,2013,3,423,-8.836206896551724
48.0,2014,0,466,10.16548463356974
48.0,2014,1,468,0.4291845493562232
48.0,2014,2,560,19.65811965811966
48.0,2014,3,480,-14.285714285714285
48.0,2015,0,518,7.916666666666666
48.0,2015,1,550,6.177606177606178
48.0,2015,2,554,0.7272727272727273
48.0,2015,3,495,-10.649819494584838
48.0,2016,0,502,1.4141414141414141
48.0,2016,1,498,-0.796812749003984
48.0,2016,2,491,-1.4056224899598393
48.0,2016,3,463,-5.7026476578411405
48.0,2017,0,453,-2.159827213822894
48.0,2017,1,408,-9.933774834437086
48.0,2017,2,401,-1.715686274509804
48.0,2017,3,434,8.229426433915211
48.0,2018,0,415,-4.377880184331797
48.0,2018,1,438,5.542168674698795
48.0,2018,2,349,-20.319634703196346
48.0,2018,3,352,0.8595988538681949
48.0,2019,0,415,17.897727272727273
48.0,2019,1,402,-3.132530120481928
48.0,2019,2,396,-1.4925373134328357
48.0,2019,3,304,-23.232323232323232
48.0,2020,0,330,8.552631578947368
48.0,2020,1,221,-33.03030303030303
48.0,2020,2,283,28.054298642533936
48.0,2020,3,313,10.60070671378092
48.0,2021,0,299,-4.472843450479233
48.0,2021,1,310,3.678929765886288
48.0,2021,2,365,17.741935483870968
48.0,2021,3,360,-1.36986301369863
48.0,2022,0,524,45.55555555555556
48.0,2022,1,439,-16.221374045801525
48.0,2022,2,413,-5.922551252847381
48.0,2022,3,377,-8.716707021791766
48.0,2023,0,412,9.283819628647215
48.0,2023,1,397,-3.640776699029126
49.0,2006,0,397,
49.0,2006,1,417,5.037783375314862
49.0,2006,2,376,-9.832134292565947
49.0,2006,3,308,-18.085106382978726
49.0,2007,0,387,25.649350649350648
49.0,2007,1,349,-9.819121447028424
49.0,2007,2,340,-2.5787965616045847
49.0,2007,3,318,-6.470588235294119
49.0,2008,0,380,19.49685534591195
49.0,2008,1,332,-12.631578947368421
49.0,2008,2,402,21.084337349397593
49.0,2008,3,395,-1.7412935323383085
49.0,2009,0,388,-1.7721518987341773
49.0,2009,1,380,-2.0618556701030926
49.0,2009,2,360,-5.263157894736842
49.0,2009,3,336,-6.666666666666667
49.0,2010,0,408,21.428571428571427
49.0,2010,1,396,-2.941176470588235
49.0,2010,2,367,-7.3232323232323235
49.0,2010,3,352,-4.087193460490464
49.0,2011,0,491,39.48863636363637
49.0,2011,1,381,-22.403258655804482
49.0,2011,2,314,-17.585301837270343
49.0,2011,3,302,-3.821656050955414
49.0,2012,0,358,18.543046357615893
49.0,2012,1,374,4.4692737430167595
49.0,2012,2,362,-3.2085561497326207
49.0,2012,3,311,-14.088397790055248
49.0,2013,0,335,7.717041800643088
49.0,2013,1,433,29.253731343283583
49.0,2013,2,382,-11.778290993071593
49.0,2013,3,398,4.18848167539267
49.0,2014,0,419,5.276381909547738
49.0,2014,1,447,6.682577565632458
49.0,2014,2,373,-16.55480984340045
49.0,2014,3,335,-10.187667560321715
49.0,2015,0,300,-10.44776119402985
49.0,2015,1,374,24.666666666666668
49.0,2015,2,355,-5.080213903743315
49.0,2015,3,348,-1.971830985915493
49.0,2016,0,376,8.045977011494253
49.0,2016,1,310,-17.5531914893617
49.0,2016,2,346,11.612903225806452
49.0,2016,3,433,25.14450867052023
49.0,2017,0,414,-4.387990762124711
49.0,2017,1,411,-0.7246376811594203
49.0,2017,2,380,-7.542579075425791
49.0,2017,3,366,-3.684210526315789
49.0,2018,0,405,10.655737704918032
49.0,2018,1,318,-21.48148148148148
49.0,2018,2,265,-16.666666666666664
49.0,2018,3,267,0.7547169811320755
49.0,2019,0,351,31.46067415730337
49.0,2019,1,378,7.6923076923076925
49.0,2019,2,277,-26.71957671957672
49.0,2019,3,226,-18.4115523465704
49.0,2020,0,238,5.3097345132743365
49.0,2020,1,155,-34.87394957983193
49.0,2020,2,187,20.64516129032258
49.0,2020,3,232,24.06417112299465
49.0,2021,0,266,14.655172413793101
49.0,2021,1,220,-17.293233082706767
49.0,2021,2,225,2.272727272727273
49.0,2021,3,246,9.333333333333334
49.0,2022,0,181,-26.422764227642276
49.0,2022,1,247,36.46408839779006
49.0,2022,2,251,1.6194331983805668
49.0,2022,3,258,2.788844621513944
49.0,2023,0,329,27.51937984496124
49.0,2023,1,358,8.814589665653495
50.0,2006,0,560,
50.0,2006,1,598,6.785714285714286
50.0,2006,2,637,6.521739130434782
50.0,2006,3,518,-18.681318681318682
50.0,2007,0,553,6.756756756756757
50.0,2007,1,572,3.4358047016274864
50.0,2007,2,537,-6.118881118881119
50.0,2007,3,540,0.5586592178770949
50.0,2008,0,592,9.62962962962963
50.0,2008,1,653,10.304054054054054
50.0,2008,2,610,-6.584992343032159
50.0,2008,3,571,-6.393442622950819
50.0,2009,0,647,13.309982486865149
50.0,2009,1,612,-5.4095826893353935
50.0,2009,2,641,4.738562091503268
50.0,2009,3,620,-3.2761310452418098
50.0,2010,0,613,-1.129032258064516
50.0,2010,1,694,13.213703099510605
50.0,2010,2,756,8.93371757925072
50.0,2010,3,675,-10.714285714285714
50.0,2011,0,635,-5.9259259259259265
50.0,2011,1,794,25.03937007874016
50.0,2011,2,658,-17.12846347607053
50.0,2011,3,627,-4.711246200607903
50.0,2012,0,766,22.169059011164276
50.0,2012,1,772,0.7832898172323759
50.0,2012,2,652,-15.544041450777202
50.0,2012,3,567,-13.03680981595092
50.0,2013,0,673,18.69488536155203
50.0,2013,1,793,17.830609212481427
50.0,2013,2,869,9.583858764186633
50.0,2013,3,679,-21.86421173762946
50.0,2014,0,696,2.503681885125184
50.0,2014,1,736,5.747126436781609
50.0,2014,2,622,-15.489130434782608
50.0,2014,3,530,-14.790996784565916
50.0,2015,0,551,3.9622641509433962
50.0,2015,1,579,5.081669691470054
50.0,2015,2,610,5.354058721934369
50.0,2015,3,512,-16.065573770491802
50.0,2016,0,581,13.4765625
50.0,2016,1,569,-2.0654044750430294
50.0,2016,2,554,-2.6362038664323375
50.0,2016,3,499,-9.927797833935017
50.0,2017,0,530,6.212424849699398
50.0,2017,1,600,13.20754716981132
50.0,2017,2,546,-9.0
50.0,2017,3,531,-2.7472527472527473
50.0,2018,0,435,-18.07909604519774
50.0,2018,1,427,-1.839080459770115
50.0,2018,2,431,0.936768149882904
50.0,2018,3,392,-9.048723897911833
50.0,2019,0,356,-9.183673469387756
50.0,2019,1,417,17.134831460674157
50.0,2019,2,361,-13.42925659472422
50.0,2019,3,285,-21.052631578947366
50.0,2020,0,235,-17.543859649122805
50.0,2020,1,213,-9.361702127659575
50.0,2020,2,189,-11.267605633802818
50.0,2020,3,261,38.095238095238095
50.0,2021,0,285,9.195402298850574
50.0,2021,1,287,0.7017543859649122
50.0,2021,2,351,22.299651567944252
50.0,2021,3,357,1.7094017094017095
50.0,2022,0,412,15.406162464985995
50.0,2022,1,439,6.553398058252427
50.0,2022,2,483,10.022779043280181
50.0,2022,3,449,-7.039337474120083
50.0,2023,0,476,6.013363028953229
50.0,2023,1,471,-1.050420168067227
51.0,2006,0,1617,
51.0,2006,1,1494,-7.606679035250464
51.0,2006,2,1430,-4.28380187416332
51.0,2006,3,1372,-4.055944055944056
51.0,2007,0,1726,25.801749271137027
51.0,2007,1,1426,-17.381228273464657
51.0,2007,2,1515,6.241234221598877
51.0,2007,3,1324,-12.607260726072608
51.0,2008,0,1578,19.184290030211482
51.0,2008,1,1443,-8.555133079847907
51.0,2008,2,1292,-10.464310464310463
51.0,2008,3,1334,3.2507739938080498
51.0,2009,0,1466,9.89505247376312
51.0,2009,1,1416,-3.4106412005457027
51.0,2009,2,1137,-19.703389830508474
51.0,2009,3,1178,3.6059806508355323
51.0,2010,0,1443,22.495755517826826
51.0,2010,1,1256,-12.959112959112959
51.0,2010,2,1316,4.777070063694268
51.0,2010,3,1235,-6.155015197568389
51.0,2011,0,1361,10.20242914979757
51.0,2011,1,1246,-8.449669360764144
51.0,2011,2,1146,-8.025682182985554
51.0,2011,3,1067,-6.893542757417102
51.0,2012,0,1303,22.118088097469542
51.0,2012,1,1396,7.13737528779739
51.0,2012,2,1250,-10.458452722063036
51.0,2012,3,976,-21.92
51.0,2013,0,1217,24.692622950819672
51.0,2013,1,1282,5.341002465078061
51.0,2013,2,1114,-13.104524180967239
51.0,2013,3,1083,-2.7827648114901256
51.0,2014,0,1320,21.88365650969529
51.0,2014,1,1319,-0.07575757575757576
51.0,2014,2,1199,-9.097801364670206
51.0,2014,3,1082,-9.7581317764804
51.0,2015,0,1138,5.175600739371535
51.0,2015,1,1156,1.5817223198594026
51.0,2015,2,1160,0.34602076124567477
51.0,2015,3,1030,-11.206896551724139
51.0,2016,0,1243,20.679611650485437
51.0,2016,1,1348,8.447304907481898
51.0,2016,2,1188,-11.869436201780417
51.0,2016,3,1331,12.037037037037036
51.0,2017,0,1430,7.43801652892562
51.0,2017,1,1502,5.034965034965035
51.0,2017,2,1340,-10.785619174434089
51.0,2017,3,1265,-5.597014925373134
51.0,2018,0,1503,18.814229249011856
51.0,2018,1,1175,-21.823020625415836
51.0,2018,2,1087,-7.48936170212766
51.0,2018,3,1073,-1.2879484820607177
51.0,2019,0,1132,5.498602050326188
51.0,2019,1,1116,-1.4134275618374559
51.0,2019,2,1108,-0.7168458781362007
51.0,2019,3,884,-20.216606498194945
51.0,2020,0,811,-8.257918552036198
51.0,2020,1,576,-28.976572133168926
51.0,2020,2,541,-6.076388888888888
51.0,2020,3,710,31.23844731977819
51.0,2021,0,750,5.633802816901409
51.0,2021,1,642,-14.399999999999999
51.0,2021,2,704,9.657320872274143
51.0,2021,3,645,-8.380681818181818
51.0,2022,0,833,29.147286821705425
51.0,2022,1,840,0.8403361344537815
51.0,2022,2,753,-10.357142857142858
51.0,2022,3,724,-3.851261620185923
51.0,2023,0,893,23.34254143646409
51.0,2023,1,996,11.534154535274356
52.0,2006,0,1649,
52.0,2006,1,1529,-7.277137659187387
52.0,2006,2,1587,3.793328973185088
52.0,2006,3,1614,1.7013232514177694
52.0,2007,0,1642,1.734820322180917
52.0,2007,1,1667,1.5225334957369063
52.0,2007,2,1414,-15.176964607078583
52.0,2007,3,1462,3.3946251768033946
52.0,2008,0,1563,6.908344733242135
52.0,2008,1,1615,3.326935380678183
52.0,2008,2,1506,-6.749226006191951
52.0,2008,3,1525,1.2616201859229748
52.0,2009,0,1586,4.0
52.0,2009,1,1813,14.312736443883987
52.0,2009,2,1701,-6.177606177606178
52.0,2009,3,1728,1.5873015873015872
52.0,2010,0,1737,0.5208333333333333
52.0,2010,1,1879,8.175014392630974
52.0,2010,2,1693,-9.89888238424694
52.0,2010,3,1707,0.8269344359125812
52.0,2011,0,1896,11.072056239015819
52.0,2011,1,1972,4.008438818565401
52.0,2011,2,1687,-14.452332657200811
52.0,2011,3,1604,-4.919976289270895
52.0,2012,0,1884,17.45635910224439
52.0,2012,1,1791,-4.936305732484077
52.0,2012,2,1616,-9.77107761027359
52.0,2012,3,1339,-17.141089108910894
52.0,2013,0,1594,19.04406273338312
52.0,2013,1,1688,5.897114178168131
52.0,2013,2,1477,-12.5
52.0,2013,3,1518,2.775897088693297
52.0,2014,0,1648,8.563899868247695
52.0,2014,1,1711,3.8228155339805823
52.0,2014,2,1617,-5.493863237872589
52.0,2014,3,1454,-10.08039579468151
52.0,2015,0,1547,6.396148555708391
52.0,2015,1,1608,3.94311570782159
52.0,2015,2,1518,-5.597014925373134
52.0,2015,3,1415,-6.785243741765481
52.0,2016,0,1685,19.081272084805654
52.0,2016,1,1633,-3.086053412462908
52.0,2016,2,1442,-11.696264543784446
52.0,2016,3,1502,4.160887656033287
52.0,2017,0,1733,15.379494007989347
52.0,2017,1,1635,-5.654933641084824
52.0,2017,2,1474,-9.84709480122324
52.0,2017,3,1489,1.01763907734057
52.0,2018,0,1541,3.4922766957689726
52.0,2018,1,1336,-13.303049967553537
52.0,2018,2,1270,-4.940119760479042
52.0,2018,3,1230,-3.149606299212598
52.0,2019,0,1323,7.560975609756097
52.0,2019,1,1146,-13.378684807256235
52.0,2019,2,1055,-7.940663176265271
52.0,2019,3,876,-16.966824644549764
52.0,2020,0,964,10.045662100456621
52.0,2020,1,410,-57.46887966804979
52.0,2020,2,428,4.390243902439024
52.0,2020,3,735,71.72897196261682
52.0,2021,0,670,-8.843537414965986
52.0,2021,1,630,-5.970149253731343
52.0,2021,2,669,6.190476190476191
52.0,2021,3,690,3.1390134529147984
52.0,2022,0,833,20.724637681159418
52.0,2022,1,1068,28.211284513805523
52.0,2022,2,1073,0.46816479400749067
52.0,2022,3,1033,-3.727865796831314
52.0,2023,0,1207,16.84414327202323
52.0,2023,1,1298,7.539353769676885
53.0,2006,0,1992,
53.0,2006,1,2091,4.969879518072289
53.0,2006,2,2058,-1.5781922525107603
53.0,2006,3,2019,-1.8950437317784257
53.0,2007,0,2333,15.552253590886577
53.0,2007,1,2143,-8.144020574367767
53.0,2007,2,1879,-12.319178721418572
