Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
11096,2012,8091,28397,14.4,13.3,2617,2466,0,209,0,2269,530,3707,4384,5235,5156,79,2856,1467,1389,269,133,0,0,2454,0,7674,4153,3521,1708,2964,1508,470,176,77,14,10,10
10302,2012,17090,35309,25.8,8.0,9645,3882,0,1047,0,2183,333,6428,10662,12179,11623,556,4911,1704,3207,483,971,384,0,3024,49,15681,9390,6291,2988,4538,2215,920,433,360,178,473,162
10303,2012,24933,35448,19.3,8.9,9613,8794,125,1911,0,2971,1519,10003,14930,18581,17265,1316,6352,3298,3054,232,1389,1105,0,3626,0,23154,13740,9414,3190,6483,2195,947,297,1035,554,949,144
10310,2012,24454,39909,21.2,10.5,14691,5830,32,1184,0,1958,759,6564,17890,20496,19795,701,3958,1751,2207,566,953,374,2,2037,26,22945,16347,6598,2552,4248,1880,1198,245,661,309,491,118
10301,2012,38851,36068,20.9,8.6,23133,9918,141,2354,0,2144,1161,9499,29352,30879,29840,1039,7972,3981,3991,1893,1933,744,0,3285,117,36013,24710,11303,3799,5990,1949,3447,995,1328,677,538,178
10304,2012,41845,32563,21.3,7.8,20348,11670,51,4891,14,3621,1250,10493,31352,29477,28071,1406,12368,6201,6167,2061,3407,2316,0,4540,44,38985,24541,14444,6299,6915,2994,3767,1152,2887,1775,875,378
10305,2012,41309,41820,9.3,7.7,32377,2020,98,4576,12,1458,768,6230,35079,28399,27023,1376,12910,8423,4487,6542,4309,354,0,1665,40,39076,21070,18006,8250,4063,1532,9784,4464,2939,1751,1220,503
10314,2012,87921,44716,8.2,6.2,69001,3182,194,12008,0,2362,1174,11570,76351,68040,66567,1473,19881,14322,5559,6170,9374,1147,0,3143,47,82448,55946,26502,9177,5938,1658,10145,3197,7695,3633,2724,689
10306,2012,55692,46716,5.8,7.3,49742,1760,22,2298,0,1221,649,7188,48504,44463,43537,926,11229,8080,3149,6932,2446,390,19,1410,32,52559,36905,15654,6165,3297,978,9566,3827,1842,1195,949,165
10307,2012,14418,51092,2.7,6.2,13527,108,12,520,0,36,215,1245,13173,13006,12972,34,1412,1163,249,707,381,95,0,229,0,13540,11829,1711,403,322,59,1120,304,186,40,83,0
10308,2012,28782,50219,4.2,6.7,27058,3,106,1215,0,187,213,2161,26621,25066,24677,389,3716,2884,832,2184,786,172,9,537,28,27328,22080,5248,1732,1174,423,3195,1031,557,166,322,112
10309,2012,31943,51395,6.9,5.0,28838,922,15,1418,0,332,418,3556,28387,27529,27320,209,4414,3364,1050,2179,1115,148,0,955,17,30233,24277,5956,2366,1634,608,3160,1305,965,411,197,42
10312,2012,61136,49049,6.1,7.5,56863,546,17,2870,0,393,447,5502,55634,52890,52129,761,8246,6733,1513,4226,2334,725,0,934,27,58141,47018,11123,3557,2275,590,5962,1884,2001,860,885,223
83,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,2012,101,11750,79.2,32.8,15,61,0,0,0,20,5,35,66,81,81,0,20,15,5,0,0,0,0,20,0,101,71,30,30,30,30,0,0,0,0,0,0
11371,2012,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,2013,70420,35853,17.6,10.5,31256,10581,405,2637,146,22205,3190,34818,35602,48830,44601,4229,21590,12890,8700,3788,2560,656,20,14398,168,65358,30444,34914,14012,27460,11246,4137,1404,1594,886,1723,476
10471,2013,22030,50607,8.9,8.0,15985,1753,0,1707,0,1993,592,4455,17575,17297,16595,702,4733,3142,1591,1675,1330,132,15,1515,66,20999,14099,6900,2294,3322,852,2382,829,888,557,308,56
10466,2013,70609,30728,20.7,11.6,5393,53522,274,1383,67,8952,1018,14646,55963,41308,38043,3265,29301,17752,11549,773,685,2297,0,25546,0,65681,49363,16318,5047,11586,3767,2183,745,688,293,1861,242
10469,2013,71843,35592,13.4,17.6,14154,39651,346,2792,260,12462,2178,18595,53248,46129,41649,4480,25714,16324,9390,2749,1770,2619,22,18539,15,67580,44583,22997,7194,13528,3886,4946,1754,1467,667,3056,887
10470,2013,14850,39162,11.5,12.6,6987,4834,47,560,0,2108,314,2876,11974,9388,8981,407,5462,3155,2307,1642,231,317,0,3272,0,13773,10301,3472,1119,2325,675,702,293,199,117,246,34
10475,2013,43231,37500,11.5,12.6,7762,26130,301,497,0,7024,1517,13819,29412,33273,29756,3517,9958,6712,3246,699,479,1765,7,7008,0,41608,27592,14016,4419,10859,3458,1262,506,255,136,1640,319
10458,2013,74859,20156,38.1,15.6,15602,16489,366,2687,60,36592,3063,48114,26745,46329,41008,5321,28530,10821,17709,2525,1711,2713,0,21581,0,68641,21877,46764,22038,38254,17807,4496,2558,1416,752,2598,921
10467,2013,98754,28843,27.5,16.0,18431,38002,790,6034,0,31268,4229,46175,52579,61259,54963,6296,37495,16694,20801,3172,5030,2497,24,26628,144,90357,41170,49187,22875,36741,16454,7881,4365,1853,1161,2712,895
10468,2013,71822,21610,31.2,17.7,9472,16977,387,2732,32,39335,2887,50364,21458,39973,34202,5771,31849,12369,19480,820,2244,3156,0,25587,42,66617,16699,49918,21607,42639,19008,2139,836,1727,955,3413,808
10461,2013,51730,37902,15.3,12.6,26179,3785,235,5433,0,14173,1925,20205,31525,37287,34176,3111,14443,7830,6613,4375,3954,328,17,5721,48,48526,22821,25705,8909,14387,4151,8168,3278,2550,1218,600,262
10462,2013,77369,33680,20.5,12.0,17838,21601,425,9326,22,25572,2585,36251,41118,52382,45162,7220,24987,12165,12822,2467,6289,2493,0,13738,0,71539,31111,40428,15272,26835,9116,8769,4191,2436,1177,2388,788
10464,2013,4248,52865,6.3,4.6,3431,119,0,31,0,615,52,937,3311,3888,3788,100,360,209,151,160,42,0,0,101,57,4178,3458,720,140,487,63,171,56,36,21,26,0
10465,2013,44862,42960,14.2,9.9,28667,4657,207,1456,0,8534,1341,16289,28573,38181,35276,2905,6681,4455,2226,2397,1119,234,0,2857,74,42707,25341,17366,4939,11664,2870,4277,1583,690,345,735,141
10472,2013,68898,22541,35.5,14.1,10306,21006,357,4116,0,26683,6430,44509,24389,42562,35466,7096,26336,9152,17184,270,2821,1444,0,21687,114,62508,21784,40724,21465,35214,18360,2979,1622,1026,647,1505,836
10473,2013,58660,30346,26.6,11.2,13158,22641,272,1224,0,19863,1502,36054,22606,46614,39303,7311,12046,7151,4895,152,588,1567,0,9726,13,54984,25536,29448,10571,27100,9733,584,170,402,219,1362,449
10453,2013,79793,17542,41.2,20.8,9090,26322,745,1167,81,39169,3219,54112,25681,46632,41286,5346,33161,12220,20941,279,765,3905,0,28212,0,73426,22435,50991,26998,45169,24675,1960,829,158,44,3704,1450
10457,2013,70282,19843,40.3,17.4,10368,26048,236,1028,56,30132,2414,46419,23863,43799,38139,5660,26483,9827,16656,298,739,3905,20,21511,10,63592,19911,43681,19880,38282,17571,1673,771,308,102,3418,1436
10460,2013,56084,21628,40.7,19.3,7381,15225,160,1146,0,30483,1689,39521,16563,37670,31881,5789,18414,7278,11136,296,899,1477,14,15706,22,51368,17819,33549,14159,29831,12778,1578,528,495,202,1645,651
10451,2013,47069,21119,37.2,17.9,8068,20539,779,929,0,15408,1346,27514,19555,32734,28553,4181,14335,5944,8391,200,925,1988,0,11222,0,43166,16278,26888,12556,23078,10864,968,309,582,323,2260,1060
10452,2013,74931,19776,37.4,16.7,11477,24857,487,1118,40,34799,2153,50818,24113,42304,37158,5146,32627,13430,19197,206,858,4974,0,26589,0,68517,18134,50383,25795,43147,22989,2540,861,339,184,4357,1761
10456,2013,87723,20003,40.3,18.3,9083,36569,280,812,34,38170,2775,51646,36077,58751,51506,7245,28972,10232,18740,120,678,5514,5,22641,14,80616,29823,50793,24450,42572,20855,2994,1661,232,89,4995,1845
10454,2013,38089,17875,46.5,15.1,12422,12861,147,489,0,11226,944,27528,10561,28235,23268,4967,9854,3057,6797,109,256,336,13,9134,6,34700,12089,22611,14049,21701,13441,368,183,257,238,285,187
10455,2013,38576,20609,38.7,18.1,6959,12368,100,108,59,17822,1160,28472,10104,26680,22475,4205,11896,3764,8132,100,145,736,26,10889,0,34998,10286,24712,12123,23181,11431,734,221,129,97,668,374
10459,2013,47977,21528,40.2,14.8,6338,14609,242,298,30,24570,1890,33784,14193,33933,28377,5556,14044,5142,8902,64,213,1747,0,12020,0,43662,13618,30044,14085,27183,12942,1398,505,162,91,1301,547
10474,2013,12519,20572,41.8,18.2,3882,4107,40,45,0,3966,479,9187,3332,9303,7510,1793,3216,1041,2175,7,27,467,0,2715,0,11629,3884,7745,4221,7214,3900,229,149,27,16,275,156
11211,2013,93271,35848,33.4,6.9,76995,4284,225,3337,0,6556,1874,24915,68356,74571,69106,5465,18700,9375,9325,5873,2989,177,208,8822,631,83939,33369,50570,20306,21787,9546,25121,9407,1759,718,1903,635
11222,2013,34186,43780,13.5,6.2,28702,634,316,1943,0,1726,865,4754,29432,22619,21812,807,11567,5515,6052,7926,1276,129,154,1876,206,33150,18619,14531,7267,3907,1666,9642,5153,726,353,256,95
11249,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,2013,54668,62654,14.5,7.6,36282,7015,114,4922,65,3507,2763,7431,47237,44200,42132,2068,10468,5473,4995,3278,3560,361,125,2726,418,50976,37015,13961,3823,6194,1685,4195,705,2817,1211,755,222
11205,2013,43002,31329,36.1,12.1,20397,13791,83,2413,0,4886,1432,10052,32950,34450,32874,1576,8552,3757,4795,978,1879,283,183,5079,150,38746,22486,16260,6587,7731,3534,6636,2091,1212,755,681,207
11215,2013,68891,54937,9.0,6.9,51037,3292,150,5145,0,5870,3397,12473,56418,56569,54074,2495,12322,6029,6293,3319,3332,284,229,4519,639,63800,46816,16984,5431,8974,3098,4368,902,2904,1242,738,189
11217,2013,38787,51492,14.5,8.5,21270,8086,343,2544,0,4845,1699,8282,30505,31682,29211,2471,7105,3566,3539,1393,1764,350,108,3224,266,36392,25614,10778,3785,6238,2531,2351,363,1390,474,799,417
11231,2013,34137,51169,16.3,9.1,22018,4233,22,1898,0,4583,1383,7773,26364,27774,25858,1916,6363,3009,3354,1798,1204,212,78,2815,256,31828,22043,9785,3284,5912,2282,2809,531,857,416,207,55
11251,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,2013,62059,30382,28.5,10.7,12476,43041,187,967,0,4395,993,7157,54902,39549,37524,2025,22510,11902,10608,1239,1665,601,45,18630,330,57089,41872,15217,6402,5876,2581,5721,2057,519,336,3101,1428
11212,2013,84520,27309,34.5,13.5,3798,73157,156,818,26,5560,1005,11906,72614,56372,54079,2293,28148,15648,12500,203,584,607,5,26733,16,77256,63630,13626,5319,9578,3623,3040,1165,300,228,708,303
11216,2013,53783,35731,23.0,11.2,8506,39552,219,2201,123,1782,1400,4824,48959,39139,37851,1288,14644,7906,6738,665,1220,1362,9,11206,182,51108,42004,9104,3143,3786,1228,3427,1246,902,347,989,322
11233,2013,68599,31985,31.5,15.2,2999,58032,91,909,0,5325,1243,9346,59253,52950,51391,1559,15649,8030,7619,371,773,1309,9,13144,43,63258,52113,11145,3687,6944,2516,2416,785,411,130,1374,256
11238,2013,51895,43754,14.8,9.2,21480,21928,68,3416,0,2634,2369,6038,45857,40394,39060,1334,11501,6741,4760,1502,2611,779,150,6163,296,48693,38692,10001,3245,4377,1018,3595,1425,1157,530,872,272
11207,2013,92491,26311,32.5,15.1,13237,61604,271,1052,294,14351,1682,30559,61932,63015,58538,4477,29476,15501,13975,487,812,812,0,27360,5,84621,56443,28178,11193,24065,9485,2823,1202,558,351,732,155
11208,2013,93107,26929,33.8,12.1,30749,48405,255,4462,45,7644,1547,39666,53441,58991,54434,4557,34116,17698,16418,490,3980,1444,1,28201,0,85375,44205,41170,13504,32858,10462,5126,2008,1516,870,1670,164
11220,2013,103089,19837,31.0,11.5,32593,2648,2047,43473,38,20109,2181,41186,61903,46498,41283,5215,56591,18435,38156,2537,33570,986,25,19255,218,94937,16533,78404,52390,33615,19878,4977,2202,36835,28849,2977,1461
11232,2013,28824,22556,27.5,11.2,11563,1753,228,4135,36,9768,1341,16479,12345,16578,14669,1909,12246,4503,7743,932,3644,223,33,7369,45,27194,7574,19620,10945,13687,7227,1597,784,3432,2570,904,364
11204,2013,80963,26977,21.2,9.7,54758,521,284,22021,0,2302,1077,9132,71831,43727,42242,1485,37236,21147,16089,12652,19308,617,0,4523,136,74392,20530,53862,30202,6842,4068,22931,11297,19746,13364,4343,1473
11218,2013,74758,31172,23.1,7.9,42734,6846,233,13005,0,10063,1877,14439,60319,45304,43144,2160,29454,15510,13944,7165,11826,512,58,9678,215,68743,29575,39168,21873,11870,6910,21719,12009,3723,2368,1856,586
11219,2013,96971,21262,35.2,7.6,63152,1168,305,25624,0,6178,544,12414,84557,58547,56559,1988,38424,16575,21849,9694,21174,612,13,6515,416,85174,16304,68870,37547,10079,6285,33209,13263,21083,16192,4499,1807
11230,2013,84219,28576,21.6,10.1,60304,6745,143,10492,0,5280,1255,8118,76101,47951,45939,2012,36268,21657,14611,14060,14092,651,3,7341,121,77610,34465,43145,26390,6913,4241,27391,17388,4420,3283,4421,1478
11203,2013,79572,32149,15.6,12.6,3330,71949,203,1016,20,1895,1159,4899,74673,38353,37285,1068,41219,26168,15051,528,912,975,31,38611,162,74488,60764,13724,5912,4083,1528,7667,3575,467,265,1507,544
11210,2013,65302,33729,14.5,8.6,21815,37641,25,2251,43,2479,1048,4684,60618,39283,38141,1142,26019,15678,10341,1897,2536,779,10,20689,108,61004,40547,20457,13082,4326,2549,12192,8603,990,689,2949,1241
11225,2013,59182,31256,22.3,18.8,10515,43464,232,1319,0,2964,688,5564,53618,34278,33493,785,24904,13480,11424,947,1543,1621,81,20513,199,54834,37955,16879,7083,4696,1696,9120,4132,803,445,2260,810
11226,2013,98325,29320,21.4,13.3,9400,74785,103,3242,27,8450,2318,14987,83338,47901,45866,2035,50424,25443,24981,940,2612,1621,35,44982,234,91745,59235,32510,12775,12149,5361,17456,6114,1246,748,1659,552
11234,2013,94259,38925,9.5,10.2,43550,42674,93,3867,191,2535,1349,8202,86057,61156,59597,1559,33103,24741,8362,5769,4166,700,9,22377,82,88267,61954,26313,11954,5480,2050,15849,7827,1865,898,3119,1179
11236,2013,97217,36554,13.2,9.9,6354,83173,350,2522,0,4032,786,7048,90169,51330,49626,1704,45887,30163,15724,1097,2085,1405,0,41193,107,91695,65783,25912,11892,5840,2080,16426,7783,1985,1208,1661,821
11239,2013,12879,31506,31.4,13.7,4541,6625,76,496,0,913,228,2909,9970,8676,8151,525,4203,3419,784,1715,910,196,0,1382,0,12338,6850,5488,2672,1813,510,2532,1814,588,277,555,71
11209,2013,72623,45434,14.6,9.2,56006,1693,233,9137,113,3710,1731,11039,61584,48584,46439,2145,24039,15404,8635,8065,10040,2109,65,3612,148,67956,35852,32104,14098,6489,2681,12276,5219,5915,3254,7424,2944
11214,2013,83156,30913,17.9,9.4,47418,863,197,28234,0,5604,840,10939,72217,38700,37152,1548,44456,26556,17900,16136,21905,839,8,5440,128,78486,23180,55306,38998,8044,5429,22935,15888,22129,16334,2198,1347
11228,2013,43929,39579,10.3,9.9,30147,567,123,11310,25,1441,316,4232,39697,28098,27166,932,15831,9964,5867,5628,8297,328,6,1503,69,41574,19934,21640,11217,2791,1144,8722,4036,9007,5552,1120,485
11223,2013,74606,30454,16.8,11.4,49576,2930,357,17668,0,2793,1282,8064,66542,39439,38126,1313,35167,21581,13586,12296,17515,1305,0,3862,189,69817,24572,45245,28610,6284,3807,18042,11163,15086,11027,5833,2613
11224,2013,42535,30843,29.0,16.7,24893,10419,209,3825,45,2215,929,6211,36324,23765,22127,1638,18770,14623,4147,12542,3658,347,0,2211,12,40687,17285,23402,15277,4200,2232,15241,10626,3102,2169,859,250
11229,2013,81030,37337,15.1,9.4,58609,3340,76,16503,99,1571,832,6456,74574,45426,44070,1356,35604,25454,10150,15691,16132,717,23,2965,76,76447,36951,39496,21620,3868,1378,20533,11365,12588,7735,2507,1142
11235,2013,74630,37977,20.5,8.1,60641,2237,197,9483,0,993,1079,6517,68113,29436,28547,889,45194,32541,12653,28823,12413,384,0,3509,65,70810,17028,53782,34890,5299,3564,40436,26483,6503,3927,1544,916
11206,2013,81525,23031,37.1,14.1,36402,20720,345,4032,7,17395,2624,36925,44600,63246,56060,7186,18279,7811,10468,1414,3219,296,46,13191,113,74483,30048,44435,21512,30094,14426,10268,4517,3215,2237,858,332
11221,2013,81321,28986,27.4,16.7,24197,45277,436,2457,11,7520,1423,34007,47314,58145,52453,5692,23176,9302,13874,514,1943,1035,0,19628,56,75390,43647,31743,13983,27228,11856,2742,1304,1149,608,624,215
11237,2013,55478,23110,32.8,12.6,22386,8019,147,3706,0,19862,1358,41074,14404,30617,26549,4068,24861,5815,19046,535,2963,219,7,21116,21,50962,12488,38474,25778,34349,23535,1484,436,2206,1482,435,325
10031,2013,59092,25957,27.4,11.5,16260,20403,248,1148,46,11241,9746,32594,26498,36015,34097,1918,23077,10081,12996,920,870,995,138,19984,170,55793,22218,33575,15862,29786,15174,2257,314,487,71,1045,303
10032,2013,59374,22091,28.7,16.1,16931,13442,730,1764,0,22806,3701,40513,18861,31973,30070,1903,27401,12007,15394,670,1400,736,46,24461,88,56185,16339,39846,23154,35833,21579,2229,958,1327,348,457,269
10033,2013,58710,23111,24.7,15.8,24130,5294,138,1597,143,24951,2457,40710,18000,29792,27582,2210,28918,14224,14694,1989,1408,417,16,24877,211,55335,13943,41392,22106,37053,20667,2629,744,1027,509,683,186
10034,2013,41510,22364,25.8,16.2,15031,3790,190,819,164,19377,2139,30733,10777,21037,19511,1526,20473,8396,12077,857,765,74,28,18728,21,38937,10477,28460,15965,26886,15623,1099,224,276,112,199,6
10040,2013,44825,24769,22.9,13.7,17602,4135,69,1210,0,20172,1637,31860,12965,23087,21587,1500,21738,10369,11369,1623,1421,178,0,18283,233,42281,10609,31672,16158,28602,14888,1507,624,876,460,687,186
10026,2013,37871,37700,28.3,8.3,8837,22800,11,1456,0,3834,933,7144,30727,29108,27899,1209,8763,4063,4700,774,1363,2184,54,4186,202,35190,23678,11512,4272,5639,2197,2972,850,1060,375,1841,850
10027,2013,62617,31558,29.5,7.6,17822,26276,112,5661,52,10117,2577,14696,47921,46102,44035,2067,16515,7025,9490,2440,4120,2013,114,7415,413,59085,36768,22317,8068,12251,4985,5585,1444,3159,1284,1322,355
10030,2013,28472,27746,28.0,14.9,4301,19279,156,996,0,1250,2490,6401,22071,22026,21272,754,6446,3073,3373,532,702,1277,57,3724,154,26649,18571,8078,2750,5390,1812,1982,752,363,74,343,112
10037,2013,17377,34644,25.3,11.8,1459,13227,38,564,0,1099,990,3355,14022,14609,14486,123,2768,1364,1404,58,382,470,0,1843,15,16440,12601,3839,1014,2452,738,958,198,108,54,321,24
10039,2013,26577,26984,29.0,22.5,3743,18027,224,351,0,3227,1005,7730,18847,20242,19703,539,6335,2574,3761,106,235,1637,0,4357,0,24701,16297,8404,3677,5757,2672,1197,303,292,75,1158,627
10115,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,2013,77454,29563,28.0,12.9,27158,23492,158,6907,149,17407,2183,37032,40422,56833,50153,6680,20621,8055,12566,1893,5392,1219,197,11853,67,73193,32234,40959,15784,31361,12308,4162,837,4439,2373,997,266
10035,2013,33488,27495,41.2,13.0,7069,13173,160,1366,0,10456,1264,16144,17344,25016,22438,2578,8472,2899,5573,734,1114,771,53,5732,68,31292,15620,15672,7247,12637,6266,1303,296,972,478,760,207
10023,2013,61315,76921,8.9,6.1,50678,2094,87,6303,24,624,1505,5684,55631,48380,46731,1649,12935,6342,6593,4828,4827,368,819,1596,497,57218,42689,14529,3360,3917,780,5805,846,3616,1513,1191,221
10024,2013,59164,70883,6.8,5.5,47916,4019,246,3561,0,817,2605,6309,52855,48282,46979,1303,10882,5452,5430,4170,2718,504,236,2727,527,55729,43231,12498,3088,4239,1397,4994,909,2116,645,1149,137
10025,2013,97390,50252,17.3,8.7,64006,14978,484,9085,7,5810,3020,21224,76166,72469,69061,3408,24921,12512,12409,6056,6864,701,175,10436,689,92573,60072,32501,9968,16823,6499,9167,1825,4887,1549,1624,95
10069,2013,5118,134329,4.5,6.3,3828,166,0,1013,0,48,63,166,4952,3684,3644,40,1434,708,726,508,755,0,31,130,10,4683,3219,1464,265,286,24,532,63,514,178,132,0
10021,2013,40862,75711,6.9,4.6,36163,786,17,3046,64,225,561,2207,38655,32798,32195,603,8064,4373,3691,3875,2414,324,170,1002,279,38631,29622,9009,1732,1750,439,4873,887,1680,378,706,28
10075,2013,24849,75425,7.0,5.7,21989,360,65,1448,0,537,450,1928,22921,20157,19695,462,4692,2487,2205,1550,1417,106,86,1369,164,23703,19185,4518,842,1427,283,1678,220,933,203,480,136
10065,2013,32797,81352,5.3,5.1,28316,885,31,2819,16,178,552,1707,31090,25147,24460,687,7650,3806,3844,2454,2932,474,243,1184,363,30929,23356,7573,1197,1681,312,3601,509,1666,294,625,82
10028,2013,44295,77275,5.7,5.6,39452,682,30,2830,74,366,861,2324,41971,36604,35775,829,7691,4237,3454,3403,2323,371,195,1041,358,42054,33716,8338,1424,2254,243,3692,799,1670,267,722,115
10044,2013,12346,49518,11.6,6.7,6845,2159,73,2372,0,314,583,1858,10488,6713,6492,221,5633,1846,3787,1256,2424,733,135,1005,80,11594,5520,6074,1850,1470,394,2376,608,1477,801,751,47
10128,2013,60121,68761,7.6,5.8,49632,2691,41,5800,6,733,1218,6435,53686,47743,45873,1870,12378,5789,6589,4720,4251,409,100,2408,490,57049,41294,15755,3947,5238,1686,6483,1076,3328,1117,706,68
10162,2013,1327,157917,0.0,5.9,1213,0,0,95,0,0,19,177,1150,980,980,0,347,89,258,237,82,13,0,0,15,1175,696,479,84,125,0,287,84,67,0,0,0
10001,2013,21966,54588,16.2,9.1,13943,2363,58,3854,0,670,1078,3345,18621,16003,15451,552,5963,2679,3284,1421,2659,320,60,1154,349,21248,13263,7985,2047,2448,906,2171,214,2311,844,1055,83
10011,2013,52167,76879,8.6,6.4,40683,2150,357,5078,0,1634,2265,5912,46255,41660,40283,1377,10507,5408,5099,3676,3576,220,211,2150,674,50145,36929,13216,3222,4906,1413,4775,470,2829,1165,706,174
10018,2013,7021,65039,13.9,5.3,4125,465,62,1792,0,397,180,1493,5528,4331,4211,120,2690,768,1922,523,1104,173,32,685,173,6723,3532,3191,1143,1162,497,824,146,1085,483,120,17
10019,2013,38394,67480,13.1,6.8,27881,2525,172,5145,13,1647,1011,6604,31790,26597,25656,941,11797,5873,5924,3192,4006,231,177,3713,478,37112,24577,12535,4137,5230,2081,4216,721,2788,1271,301,64
10020,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,2013,23132,56911,13.7,10.2,15333,1846,84,3853,0,1213,803,3677,19455,16336,15669,667,6796,2567,4229,1446,3176,97,142,1578,357,22598,15328,7270,2213,2535,894,2171,432,2297,824,267,63
10111,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10122,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,2013,2,,50.0,0.0,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10121,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,2013,30670,70507,14.6,8.1,21820,1820,65,4592,0,880,1493,3157,27513,23603,22614,989,7067,3592,3475,2107,3596,170,106,754,334,29745,21222,8523,2191,2348,724,3043,554,2589,860,543,53
10016,2013,51196,73744,9.4,5.4,38341,1685,123,7960,0,1890,1197,4695,46501,39431,38598,833,11765,5301,6464,3764,5392,245,98,1970,296,48957,34233,14724,3849,4080,808,5117,775,4415,2089,1112,177
10017,2013,16129,74452,7.5,4.2,12359,385,0,2961,7,111,306,1165,14964,11498,11229,269,4631,1920,2711,1457,2175,195,80,566,158,15654,11006,4648,1130,907,261,1881,263,1486,538,374,68
10022,2013,29618,86481,4.5,6.5,25263,614,6,2902,0,420,413,2250,27368,23344,22779,565,6274,3126,3148,2541,2183,385,144,883,138,28388,20689,7699,1212,2045,151,3343,494,1485,420,826,147
10055,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10154,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10152,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10165,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10168,2013,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10176,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
