Police_Precinct,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
67.0,2010,3,1290,-12.601626016260163
67.0,2011,0,1531,18.68217054263566
67.0,2011,1,1630,6.466361854996734
67.0,2011,2,1665,2.147239263803681
67.0,2011,3,1416,-14.954954954954955
67.0,2012,0,1914,35.16949152542373
67.0,2012,1,1787,-6.635318704284221
67.0,2012,2,1974,10.46446558477896
67.0,2012,3,1340,-32.11752786220871
67.0,2013,0,1610,20.149253731343283
67.0,2013,1,1644,2.111801242236025
67.0,2013,2,1738,5.7177615571776155
67.0,2013,3,1623,-6.61680092059839
67.0,2014,0,1740,7.208872458410351
67.0,2014,1,1799,3.3908045977011496
67.0,2014,2,1951,8.449138410227905
67.0,2014,3,1590,-18.503331624807792
67.0,2015,0,1589,-0.06289308176100629
67.0,2015,1,1889,18.879798615481434
67.0,2015,2,1630,-13.710958178930651
67.0,2015,3,1271,-22.024539877300615
67.0,2016,0,1467,15.420928402832415
67.0,2016,1,1474,0.47716428084526247
67.0,2016,2,1282,-13.025780189959294
67.0,2016,3,1307,1.9500780031201248
67.0,2017,0,1342,2.6778882938026016
67.0,2017,1,1216,-9.38897168405365
67.0,2017,2,1049,-13.733552631578947
67.0,2017,3,1223,16.587225929456626
67.0,2018,0,1373,12.264922322158627
67.0,2018,1,1070,-22.06846321922797
67.0,2018,2,1091,1.9626168224299065
67.0,2018,3,982,-9.99083409715857
67.0,2019,0,1108,12.830957230142568
67.0,2019,1,993,-10.379061371841155
67.0,2019,2,1006,1.3091641490433032
67.0,2019,3,748,-25.646123260437374
67.0,2020,0,704,-5.88235294117647
67.0,2020,1,496,-29.545454545454547
67.0,2020,2,566,14.112903225806454
67.0,2020,3,732,29.328621908127207
67.0,2021,0,788,7.650273224043716
67.0,2021,1,736,-6.598984771573605
67.0,2021,2,692,-5.978260869565218
67.0,2021,3,700,1.1560693641618496
67.0,2022,0,750,7.142857142857142
67.0,2022,1,808,7.733333333333333
67.0,2022,2,763,-5.569306930693069
67.0,2022,3,811,6.290956749672345
67.0,2023,0,1023,26.140567200986435
67.0,2023,1,1011,-1.1730205278592376
68.0,2006,0,498,
68.0,2006,1,504,1.2048192771084338
68.0,2006,2,519,2.976190476190476
68.0,2006,3,492,-5.202312138728324
68.0,2007,0,601,22.15447154471545
68.0,2007,1,628,4.492512479201332
68.0,2007,2,534,-14.968152866242038
68.0,2007,3,545,2.0599250936329585
68.0,2008,0,513,-5.871559633027523
68.0,2008,1,588,14.619883040935672
68.0,2008,2,585,-0.5102040816326531
68.0,2008,3,563,-3.7606837606837606
68.0,2009,0,668,18.650088809946713
68.0,2009,1,655,-1.9461077844311379
68.0,2009,2,587,-10.381679389312977
68.0,2009,3,571,-2.72572402044293
68.0,2010,0,662,15.936952714535902
68.0,2010,1,645,-2.56797583081571
68.0,2010,2,551,-14.573643410852712
68.0,2010,3,686,24.500907441016334
68.0,2011,0,725,5.685131195335277
68.0,2011,1,580,-20.0
68.0,2011,2,545,-6.0344827586206895
68.0,2011,3,516,-5.321100917431193
68.0,2012,0,598,15.891472868217054
68.0,2012,1,514,-14.046822742474916
68.0,2012,2,531,3.3073929961089497
68.0,2012,3,474,-10.734463276836157
68.0,2013,0,596,25.738396624472575
68.0,2013,1,635,6.543624161073826
68.0,2013,2,542,-14.645669291338583
68.0,2013,3,543,0.18450184501845018
68.0,2014,0,631,16.206261510128915
68.0,2014,1,639,1.2678288431061806
68.0,2014,2,564,-11.737089201877934
68.0,2014,3,515,-8.687943262411348
68.0,2015,0,566,9.902912621359224
68.0,2015,1,562,-0.7067137809187279
68.0,2015,2,524,-6.761565836298933
68.0,2015,3,497,-5.152671755725191
68.0,2016,0,637,28.169014084507044
68.0,2016,1,607,-4.709576138147567
68.0,2016,2,642,5.766062602965404
68.0,2016,3,754,17.445482866043612
68.0,2017,0,743,-1.4588859416445623
68.0,2017,1,772,3.9030955585464335
68.0,2017,2,773,0.1295336787564767
68.0,2017,3,605,-21.733505821474775
68.0,2018,0,758,25.28925619834711
68.0,2018,1,635,-16.226912928759894
68.0,2018,2,574,-9.606299212598426
68.0,2018,3,540,-5.923344947735192
68.0,2019,0,621,15.0
68.0,2019,1,528,-14.975845410628018
68.0,2019,2,489,-7.386363636363637
68.0,2019,3,425,-13.0879345603272
68.0,2020,0,444,4.470588235294118
68.0,2020,1,260,-41.44144144144144
68.0,2020,2,256,-1.5384615384615385
68.0,2020,3,419,63.671875
68.0,2021,0,469,11.933174224343675
68.0,2021,1,307,-34.54157782515991
68.0,2021,2,337,9.77198697068404
68.0,2021,3,342,1.483679525222552
68.0,2022,0,398,16.374269005847953
68.0,2022,1,409,2.763819095477387
68.0,2022,2,353,-13.691931540342297
68.0,2022,3,368,4.2492917847025495
68.0,2023,0,560,52.17391304347826
68.0,2023,1,520,-7.142857142857142
69.0,2006,0,657,
69.0,2006,1,716,8.980213089802131
69.0,2006,2,723,0.9776536312849162
69.0,2006,3,677,-6.36237897648686
69.0,2007,0,739,9.15805022156573
69.0,2007,1,702,-5.006765899864682
69.0,2007,2,801,14.102564102564102
69.0,2007,3,681,-14.981273408239701
69.0,2008,0,697,2.3494860499265786
69.0,2008,1,795,14.060258249641318
69.0,2008,2,749,-5.786163522012579
69.0,2008,3,625,-16.555407209612817
69.0,2009,0,599,-4.16
69.0,2009,1,714,19.198664440734557
69.0,2009,2,764,7.002801120448179
69.0,2009,3,665,-12.958115183246074
69.0,2010,0,851,27.969924812030072
69.0,2010,1,756,-11.163337250293772
69.0,2010,2,741,-1.984126984126984
69.0,2010,3,656,-11.470985155195681
69.0,2011,0,759,15.701219512195122
69.0,2011,1,740,-2.503293807641634
69.0,2011,2,812,9.72972972972973
69.0,2011,3,835,2.832512315270936
69.0,2012,0,901,7.904191616766468
69.0,2012,1,944,4.772475027746948
69.0,2012,2,736,-22.033898305084744
69.0,2012,3,635,-13.722826086956522
69.0,2013,0,820,29.133858267716533
69.0,2013,1,804,-1.951219512195122
69.0,2013,2,801,-0.3731343283582089
69.0,2013,3,700,-12.60923845193508
69.0,2014,0,878,25.428571428571427
69.0,2014,1,972,10.70615034168565
69.0,2014,2,1202,23.662551440329217
69.0,2014,3,686,-42.92845257903494
69.0,2015,0,663,-3.3527696793002915
69.0,2015,1,815,22.92609351432881
69.0,2015,2,772,-5.276073619631902
69.0,2015,3,711,-7.901554404145078
69.0,2016,0,737,3.6568213783403656
69.0,2016,1,730,-0.9497964721845319
69.0,2016,2,714,-2.191780821917808
69.0,2016,3,630,-11.76470588235294
69.0,2017,0,680,7.936507936507936
69.0,2017,1,753,10.735294117647058
69.0,2017,2,718,-4.648074369189907
69.0,2017,3,665,-7.381615598885793
69.0,2018,0,702,5.56390977443609
69.0,2018,1,570,-18.803418803418804
69.0,2018,2,470,-17.543859649122805
69.0,2018,3,449,-4.468085106382979
69.0,2019,0,387,-13.808463251670378
69.0,2019,1,412,6.459948320413436
69.0,2019,2,394,-4.368932038834951
69.0,2019,3,316,-19.796954314720814
69.0,2020,0,348,10.126582278481013
69.0,2020,1,160,-54.02298850574713
69.0,2020,2,230,43.75
69.0,2020,3,292,26.956521739130434
69.0,2021,0,321,9.931506849315069
69.0,2021,1,355,10.59190031152648
69.0,2021,2,336,-5.352112676056338
69.0,2021,3,352,4.761904761904762
69.0,2022,0,425,20.738636363636363
69.0,2022,1,541,27.294117647058826
69.0,2022,2,428,-20.88724584103512
69.0,2022,3,372,-13.084112149532709
69.0,2023,0,479,28.763440860215056
69.0,2023,1,475,-0.8350730688935281
70.0,2006,0,1294,
70.0,2006,1,1242,-4.01854714064915
70.0,2006,2,1388,11.755233494363928
70.0,2006,3,1275,-8.141210374639769
70.0,2007,0,1400,9.803921568627452
70.0,2007,1,1398,-0.14285714285714285
70.0,2007,2,1575,12.660944206008583
70.0,2007,3,1346,-14.539682539682538
70.0,2008,0,1563,16.12184249628529
70.0,2008,1,1352,-13.499680102367243
70.0,2008,2,1495,10.576923076923077
70.0,2008,3,1230,-17.725752508361204
70.0,2009,0,1530,24.390243902439025
70.0,2009,1,1575,2.941176470588235
70.0,2009,2,1347,-14.476190476190476
70.0,2009,3,1364,1.2620638455827766
70.0,2010,0,1543,13.12316715542522
70.0,2010,1,1718,11.341542449773168
70.0,2010,2,1507,-12.281722933643772
70.0,2010,3,1489,-1.1944260119442602
70.0,2011,0,1404,-5.7085292142377435
70.0,2011,1,1442,2.7065527065527064
70.0,2011,2,1398,-3.0513176144244105
70.0,2011,3,1254,-10.300429184549357
70.0,2012,0,1405,12.041467304625199
70.0,2012,1,1332,-5.195729537366548
70.0,2012,2,1302,-2.2522522522522523
70.0,2012,3,1055,-18.970814132104454
70.0,2013,0,1257,19.14691943127962
70.0,2013,1,1299,3.341288782816229
70.0,2013,2,1329,2.3094688221709005
70.0,2013,3,1243,-6.471030850263356
70.0,2014,0,1393,12.067578439259854
70.0,2014,1,1424,2.2254127781765973
70.0,2014,2,1425,0.0702247191011236
70.0,2014,3,1093,-23.29824561403509
70.0,2015,0,1068,-2.2872827081427265
70.0,2015,1,1228,14.981273408239701
70.0,2015,2,1054,-14.169381107491857
70.0,2015,3,1000,-5.1233396584440225
70.0,2016,0,1029,2.9000000000000004
70.0,2016,1,950,-7.6773566569484935
70.0,2016,2,912,-4.0
70.0,2016,3,915,0.3289473684210526
70.0,2017,0,1013,10.710382513661203
70.0,2017,1,1011,-0.19743336623889435
70.0,2017,2,953,-5.736894164193868
70.0,2017,3,1028,7.869884575026233
70.0,2018,0,1132,10.116731517509727
70.0,2018,1,982,-13.250883392226148
70.0,2018,2,790,-19.551934826883908
70.0,2018,3,906,14.683544303797468
70.0,2019,0,834,-7.9470198675496695
70.0,2019,1,759,-8.992805755395683
70.0,2019,2,719,-5.270092226613966
70.0,2019,3,662,-7.927677329624479
70.0,2020,0,659,-0.4531722054380665
70.0,2020,1,441,-33.0804248861912
70.0,2020,2,358,-18.820861678004537
70.0,2020,3,466,30.16759776536313
70.0,2021,0,504,8.15450643776824
70.0,2021,1,439,-12.896825396825399
70.0,2021,2,497,13.211845102505695
70.0,2021,3,553,11.267605633802818
70.0,2022,0,549,-0.7233273056057866
70.0,2022,1,619,12.750455373406194
70.0,2022,2,631,1.938610662358643
70.0,2022,3,609,-3.4865293185419968
70.0,2023,0,680,11.658456486042693
70.0,2023,1,671,-1.3235294117647058
71.0,2006,0,1135,
71.0,2006,1,1113,-1.9383259911894273
71.0,2006,2,1247,12.039532794249777
71.0,2006,3,1156,-7.297514033680834
71.0,2007,0,1434,24.048442906574394
71.0,2007,1,1441,0.4881450488145049
71.0,2007,2,1191,-17.34906315058987
71.0,2007,3,1198,0.5877413937867338
71.0,2008,0,1286,7.345575959933222
71.0,2008,1,1141,-11.275272161741835
71.0,2008,2,1134,-0.6134969325153374
71.0,2008,3,1114,-1.763668430335097
71.0,2009,0,1218,9.33572710951526
71.0,2009,1,1202,-1.3136288998357963
71.0,2009,2,1356,12.81198003327787
71.0,2009,3,1188,-12.389380530973451
71.0,2010,0,1340,12.794612794612794
71.0,2010,1,1467,9.477611940298507
71.0,2010,2,1378,-6.0668029993183366
71.0,2010,3,1256,-8.853410740203193
71.0,2011,0,1418,12.898089171974522
71.0,2011,1,1376,-2.9619181946403383
71.0,2011,2,1184,-13.953488372093023
71.0,2011,3,1195,0.9290540540540541
71.0,2012,0,1326,10.96234309623431
71.0,2012,1,1141,-13.951734539969834
71.0,2012,2,1196,4.820333041191937
71.0,2012,3,894,-25.25083612040134
71.0,2013,0,1069,19.57494407158837
71.0,2013,1,1313,22.825070159027128
71.0,2013,2,1216,-7.387661843107388
71.0,2013,3,1104,-9.210526315789473
71.0,2014,0,1148,3.985507246376811
71.0,2014,1,1207,5.139372822299651
71.0,2014,2,1421,17.72990886495443
71.0,2014,3,983,-30.823363828289935
71.0,2015,0,1052,7.019328585961343
71.0,2015,1,1103,4.847908745247148
71.0,2015,2,1173,6.346328195829557
71.0,2015,3,1093,-6.820119352088662
71.0,2016,0,1137,4.025617566331198
71.0,2016,1,947,-16.710642040457344
71.0,2016,2,930,-1.7951425554382259
71.0,2016,3,997,7.204301075268817
71.0,2017,0,961,-3.6108324974924777
71.0,2017,1,942,-1.9771071800208115
71.0,2017,2,833,-11.571125265392782
71.0,2017,3,828,-0.6002400960384154
71.0,2018,0,821,-0.8454106280193237
71.0,2018,1,677,-17.53958587088916
71.0,2018,2,800,18.168389955686852
71.0,2018,3,675,-15.625
71.0,2019,0,681,0.8888888888888888
71.0,2019,1,662,-2.7900146842878124
71.0,2019,2,594,-10.27190332326284
71.0,2019,3,530,-10.774410774410773
71.0,2020,0,476,-10.18867924528302
71.0,2020,1,305,-35.924369747899156
71.0,2020,2,281,-7.868852459016394
71.0,2020,3,371,32.028469750889684
71.0,2021,0,457,23.180592991913745
71.0,2021,1,446,-2.4070021881838075
71.0,2021,2,416,-6.726457399103139
71.0,2021,3,472,13.461538461538462
71.0,2022,0,522,10.59322033898305
71.0,2022,1,516,-1.1494252873563218
71.0,2022,2,539,4.457364341085271
71.0,2022,3,503,-6.679035250463822
71.0,2023,0,571,13.518886679920477
71.0,2023,1,618,8.231173380035026
72.0,2006,0,1196,
72.0,2006,1,1038,-13.210702341137123
72.0,2006,2,1036,-0.1926782273603083
72.0,2006,3,975,-5.8880308880308885
72.0,2007,0,1236,26.769230769230766
72.0,2007,1,1062,-14.077669902912621
72.0,2007,2,1129,6.308851224105462
72.0,2007,3,1013,-10.274579273693533
72.0,2008,0,1189,17.374136229022703
72.0,2008,1,1081,-9.083263246425567
72.0,2008,2,918,-15.0786308973173
72.0,2008,3,922,0.4357298474945534
72.0,2009,0,1066,15.61822125813449
72.0,2009,1,1044,-2.0637898686679175
72.0,2009,2,852,-18.39080459770115
72.0,2009,3,888,4.225352112676056
72.0,2010,0,1122,26.351351351351347
72.0,2010,1,950,-15.32976827094474
72.0,2010,2,988,4.0
72.0,2010,3,991,0.30364372469635625
72.0,2011,0,1082,9.182643794147326
72.0,2011,1,911,-15.804066543438077
72.0,2011,2,872,-4.281009879253568
72.0,2011,3,807,-7.454128440366972
72.0,2012,0,976,20.941759603469638
72.0,2012,1,1055,8.094262295081968
72.0,2012,2,854,-19.0521327014218
72.0,2012,3,763,-10.655737704918032
72.0,2013,0,900,17.955439056356486
72.0,2013,1,1011,12.333333333333334
72.0,2013,2,892,-11.770524233432244
72.0,2013,3,818,-8.295964125560538
72.0,2014,0,990,21.026894865525673
72.0,2014,1,1009,1.9191919191919191
72.0,2014,2,871,-13.676907829534194
72.0,2014,3,827,-5.05166475315729
72.0,2015,0,836,1.0882708585247884
72.0,2015,1,834,-0.23923444976076555
72.0,2015,2,826,-0.9592326139088728
72.0,2015,3,743,-10.048426150121065
72.0,2016,0,807,8.613728129205922
72.0,2016,1,924,14.49814126394052
72.0,2016,2,746,-19.264069264069263
72.0,2016,3,920,23.324396782841823
72.0,2017,0,1023,11.195652173913045
72.0,2017,1,1001,-2.1505376344086025
72.0,2017,2,927,-7.392607392607392
72.0,2017,3,918,-0.9708737864077669
72.0,2018,0,1027,11.87363834422658
72.0,2018,1,799,-22.200584225900684
72.0,2018,2,762,-4.630788485607009
72.0,2018,3,748,-1.837270341207349
72.0,2019,0,830,10.962566844919785
72.0,2019,1,863,3.975903614457831
72.0,2019,2,843,-2.317497103128621
72.0,2019,3,663,-21.352313167259787
72.0,2020,0,597,-9.95475113122172
72.0,2020,1,481,-19.430485762144052
72.0,2020,2,439,-8.731808731808732
72.0,2020,3,542,23.462414578587698
72.0,2021,0,553,2.029520295202952
72.0,2021,1,482,-12.839059674502712
72.0,2021,2,561,16.390041493775932
72.0,2021,3,493,-12.121212121212121
72.0,2022,0,634,28.600405679513187
72.0,2022,1,626,-1.2618296529968454
72.0,2022,2,583,-6.869009584664537
72.0,2022,3,581,-0.34305317324185247
72.0,2023,0,656,12.908777969018933
72.0,2023,1,774,17.98780487804878
73.0,2006,0,2157,
73.0,2006,1,2216,2.735280482151136
73.0,2006,2,2249,1.4891696750902528
73.0,2006,3,2174,-3.3348154735437974
73.0,2007,0,2430,11.775528978840846
73.0,2007,1,2569,5.720164609053498
73.0,2007,2,2734,6.422732580770727
73.0,2007,3,2324,-14.996342355523042
73.0,2008,0,2571,10.628227194492254
73.0,2008,1,2353,-8.479190976273824
73.0,2008,2,2449,4.079898002549936
73.0,2008,3,2556,4.369130257247857
73.0,2009,0,3058,19.640062597809077
73.0,2009,1,2985,-2.3871811641595815
73.0,2009,2,2807,-5.9631490787269685
73.0,2009,3,2514,-10.438190238688993
73.0,2010,0,2882,14.638027048528244
73.0,2010,1,3097,7.460097154753644
73.0,2010,2,2914,-5.9089441394898286
73.0,2010,3,2773,-4.838709677419355
73.0,2011,0,3034,9.412188965019833
73.0,2011,1,3238,6.723796967699407
73.0,2011,2,3561,9.975293390982088
73.0,2011,3,2909,-18.309463633810726
73.0,2012,0,3471,19.319353729804057
73.0,2012,1,2973,-14.34745030250648
73.0,2012,2,2999,0.8745375042045072
73.0,2012,3,2244,-25.175058352784262
73.0,2013,0,2825,25.89126559714795
73.0,2013,1,2668,-5.557522123893805
73.0,2013,2,2497,-6.409295352323838
73.0,2013,3,2258,-9.571485782939527
73.0,2014,0,2433,7.7502214348981395
73.0,2014,1,2599,6.8228524455404855
73.0,2014,2,2877,10.696421700654097
73.0,2014,3,1904,-33.81995133819951
73.0,2015,0,2103,10.451680672268909
73.0,2015,1,2270,7.941036614360438
73.0,2015,2,2351,3.5682819383259914
73.0,2015,3,1656,-29.5618885580604
73.0,2016,0,1890,14.130434782608695
73.0,2016,1,1967,4.074074074074074
73.0,2016,2,2034,3.40620233858668
73.0,2016,3,1571,-22.763028515240904
73.0,2017,0,1606,2.2278803309993633
73.0,2017,1,1468,-8.59277708592777
73.0,2017,2,1535,4.564032697547684
73.0,2017,3,1325,-13.680781758957655
73.0,2018,0,1414,6.716981132075471
73.0,2018,1,1508,6.647807637906649
73.0,2018,2,1201,-20.358090185676392
73.0,2018,3,1126,-6.244796003330558
73.0,2019,0,1167,3.641207815275311
73.0,2019,1,1049,-10.11139674378749
73.0,2019,2,1094,4.28979980934223
73.0,2019,3,923,-15.63071297989031
73.0,2020,0,784,-15.059588299024917
73.0,2020,1,678,-13.520408163265307
73.0,2020,2,526,-22.418879056047196
73.0,2020,3,698,32.69961977186312
73.0,2021,0,699,0.14326647564469913
73.0,2021,1,543,-22.317596566523605
73.0,2021,2,616,13.443830570902392
73.0,2021,3,650,5.51948051948052
73.0,2022,0,827,27.23076923076923
73.0,2022,1,964,16.56590084643289
73.0,2022,2,918,-4.771784232365145
73.0,2022,3,1079,17.538126361655774
73.0,2023,0,1313,21.686746987951807
73.0,2023,1,1243,-5.331302361005331
75.0,2006,0,2963,
75.0,2006,1,3174,7.121160985487681
75.0,2006,2,3036,-4.3478260869565215
75.0,2006,3,3102,2.1739130434782608
75.0,2007,0,3210,3.481624758220503
75.0,2007,1,3113,-3.0218068535825546
75.0,2007,2,3550,14.037905557340185
75.0,2007,3,3317,-6.563380281690141
75.0,2008,0,3549,6.994271932469099
75.0,2008,1,3503,-1.2961397576782192
75.0,2008,2,3371,-3.768198686839851
75.0,2008,3,3262,-3.233461880747553
75.0,2009,0,3841,17.749846719803802
75.0,2009,1,3976,3.514709711012757
75.0,2009,2,3788,-4.7283702213279675
75.0,2009,3,3571,-5.728616684266104
75.0,2010,0,3628,1.596191542985158
75.0,2010,1,4177,15.132304299889746
75.0,2010,2,3931,-5.889394302130716
75.0,2010,3,3536,-10.04833375731366
75.0,2011,0,3989,12.811085972850677
75.0,2011,1,4170,4.537478064677864
75.0,2011,2,4077,-2.2302158273381294
75.0,2011,3,3386,-16.948736816286488
75.0,2012,0,4017,18.63555818074424
75.0,2012,1,3956,-1.5185461787403536
75.0,2012,2,4102,3.6905965621840244
75.0,2012,3,3105,-24.305216967333006
75.0,2013,0,3657,17.77777777777778
75.0,2013,1,3989,9.078479628110472
75.0,2013,2,3595,-9.877162196039107
75.0,2013,3,3339,-7.1210013908205845
75.0,2014,0,3536,5.899970050913447
75.0,2014,1,3749,6.023755656108597
75.0,2014,2,3686,-1.680448119498533
75.0,2014,3,2839,-22.978838849701575
75.0,2015,0,2683,-5.494892567805565
75.0,2015,1,3229,20.350354081252327
75.0,2015,2,3296,2.074945803654382
75.0,2015,3,2643,-19.811893203883496
75.0,2016,0,2642,-0.037835792659856225
75.0,2016,1,2737,3.5957607872823623
75.0,2016,2,2476,-9.535988308366825
75.0,2016,3,2328,-5.977382875605816
75.0,2017,0,2161,-7.173539518900343
75.0,2017,1,2130,-1.4345210550670986
75.0,2017,2,1983,-6.901408450704226
75.0,2017,3,1899,-4.236006051437216
75.0,2018,0,1680,-11.532385466034755
75.0,2018,1,1850,10.119047619047619
75.0,2018,2,1759,-4.918918918918918
75.0,2018,3,1425,-18.98806139852189
75.0,2019,0,1524,6.947368421052631
75.0,2019,1,1556,2.099737532808399
75.0,2019,2,1624,4.370179948586118
75.0,2019,3,1348,-16.995073891625616
75.0,2020,0,1262,-6.379821958456973
75.0,2020,1,705,-44.13629160063392
75.0,2020,2,796,12.907801418439716
75.0,2020,3,1029,29.2713567839196
75.0,2021,0,1131,9.912536443148689
75.0,2021,1,906,-19.893899204244033
75.0,2021,2,1174,29.58057395143488
75.0,2021,3,1067,-9.114139693356048
75.0,2022,0,1272,19.212746016869726
75.0,2022,1,1483,16.58805031446541
75.0,2022,2,1350,-8.96830748482805
75.0,2022,3,1552,14.962962962962964
75.0,2023,0,1748,12.628865979381443
75.0,2023,1,1884,7.780320366132723
76.0,2006,0,700,
76.0,2006,1,647,-7.571428571428572
76.0,2006,2,679,4.945904173106646
76.0,2006,3,623,-8.24742268041237
76.0,2007,0,679,8.98876404494382
76.0,2007,1,600,-11.634756995581737
76.0,2007,2,558,-7.000000000000001
76.0,2007,3,485,-13.082437275985665
76.0,2008,0,536,10.515463917525773
76.0,2008,1,537,0.18656716417910446
76.0,2008,2,558,3.910614525139665
76.0,2008,3,578,3.584229390681003
76.0,2009,0,604,4.498269896193772
76.0,2009,1,595,-1.490066225165563
76.0,2009,2,479,-19.495798319327733
76.0,2009,3,461,-3.7578288100208765
76.0,2010,0,545,18.22125813449024
76.0,2010,1,534,-2.0183486238532113
76.0,2010,2,512,-4.119850187265917
76.0,2010,3,463,-9.5703125
76.0,2011,0,508,9.719222462203025
76.0,2011,1,549,8.070866141732283
76.0,2011,2,418,-23.861566484517304
76.0,2011,3,363,-13.157894736842104
76.0,2012,0,538,48.209366391184574
76.0,2012,1,611,13.568773234200743
76.0,2012,2,643,5.237315875613748
76.0,2012,3,402,-37.480559875583204
76.0,2013,0,490,21.890547263681594
76.0,2013,1,486,-0.8163265306122449
76.0,2013,2,436,-10.2880658436214
76.0,2013,3,418,-4.128440366972478
76.0,2014,0,492,17.703349282296653
76.0,2014,1,456,-7.317073170731707
76.0,2014,2,447,-1.9736842105263157
76.0,2014,3,342,-23.48993288590604
76.0,2015,0,407,19.005847953216374
76.0,2015,1,466,14.496314496314497
76.0,2015,2,409,-12.231759656652361
76.0,2015,3,329,-19.559902200489
76.0,2016,0,507,54.1033434650456
76.0,2016,1,551,8.678500986193294
76.0,2016,2,599,8.711433756805807
76.0,2016,3,600,0.1669449081803005
76.0,2017,0,637,6.166666666666667
76.0,2017,1,681,6.907378335949764
76.0,2017,2,540,-20.704845814977972
76.0,2017,3,524,-2.9629629629629632
76.0,2018,0,615,17.36641221374046
76.0,2018,1,508,-17.398373983739837
76.0,2018,2,485,-4.52755905511811
76.0,2018,3,460,-5.154639175257731
76.0,2019,0,485,5.434782608695652
76.0,2019,1,437,-9.896907216494846
76.0,2019,2,412,-5.720823798627003
76.0,2019,3,294,-28.640776699029125
76.0,2020,0,272,-7.482993197278912
76.0,2020,1,156,-42.64705882352941
76.0,2020,2,140,-10.256410256410255
76.0,2020,3,178,27.142857142857142
76.0,2021,0,225,26.40449438202247
76.0,2021,1,166,-26.222222222222225
76.0,2021,2,171,3.0120481927710845
76.0,2021,3,199,16.374269005847953
76.0,2022,0,183,-8.040201005025125
76.0,2022,1,216,18.0327868852459
76.0,2022,2,234,8.333333333333332
76.0,2022,3,194,-17.094017094017094
76.0,2023,0,311,60.30927835051546
76.0,2023,1,313,0.6430868167202572
77.0,2006,0,1560,
77.0,2006,1,1647,5.5769230769230775
77.0,2006,2,1576,-4.310868245294475
77.0,2006,3,1470,-6.725888324873096
77.0,2007,0,1695,15.306122448979592
77.0,2007,1,1696,0.058997050147492625
77.0,2007,2,1758,3.6556603773584904
77.0,2007,3,1573,-10.523321956769056
77.0,2008,0,2002,27.27272727272727
77.0,2008,1,1782,-10.989010989010989
77.0,2008,2,1512,-15.151515151515152
77.0,2008,3,1496,-1.0582010582010581
77.0,2009,0,1840,22.994652406417114
77.0,2009,1,1629,-11.467391304347826
77.0,2009,2,1743,6.998158379373849
77.0,2009,3,1637,-6.081468732071142
77.0,2010,0,1816,10.934636530238242
77.0,2010,1,1931,6.332599118942732
77.0,2010,2,1800,-6.784049715173484
77.0,2010,3,1772,-1.5555555555555556
77.0,2011,0,1778,0.33860045146726864
77.0,2011,1,1833,3.093363329583802
77.0,2011,2,1906,3.982542280414621
77.0,2011,3,1783,-6.453305351521512
77.0,2012,0,1924,7.908020190689849
77.0,2012,1,1640,-14.760914760914762
77.0,2012,2,1535,-6.402439024390244
77.0,2012,3,1315,-14.332247557003258
77.0,2013,0,1560,18.631178707224336
77.0,2013,1,1581,1.3461538461538463
77.0,2013,2,1583,0.1265022137887413
77.0,2013,3,1653,4.421983575489577
77.0,2014,0,1563,-5.44464609800363
77.0,2014,1,1652,5.694177863083813
77.0,2014,2,1622,-1.8159806295399514
77.0,2014,3,1137,-29.901356350184955
77.0,2015,0,1132,-0.43975373790677225
77.0,2015,1,1094,-3.356890459363958
77.0,2015,2,1234,12.79707495429616
77.0,2015,3,1088,-11.831442463533225
77.0,2016,0,1136,4.411764705882353
77.0,2016,1,1153,1.4964788732394365
77.0,2016,2,1053,-8.673026886383347
77.0,2016,3,1191,13.105413105413104
77.0,2017,0,1197,0.5037783375314862
77.0,2017,1,1055,-11.86299081035923
77.0,2017,2,1105,4.739336492890995
77.0,2017,3,1114,0.8144796380090499
77.0,2018,0,1116,0.17953321364452424
77.0,2018,1,995,-10.842293906810035
77.0,2018,2,892,-10.35175879396985
77.0,2018,3,843,-5.493273542600897
77.0,2019,0,818,-2.965599051008304
77.0,2019,1,821,0.36674816625916873
77.0,2019,2,745,-9.257003654080389
77.0,2019,3,732,-1.74496644295302
77.0,2020,0,735,0.4098360655737705
77.0,2020,1,443,-39.72789115646258
77.0,2020,2,461,4.063205417607223
77.0,2020,3,512,11.062906724511931
77.0,2021,0,502,-1.953125
77.0,2021,1,469,-6.573705179282868
77.0,2021,2,562,19.82942430703625
77.0,2021,3,453,-19.395017793594306
77.0,2022,0,546,20.52980132450331
77.0,2022,1,623,14.102564102564102
77.0,2022,2,510,-18.138041733547354
77.0,2022,3,570,11.76470588235294
77.0,2023,0,657,15.263157894736842
77.0,2023,1,692,5.32724505327245
78.0,2006,0,704,
78.0,2006,1,839,19.176136363636363
78.0,2006,2,793,-5.482717520858165
78.0,2006,3,684,-13.745271122320302
78.0,2007,0,727,6.286549707602338
78.0,2007,1,756,3.988995873452544
78.0,2007,2,692,-8.465608465608465
78.0,2007,3,610,-11.849710982658959
78.0,2008,0,705,15.573770491803279
78.0,2008,1,722,2.4113475177304964
78.0,2008,2,704,-2.4930747922437675
78.0,2008,3,613,-12.926136363636365
78.0,2009,0,787,28.38499184339315
78.0,2009,1,729,-7.369758576874205
78.0,2009,2,663,-9.053497942386832
78.0,2009,3,657,-0.904977375565611
78.0,2010,0,709,7.91476407914764
