Police_Precinct,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
32.0,2016,0,1362,12.098765432098766
32.0,2016,1,1412,3.671071953010279
32.0,2016,2,1260,-10.764872521246458
32.0,2016,3,1155,-8.333333333333332
32.0,2017,0,1022,-11.515151515151516
32.0,2017,1,1022,0.0
32.0,2017,2,907,-11.252446183953033
32.0,2017,3,911,0.4410143329658214
32.0,2018,0,954,4.720087815587267
32.0,2018,1,728,-23.68972746331237
32.0,2018,2,774,6.318681318681318
32.0,2018,3,649,-16.149870801033593
32.0,2019,0,727,12.01848998459168
32.0,2019,1,784,7.8404401650618984
32.0,2019,2,754,-3.826530612244898
32.0,2019,3,700,-7.161803713527852
32.0,2020,0,591,-15.571428571428573
32.0,2020,1,406,-31.302876480541453
32.0,2020,2,315,-22.413793103448278
32.0,2020,3,525,66.66666666666666
32.0,2021,0,572,8.952380952380953
32.0,2021,1,498,-12.937062937062937
32.0,2021,2,659,32.329317269076306
32.0,2021,3,628,-4.704097116843703
32.0,2022,0,544,-13.375796178343949
32.0,2022,1,673,23.713235294117645
32.0,2022,2,514,-23.625557206537888
32.0,2022,3,577,12.2568093385214
32.0,2023,0,537,-6.932409012131716
32.0,2023,1,572,6.517690875232775
33.0,2006,0,1510,
33.0,2006,1,1298,-14.039735099337749
33.0,2006,2,1446,11.40215716486903
33.0,2006,3,1429,-1.1756569847856155
33.0,2007,0,1919,34.28971308607417
33.0,2007,1,1556,-18.916102136529442
33.0,2007,2,1579,1.4781491002570695
33.0,2007,3,1718,8.803039898670043
33.0,2008,0,2108,22.700814901047732
33.0,2008,1,1781,-15.512333965844402
33.0,2008,2,1514,-14.991577765300393
33.0,2008,3,1480,-2.2457067371202113
33.0,2009,0,1963,32.63513513513514
33.0,2009,1,1665,-15.180845644421803
33.0,2009,2,1471,-11.651651651651651
33.0,2009,3,1492,1.4276002719238612
33.0,2010,0,1513,1.4075067024128687
33.0,2010,1,1457,-3.7012557832121615
33.0,2010,2,1502,3.088538091969801
33.0,2010,3,1426,-5.0599201065246335
33.0,2011,0,1370,-3.9270687237026647
33.0,2011,1,1551,13.211678832116789
33.0,2011,2,1384,-10.767246937459705
33.0,2011,3,1200,-13.294797687861271
33.0,2012,0,1380,15.0
33.0,2012,1,1312,-4.9275362318840585
33.0,2012,2,1290,-1.676829268292683
33.0,2012,3,1109,-14.031007751937985
33.0,2013,0,1494,34.71596032461677
33.0,2013,1,1330,-10.977242302543507
33.0,2013,2,1433,7.7443609022556394
33.0,2013,3,1194,-16.678297278436848
33.0,2014,0,1453,21.691792294807367
33.0,2014,1,1265,-12.938747419132829
33.0,2014,2,1057,-16.442687747035574
33.0,2014,3,1091,3.216650898770104
33.0,2015,0,1253,14.848762603116409
33.0,2015,1,1001,-20.11173184357542
33.0,2015,2,968,-3.296703296703297
33.0,2015,3,918,-5.1652892561983474
33.0,2016,0,1028,11.982570806100219
33.0,2016,1,985,-4.182879377431906
33.0,2016,2,945,-4.060913705583756
33.0,2016,3,977,3.3862433862433865
33.0,2017,0,936,-4.1965199590583415
33.0,2017,1,854,-8.76068376068376
33.0,2017,2,815,-4.566744730679157
33.0,2017,3,883,8.343558282208589
33.0,2018,0,783,-11.325028312570781
33.0,2018,1,672,-14.17624521072797
33.0,2018,2,571,-15.029761904761903
33.0,2018,3,591,3.502626970227671
33.0,2019,0,576,-2.5380710659898478
33.0,2019,1,600,4.166666666666666
33.0,2019,2,541,-9.833333333333332
33.0,2019,3,484,-10.536044362292053
33.0,2020,0,484,0.0
33.0,2020,1,339,-29.958677685950413
33.0,2020,2,255,-24.778761061946902
33.0,2020,3,419,64.31372549019608
33.0,2021,0,583,39.140811455847256
33.0,2021,1,471,-19.210977701543737
33.0,2021,2,545,15.711252653927813
33.0,2021,3,457,-16.14678899082569
33.0,2022,0,384,-15.973741794310722
33.0,2022,1,480,25.0
33.0,2022,2,444,-7.5
33.0,2022,3,469,5.63063063063063
33.0,2023,0,585,24.733475479744136
33.0,2023,1,502,-14.188034188034187
34.0,2006,0,1520,
34.0,2006,1,1392,-8.421052631578947
34.0,2006,2,1498,7.614942528735632
34.0,2006,3,1316,-12.149532710280374
34.0,2007,0,1979,50.379939209726444
34.0,2007,1,1466,-25.922182920667
34.0,2007,2,1465,-0.06821282401091405
34.0,2007,3,1539,5.051194539249146
34.0,2008,0,1704,10.721247563352826
34.0,2008,1,1510,-11.384976525821596
34.0,2008,2,1493,-1.1258278145695364
34.0,2008,3,1149,-23.040857334226388
34.0,2009,0,1494,30.026109660574413
34.0,2009,1,1631,9.170013386880857
34.0,2009,2,1372,-15.879828326180256
34.0,2009,3,1677,22.230320699708457
34.0,2010,0,1618,-3.5181872391174713
34.0,2010,1,1720,6.30407911001236
34.0,2010,2,1312,-23.72093023255814
34.0,2010,3,1493,13.795731707317074
34.0,2011,0,1403,-6.028131279303416
34.0,2011,1,1554,10.762651461154668
34.0,2011,2,1712,10.167310167310168
34.0,2011,3,1406,-17.873831775700936
34.0,2012,0,1710,21.62162162162162
34.0,2012,1,1637,-4.269005847953217
34.0,2012,2,1497,-8.552229688454489
34.0,2012,3,1219,-18.570474281897127
34.0,2013,0,1501,23.133716160787532
34.0,2013,1,1398,-6.862091938707528
34.0,2013,2,1244,-11.015736766809727
34.0,2013,3,1300,4.501607717041801
34.0,2014,0,1585,21.923076923076923
34.0,2014,1,1725,8.832807570977918
34.0,2014,2,1338,-22.434782608695652
34.0,2014,3,1198,-10.46337817638266
34.0,2015,0,1222,2.003338898163606
34.0,2015,1,1171,-4.173486088379706
34.0,2015,2,1130,-3.5012809564474807
34.0,2015,3,1062,-6.017699115044247
34.0,2016,0,1081,1.7890772128060264
34.0,2016,1,1234,14.153561517113783
34.0,2016,2,1113,-9.805510534846029
34.0,2016,3,1050,-5.660377358490567
34.0,2017,0,1250,19.047619047619047
34.0,2017,1,1073,-14.16
34.0,2017,2,902,-15.936626281453867
34.0,2017,3,921,2.106430155210643
34.0,2018,0,938,1.8458197611292075
34.0,2018,1,760,-18.976545842217483
34.0,2018,2,749,-1.4473684210526316
34.0,2018,3,685,-8.544726301735647
34.0,2019,0,697,1.7518248175182483
34.0,2019,1,625,-10.329985652797705
34.0,2019,2,637,1.92
34.0,2019,3,490,-23.076923076923077
34.0,2020,0,477,-2.6530612244897958
34.0,2020,1,387,-18.867924528301888
34.0,2020,2,259,-33.0749354005168
34.0,2020,3,350,35.13513513513514
34.0,2021,0,358,2.2857142857142856
34.0,2021,1,362,1.1173184357541899
34.0,2021,2,406,12.154696132596685
34.0,2021,3,306,-24.63054187192118
34.0,2022,0,438,43.13725490196079
34.0,2022,1,359,-18.036529680365295
34.0,2022,2,487,35.65459610027855
34.0,2022,3,583,19.71252566735113
34.0,2023,0,699,19.897084048027445
34.0,2023,1,809,15.736766809728184
40.0,2006,0,2979,
40.0,2006,1,2704,-9.231285666330983
40.0,2006,2,2522,-6.730769230769231
40.0,2006,3,2557,1.387787470261697
40.0,2007,0,2983,16.660148611654282
40.0,2007,1,2773,-7.039892725444184
40.0,2007,2,2716,-2.0555355210962856
40.0,2007,3,2553,-6.001472754050074
40.0,2008,0,2882,12.886799843321583
40.0,2008,1,2725,-5.4476058292852185
40.0,2008,2,2610,-4.220183486238533
40.0,2008,3,2649,1.4942528735632183
40.0,2009,0,2963,11.853529633824085
40.0,2009,1,2962,-0.03374957813027337
40.0,2009,2,2826,-4.591492234976367
40.0,2009,3,2863,1.3092710544939843
40.0,2010,0,2914,1.7813482361159623
40.0,2010,1,2912,-0.06863417982155114
40.0,2010,2,2852,-2.0604395604395602
40.0,2010,3,2506,-12.131837307152875
40.0,2011,0,2600,3.750997605746209
40.0,2011,1,2854,9.769230769230768
40.0,2011,2,2301,-19.376313945339874
40.0,2011,3,2690,16.90569317687962
40.0,2012,0,3249,20.780669144981413
40.0,2012,1,2765,-14.89689135118498
40.0,2012,2,2564,-7.269439421338156
40.0,2012,3,2577,0.5070202808112325
40.0,2013,0,2945,14.280170741171904
40.0,2013,1,2721,-7.606112054329371
40.0,2013,2,2565,-5.733186328555679
40.0,2013,3,2847,10.994152046783626
40.0,2014,0,3207,12.644889357218126
40.0,2014,1,3190,-0.5300904271905207
40.0,2014,2,3197,0.219435736677116
40.0,2014,3,2877,-10.00938379730998
40.0,2015,0,2928,1.7726798748696557
40.0,2015,1,2913,-0.5122950819672131
40.0,2015,2,3075,5.561277033985582
40.0,2015,3,2976,-3.2195121951219514
40.0,2016,0,2737,-8.030913978494624
40.0,2016,1,2776,1.4249177932042383
40.0,2016,2,2412,-13.112391930835734
40.0,2016,3,2256,-6.467661691542288
40.0,2017,0,2407,6.6932624113475185
40.0,2017,1,1998,-16.992106356460322
40.0,2017,2,1919,-3.9539539539539534
40.0,2017,3,1876,-2.240750390828557
40.0,2018,0,1930,2.878464818763326
40.0,2018,1,1550,-19.689119170984455
40.0,2018,2,1586,2.3225806451612905
40.0,2018,3,1531,-3.467843631778058
40.0,2019,0,1803,17.766165904637493
40.0,2019,1,1770,-1.8302828618968388
40.0,2019,2,1815,2.5423728813559325
40.0,2019,3,1580,-12.947658402203857
40.0,2020,0,1406,-11.012658227848101
40.0,2020,1,1012,-28.02275960170697
40.0,2020,2,789,-22.035573122529645
40.0,2020,3,1077,36.50190114068441
40.0,2021,0,1068,-0.8356545961002786
40.0,2021,1,829,-22.378277153558052
40.0,2021,2,1053,27.020506634499398
40.0,2021,3,1007,-4.368471035137702
40.0,2022,0,1135,12.711022840119165
40.0,2022,1,1370,20.704845814977972
40.0,2022,2,1475,7.664233576642336
40.0,2022,3,1632,10.64406779661017
40.0,2023,0,1718,5.269607843137255
40.0,2023,1,1759,2.3864959254947613
41.0,2006,0,1555,
41.0,2006,1,1372,-11.768488745980706
41.0,2006,2,1441,5.029154518950437
41.0,2006,3,1354,-6.037473976405274
41.0,2007,0,1824,34.711964549483014
41.0,2007,1,1712,-6.140350877192982
41.0,2007,2,1607,-6.133177570093458
41.0,2007,3,1503,-6.471686372121967
41.0,2008,0,1918,27.611443779108452
41.0,2008,1,1921,0.15641293013555788
41.0,2008,2,1731,-9.890681936491411
41.0,2008,3,1470,-15.077989601386482
41.0,2009,0,1802,22.585034013605444
41.0,2009,1,1819,0.9433962264150944
41.0,2009,2,1753,-3.628367234744365
41.0,2009,3,1716,-2.110667427267541
41.0,2010,0,1832,6.75990675990676
41.0,2010,1,1870,2.074235807860262
41.0,2010,2,1648,-11.871657754010695
41.0,2010,3,1644,-0.24271844660194172
41.0,2011,0,2073,26.094890510948904
41.0,2011,1,2104,1.4954172696575012
41.0,2011,2,1775,-15.636882129277566
41.0,2011,3,1787,0.676056338028169
41.0,2012,0,2002,12.031337437045329
41.0,2012,1,1647,-17.732267732267733
41.0,2012,2,1803,9.47176684881603
41.0,2012,3,1741,-3.438713255684969
41.0,2013,0,1849,6.203331418724871
41.0,2013,1,1850,0.05408328826392645
41.0,2013,2,1637,-11.513513513513514
41.0,2013,3,1744,6.536346976175931
41.0,2014,0,1979,13.474770642201836
41.0,2014,1,1951,-1.414855987872663
41.0,2014,2,1782,-8.66222450025628
41.0,2014,3,1528,-14.25364758698092
41.0,2015,0,1527,-0.06544502617801047
41.0,2015,1,1503,-1.5717092337917484
41.0,2015,2,1680,11.776447105788424
41.0,2015,3,1701,1.25
41.0,2016,0,1666,-2.05761316872428
41.0,2016,1,1708,2.5210084033613445
41.0,2016,2,1424,-16.627634660421545
41.0,2016,3,1170,-17.837078651685392
41.0,2017,0,1272,8.717948717948717
41.0,2017,1,1131,-11.084905660377359
41.0,2017,2,1234,9.106984969053935
41.0,2017,3,1106,-10.372771474878444
41.0,2018,0,969,-12.386980108499095
41.0,2018,1,982,1.3415892672858616
41.0,2018,2,890,-9.368635437881874
41.0,2018,3,785,-11.797752808988763
41.0,2019,0,880,12.101910828025478
41.0,2019,1,777,-11.704545454545455
41.0,2019,2,757,-2.574002574002574
41.0,2019,3,636,-15.984147952443859
41.0,2020,0,645,1.4150943396226416
41.0,2020,1,458,-28.992248062015502
41.0,2020,2,475,3.711790393013101
41.0,2020,3,639,34.526315789473685
41.0,2021,0,516,-19.248826291079812
41.0,2021,1,431,-16.472868217054263
41.0,2021,2,524,21.57772621809745
41.0,2021,3,470,-10.305343511450381
41.0,2022,0,727,54.680851063829785
41.0,2022,1,818,12.517193947730398
41.0,2022,2,740,-9.535452322738386
41.0,2022,3,796,7.567567567567568
41.0,2023,0,826,3.7688442211055273
41.0,2023,1,954,15.49636803874092
42.0,2006,0,1333,
42.0,2006,1,1414,6.0765191297824455
42.0,2006,2,1354,-4.243281471004243
42.0,2006,3,1288,-4.874446085672083
42.0,2007,0,1539,19.487577639751553
42.0,2007,1,1275,-17.15399610136452
42.0,2007,2,1342,5.254901960784314
42.0,2007,3,1273,-5.141579731743666
42.0,2008,0,1579,24.037706205813038
42.0,2008,1,1582,0.18999366687777072
42.0,2008,2,1435,-9.29203539823009
42.0,2008,3,1516,5.644599303135889
42.0,2009,0,1802,18.86543535620053
42.0,2009,1,2016,11.875693673695894
42.0,2009,2,1867,-7.390873015873016
42.0,2009,3,1651,-11.56936261381896
42.0,2010,0,1713,3.755299818291944
42.0,2010,1,1847,7.822533566841798
42.0,2010,2,1633,-11.586356253383865
42.0,2010,3,1950,19.412124923453767
42.0,2011,0,1944,-0.3076923076923077
42.0,2011,1,1923,-1.0802469135802468
42.0,2011,2,1475,-23.29693187727509
42.0,2011,3,1566,6.169491525423728
42.0,2012,0,1777,13.473818646232438
42.0,2012,1,1521,-14.406302757456388
42.0,2012,2,1548,1.7751479289940828
42.0,2012,3,1181,-23.70801033591731
42.0,2013,0,1486,25.825571549534292
42.0,2013,1,1502,1.0767160161507403
42.0,2013,2,1706,13.581890812250332
42.0,2013,3,1450,-15.005861664712777
42.0,2014,0,1653,14.000000000000002
42.0,2014,1,1660,0.42347247428917123
42.0,2014,2,1609,-3.072289156626506
42.0,2014,3,1304,-18.955873213175884
42.0,2015,0,1252,-3.9877300613496933
42.0,2015,1,1306,4.313099041533546
42.0,2015,2,1468,12.404287901990811
42.0,2015,3,1391,-5.245231607629427
42.0,2016,0,1469,5.607476635514018
42.0,2016,1,1319,-10.211027910142954
42.0,2016,2,1430,8.41546626231994
42.0,2016,3,1385,-3.146853146853147
42.0,2017,0,1461,5.487364620938628
42.0,2017,1,1137,-22.176591375770023
42.0,2017,2,1308,15.03957783641161
42.0,2017,3,1142,-12.691131498470948
42.0,2018,0,1160,1.5761821366024518
42.0,2018,1,1090,-6.0344827586206895
42.0,2018,2,1042,-4.4036697247706424
42.0,2018,3,892,-14.39539347408829
42.0,2019,0,1029,15.358744394618833
42.0,2019,1,900,-12.536443148688047
42.0,2019,2,949,5.444444444444444
42.0,2019,3,805,-15.17386722866175
42.0,2020,0,674,-16.273291925465838
42.0,2020,1,578,-14.243323442136498
42.0,2020,2,546,-5.536332179930796
42.0,2020,3,697,27.655677655677657
42.0,2021,0,873,25.251076040172165
42.0,2021,1,697,-20.16036655211913
42.0,2021,2,752,7.890961262553802
42.0,2021,3,735,-2.2606382978723407
42.0,2022,0,766,4.217687074829931
42.0,2022,1,827,7.963446475195822
42.0,2022,2,783,-5.320435308343409
42.0,2022,3,793,1.277139208173691
42.0,2023,0,1072,35.182849936948294
42.0,2023,1,1038,-3.171641791044776
43.0,2006,0,2696,
43.0,2006,1,2464,-8.605341246290802
43.0,2006,2,2888,17.20779220779221
43.0,2006,3,2545,-11.876731301939058
43.0,2007,0,3130,22.98624754420432
43.0,2007,1,3233,3.2907348242811505
43.0,2007,2,2877,-11.01144447881225
43.0,2007,3,2651,-7.855404935696907
43.0,2008,0,2983,12.523576009053187
43.0,2008,1,2670,-10.492792490781094
43.0,2008,2,2719,1.8352059925093633
43.0,2008,3,2478,-8.86355277675616
43.0,2009,0,2935,18.44229217110573
43.0,2009,1,2698,-8.074957410562181
43.0,2009,2,2717,0.7042253521126761
43.0,2009,3,2550,-6.1464850938535145
43.0,2010,0,2817,10.470588235294118
43.0,2010,1,2786,-1.1004614838480653
43.0,2010,2,2653,-4.773869346733668
43.0,2010,3,2710,2.148511119487373
43.0,2011,0,3263,20.40590405904059
43.0,2011,1,3146,-3.5856573705179287
43.0,2011,2,2693,-14.399237126509853
43.0,2011,3,2783,3.3419977720014855
43.0,2012,0,3217,15.594681997844054
43.0,2012,1,2440,-24.15293751942804
43.0,2012,2,2436,-0.16393442622950818
43.0,2012,3,1976,-18.88341543513957
43.0,2013,0,1968,-0.4048582995951417
43.0,2013,1,1986,0.9146341463414633
43.0,2013,2,2186,10.070493454179255
43.0,2013,3,1856,-15.096065873741995
43.0,2014,0,2032,9.482758620689655
43.0,2014,1,2140,5.31496062992126
43.0,2014,2,2174,1.588785046728972
43.0,2014,3,1724,-20.699172033118675
43.0,2015,0,1759,2.0301624129930396
43.0,2015,1,1625,-7.617964752700399
43.0,2015,2,1709,5.169230769230769
43.0,2015,3,1284,-24.8683440608543
43.0,2016,0,1418,10.43613707165109
43.0,2016,1,1595,12.482369534555712
43.0,2016,2,1590,-0.3134796238244514
43.0,2016,3,1399,-12.0125786163522
43.0,2017,0,1568,12.080057183702644
43.0,2017,1,1542,-1.6581632653061225
43.0,2017,2,1504,-2.4643320363164722
43.0,2017,3,1327,-11.768617021276597
43.0,2018,0,1258,-5.1996985681989445
43.0,2018,1,1210,-3.815580286168521
43.0,2018,2,1321,9.173553719008265
43.0,2018,3,1007,-23.76987130961393
43.0,2019,0,1089,8.14299900695134
43.0,2019,1,1028,-5.601469237832874
43.0,2019,2,1011,-1.6536964980544748
43.0,2019,3,848,-16.12265084075173
43.0,2020,0,983,15.919811320754718
43.0,2020,1,632,-35.70701932858596
43.0,2020,2,645,2.0569620253164556
43.0,2020,3,880,36.434108527131784
43.0,2021,0,889,1.0227272727272727
43.0,2021,1,669,-24.746906636670417
43.0,2021,2,927,38.56502242152467
43.0,2021,3,897,-3.2362459546925564
43.0,2022,0,958,6.800445930880714
43.0,2022,1,1157,20.772442588726513
43.0,2022,2,1130,-2.33362143474503
43.0,2022,3,1319,16.72566371681416
43.0,2023,0,1349,2.2744503411675514
43.0,2023,1,1403,4.002965159377316
44.0,2006,0,3308,
44.0,2006,1,3035,-8.252720677146312
44.0,2006,2,3117,2.701812191103789
44.0,2006,3,3015,-3.2723772858517806
44.0,2007,0,3891,29.054726368159205
44.0,2007,1,3546,-8.866615265998458
44.0,2007,2,3764,6.147772137619854
44.0,2007,3,3240,-13.921360255047821
44.0,2008,0,4041,24.72222222222222
44.0,2008,1,3890,-3.7366988369215544
44.0,2008,2,3382,-13.059125964010281
44.0,2008,3,3268,-3.3707865168539324
44.0,2009,0,3985,21.940024479804162
44.0,2009,1,3462,-13.124215809284816
44.0,2009,2,3796,9.647602541883305
44.0,2009,3,3869,1.9230769230769231
44.0,2010,0,3837,-0.8270871026104937
44.0,2010,1,4209,9.695074276778733
44.0,2010,2,4395,4.419101924447612
44.0,2010,3,3799,-13.560864618885097
44.0,2011,0,4191,10.318504869702554
44.0,2011,1,3943,-5.917442137914579
44.0,2011,2,3712,-5.858483388283033
44.0,2011,3,3569,-3.8523706896551726
44.0,2012,0,4039,13.168954889324741
44.0,2012,1,3435,-14.9541965833127
44.0,2012,2,3342,-2.7074235807860263
44.0,2012,3,2851,-14.6918013165769
44.0,2013,0,3329,16.76604700105226
44.0,2013,1,3576,7.419645539200961
44.0,2013,2,3311,-7.410514541387024
44.0,2013,3,2815,-14.980368468740563
44.0,2014,0,2898,2.9484902309058616
44.0,2014,1,2812,-2.9675638371290542
44.0,2014,2,3232,14.935988620199147
44.0,2014,3,2493,-22.86509900990099
44.0,2015,0,2622,5.174488567990373
44.0,2015,1,2722,3.8138825324180017
44.0,2015,2,3177,16.71565025716385
44.0,2015,3,2611,-17.815549260308465
44.0,2016,0,2533,-2.987361164304864
44.0,2016,1,2476,-2.250296091590999
44.0,2016,2,2260,-8.723747980613894
44.0,2016,3,2188,-3.185840707964602
44.0,2017,0,2086,-4.661791590493602
44.0,2017,1,2084,-0.09587727708533077
44.0,2017,2,2008,-3.6468330134357005
44.0,2017,3,1774,-11.653386454183266
44.0,2018,0,1793,1.0710259301014655
44.0,2018,1,1803,0.5577244841048522
44.0,2018,2,2095,16.195230171935663
44.0,2018,3,1756,-16.181384248210023
44.0,2019,0,1941,10.535307517084282
44.0,2019,1,1793,-7.62493560020608
44.0,2019,2,1560,-12.994980479643056
44.0,2019,3,1422,-8.846153846153847
44.0,2020,0,1324,-6.891701828410689
44.0,2020,1,717,-45.84592145015105
44.0,2020,2,856,19.386331938633194
44.0,2020,3,1091,27.453271028037385
44.0,2021,0,1100,0.8249312557286892
44.0,2021,1,859,-21.90909090909091
44.0,2021,2,1387,61.46682188591386
44.0,2021,3,1227,-11.535688536409516
44.0,2022,0,1390,13.284433577832111
44.0,2022,1,1567,12.733812949640289
44.0,2022,2,1462,-6.700701978302488
44.0,2022,3,1441,-1.4363885088919288
44.0,2023,0,1733,20.263705759888968
44.0,2023,1,2043,17.88805539526832
45.0,2006,0,780,
45.0,2006,1,735,-5.769230769230769
45.0,2006,2,773,5.170068027210884
45.0,2006,3,727,-5.950840879689522
45.0,2007,0,717,-1.3755158184319118
45.0,2007,1,739,3.0683403068340307
45.0,2007,2,801,8.389715832205685
45.0,2007,3,750,-6.367041198501873
45.0,2008,0,929,23.866666666666667
45.0,2008,1,950,2.2604951560818085
45.0,2008,2,759,-20.105263157894736
45.0,2008,3,695,-8.432147562582346
45.0,2009,0,900,29.496402877697843
45.0,2009,1,863,-4.111111111111112
45.0,2009,2,875,1.3904982618771726
45.0,2009,3,839,-4.114285714285714
45.0,2010,0,863,2.860548271752086
45.0,2010,1,850,-1.5063731170336037
45.0,2010,2,861,1.2941176470588236
45.0,2010,3,832,-3.368176538908246
45.0,2011,0,942,13.221153846153847
45.0,2011,1,937,-0.5307855626326964
45.0,2011,2,918,-2.0277481323372464
45.0,2011,3,756,-17.647058823529413
45.0,2012,0,918,21.428571428571427
45.0,2012,1,845,-7.952069716775599
45.0,2012,2,893,5.680473372781065
45.0,2012,3,704,-21.164613661814112
45.0,2013,0,700,-0.5681818181818182
45.0,2013,1,832,18.857142857142858
45.0,2013,2,732,-12.01923076923077
45.0,2013,3,723,-1.2295081967213115
45.0,2014,0,772,6.77731673582296
45.0,2014,1,796,3.1088082901554404
45.0,2014,2,780,-2.0100502512562812
45.0,2014,3,762,-2.307692307692308
45.0,2015,0,652,-14.435695538057743
45.0,2015,1,749,14.877300613496933
45.0,2015,2,832,11.081441922563418
45.0,2015,3,730,-12.259615384615383
45.0,2016,0,752,3.0136986301369864
45.0,2016,1,695,-7.579787234042554
45.0,2016,2,711,2.302158273381295
45.0,2016,3,632,-11.11111111111111
45.0,2017,0,602,-4.746835443037975
45.0,2017,1,692,14.950166112956811
45.0,2017,2,599,-13.439306358381502
45.0,2017,3,674,12.520868113522537
45.0,2018,0,710,5.341246290801187
45.0,2018,1,614,-13.521126760563378
45.0,2018,2,638,3.908794788273615
45.0,2018,3,639,0.1567398119122257
45.0,2019,0,588,-7.981220657276995
45.0,2019,1,558,-5.1020408163265305
45.0,2019,2,607,8.781362007168457
45.0,2019,3,478,-21.25205930807249
45.0,2020,0,468,-2.092050209205021
45.0,2020,1,293,-37.39316239316239
45.0,2020,2,292,-0.3412969283276451
45.0,2020,3,384,31.506849315068493
45.0,2021,0,381,-0.78125
45.0,2021,1,327,-14.173228346456693
45.0,2021,2,405,23.853211009174313
45.0,2021,3,371,-8.395061728395062
45.0,2022,0,425,14.555256064690028
45.0,2022,1,451,6.11764705882353
45.0,2022,2,382,-15.299334811529933
45.0,2022,3,462,20.94240837696335
45.0,2023,0,650,40.692640692640694
45.0,2023,1,723,11.23076923076923
46.0,2006,0,2837,
46.0,2006,1,2742,-3.3486076841734227
46.0,2006,2,2829,3.1728665207877462
46.0,2006,3,2909,2.8278543655001767
46.0,2007,0,3578,22.99759367480234
46.0,2007,1,3072,-14.141978759083287
46.0,2007,2,2871,-6.54296875
46.0,2007,3,2806,-2.2640195053988155
46.0,2008,0,3668,30.719885958660015
46.0,2008,1,3178,-13.358778625954198
46.0,2008,2,2982,-6.167400881057269
46.0,2008,3,2930,-1.7437961099932933
46.0,2009,0,3438,17.33788395904437
46.0,2009,1,3125,-9.10413030831879
46.0,2009,2,2951,-5.568
46.0,2009,3,2805,-4.94747543205693
46.0,2010,0,2751,-1.9251336898395723
46.0,2010,1,2664,-3.162486368593239
46.0,2010,2,2414,-9.384384384384385
46.0,2010,3,2203,-8.740679370339684
46.0,2011,0,2708,22.92328642759873
46.0,2011,1,2393,-11.632200886262925
46.0,2011,2,2044,-14.584203928123692
46.0,2011,3,2202,7.729941291585127
46.0,2012,0,2549,15.75840145322434
46.0,2012,1,2244,-11.965476657512749
46.0,2012,2,2181,-2.807486631016043
46.0,2012,3,1762,-19.211370930765703
46.0,2013,0,1937,9.931895573212259
46.0,2013,1,2121,9.499225606608157
46.0,2013,2,1882,-11.268269684111267
46.0,2013,3,1859,-1.2221041445270988
46.0,2014,0,2010,8.122646584185047
46.0,2014,1,2118,5.3731343283582085
46.0,2014,2,2136,0.84985835694051
46.0,2014,3,1621,-24.11048689138577
46.0,2015,0,1713,5.67550894509562
46.0,2015,1,1611,-5.954465849387041
46.0,2015,2,1745,8.317815021725636
46.0,2015,3,1291,-26.017191977077363
46.0,2016,0,1344,4.105344694035631
46.0,2016,1,1366,1.636904761904762
46.0,2016,2,1536,12.445095168374817
46.0,2016,3,1320,-14.0625
46.0,2017,0,1494,13.18181818181818
46.0,2017,1,1352,-9.504685408299867
46.0,2017,2,1168,-13.609467455621301
46.0,2017,3,1335,14.29794520547945
46.0,2018,0,1387,3.895131086142322
46.0,2018,1,1448,4.397981254506128
46.0,2018,2,1414,-2.3480662983425415
46.0,2018,3,1396,-1.272984441301273
46.0,2019,0,1358,-2.722063037249284
46.0,2019,1,1156,-14.874815905743741
46.0,2019,2,1142,-1.2110726643598615
46.0,2019,3,971,-14.973730297723293
46.0,2020,0,1029,5.9732234809474765
46.0,2020,1,795,-22.740524781341108
46.0,2020,2,720,-9.433962264150944
46.0,2020,3,769,6.805555555555555
46.0,2021,0,867,12.743823146944083
46.0,2021,1,702,-19.031141868512112
46.0,2021,2,842,19.943019943019944
46.0,2021,3,818,-2.8503562945368173
46.0,2022,0,1015,24.08312958435208
46.0,2022,1,1044,2.857142857142857
46.0,2022,2,1096,4.980842911877394
46.0,2022,3,1391,26.916058394160586
46.0,2023,0,1336,-3.9539899352983463
46.0,2023,1,1564,17.065868263473057
47.0,2006,0,1619,
47.0,2006,1,1482,-8.46201358863496
47.0,2006,2,1578,6.477732793522267
47.0,2006,3,1307,-17.173637515842838
47.0,2007,0,1848,41.392501912777355
47.0,2007,1,1737,-6.0064935064935066
47.0,2007,2,2019,16.234887737478413
47.0,2007,3,1640,-18.77166914314017
47.0,2008,0,1996,21.70731707317073
47.0,2008,1,1879,-5.861723446893788
47.0,2008,2,1987,5.747738158594997
47.0,2008,3,1978,-0.45294413688978363
47.0,2009,0,2216,12.032355915065724
47.0,2009,1,1859,-16.1101083032491
47.0,2009,2,1960,5.433028509951587
47.0,2009,3,1872,-4.489795918367347
47.0,2010,0,2038,8.867521367521368
47.0,2010,1,2071,1.619234543670265
47.0,2010,2,1862,-10.091743119266056
47.0,2010,3,1769,-4.994629430719656
47.0,2011,0,1953,10.40135669869983
47.0,2011,1,1842,-5.683563748079877
47.0,2011,2,1633,-11.346362649294244
47.0,2011,3,1583,-3.061849357011635
47.0,2012,0,1616,2.0846493998736575
47.0,2012,1,1654,2.3514851485148514
47.0,2012,2,1666,0.7255139056831923
47.0,2012,3,1805,8.343337334933974
