Community_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
110.0,2018,3,1136,-12.41326137239784
110.0,2019,0,1324,16.549295774647888
110.0,2019,1,1420,7.250755287009064
110.0,2019,2,1298,-8.591549295774648
110.0,2019,3,1183,-8.859784283513097
110.0,2020,0,1103,-6.76246830092984
110.0,2020,1,670,-39.25657298277425
110.0,2020,2,579,-13.582089552238804
110.0,2020,3,986,70.29360967184802
110.0,2021,0,1053,6.7951318458417855
110.0,2021,1,999,-5.128205128205128
110.0,2021,2,1180,18.11811811811812
110.0,2021,3,1104,-6.440677966101695
110.0,2022,0,1173,6.25
110.0,2022,1,1238,5.541346973572037
110.0,2022,2,1041,-15.91276252019386
110.0,2022,3,1345,29.20268972142171
110.0,2023,0,1188,-11.672862453531598
110.0,2023,1,1148,-3.3670033670033668
111.0,2006,0,3585,
111.0,2006,1,3346,-6.666666666666667
111.0,2006,2,3369,0.6873879258816498
111.0,2006,3,3518,4.422677352330068
111.0,2007,0,4156,18.135304150085275
111.0,2007,1,3611,-13.113570741097208
111.0,2007,2,3706,2.6308501800055386
111.0,2007,3,3443,-7.096600107933082
111.0,2008,0,4065,18.065640429857684
111.0,2008,1,3702,-8.929889298892988
111.0,2008,2,3536,-4.484062668827661
111.0,2008,3,3225,-8.79524886877828
111.0,2009,0,4082,26.573643410852714
111.0,2009,1,3932,-3.674669279764821
111.0,2009,2,3625,-7.807731434384538
111.0,2009,3,3223,-11.089655172413792
111.0,2010,0,4023,24.821594787465095
111.0,2010,1,4314,7.233407904548844
111.0,2010,2,3771,-12.58692628650904
111.0,2010,3,3686,-2.2540440201538052
111.0,2011,0,4196,13.836136733586542
111.0,2011,1,3909,-6.839847473784556
111.0,2011,2,3353,-14.223586595037094
111.0,2011,3,3223,-3.877124962719952
111.0,2012,0,3900,21.005274588892338
111.0,2012,1,3904,0.10256410256410256
111.0,2012,2,3889,-0.38422131147540983
111.0,2012,3,3084,-20.699408588326047
111.0,2013,0,3943,27.85343709468223
111.0,2013,1,3918,-0.63403499873193
111.0,2013,2,3833,-2.169474221541603
111.0,2013,3,3542,-7.591964518653796
111.0,2014,0,4175,17.871259175607
111.0,2014,1,4067,-2.586826347305389
111.0,2014,2,3746,-7.892795672485862
111.0,2014,3,2899,-22.610784837159635
111.0,2015,0,2948,1.6902380131079684
111.0,2015,1,3048,3.3921302578018993
111.0,2015,2,3490,14.501312335958005
111.0,2015,3,2903,-16.81948424068768
111.0,2016,0,3028,4.305890458146744
111.0,2016,1,3028,0.0
111.0,2016,2,2736,-9.64332892998679
111.0,2016,3,2481,-9.320175438596491
111.0,2017,0,2519,1.5316404675534059
111.0,2017,1,2722,8.058753473600635
111.0,2017,2,2780,2.1307861866274798
111.0,2017,3,2490,-10.431654676258994
111.0,2018,0,2563,2.931726907630522
111.0,2018,1,2103,-17.94771751853297
111.0,2018,2,2134,1.474084640989063
111.0,2018,3,1794,-15.932521087160262
111.0,2019,0,2030,13.154960981047935
111.0,2019,1,1968,-3.054187192118227
111.0,2019,2,1849,-6.046747967479675
111.0,2019,3,1524,-17.577068685776094
111.0,2020,0,1651,8.333333333333332
111.0,2020,1,1011,-38.764385221078136
111.0,2020,2,828,-18.100890207715135
111.0,2020,3,1161,40.21739130434783
111.0,2021,0,1317,13.436692506459949
111.0,2021,1,1134,-13.895216400911162
111.0,2021,2,1199,5.731922398589065
111.0,2021,3,1025,-14.51209341117598
111.0,2022,0,1238,20.78048780487805
111.0,2022,1,1349,8.966074313408724
111.0,2022,2,1276,-5.411415863602668
111.0,2022,3,1216,-4.702194357366771
111.0,2023,0,1406,15.625
111.0,2023,1,1603,14.011379800853485
112.0,2006,0,3030,
112.0,2006,1,2690,-11.221122112211221
112.0,2006,2,2944,9.442379182156134
112.0,2006,3,2745,-6.759510869565218
112.0,2007,0,3898,42.00364298724955
112.0,2007,1,3022,-22.473063109286816
112.0,2007,2,3044,0.727994705493051
112.0,2007,3,3257,6.9973718791064385
112.0,2008,0,3812,17.040221062327294
112.0,2008,1,3291,-13.667366211962225
112.0,2008,2,3007,-8.629595867517471
112.0,2008,3,2629,-12.570668440305951
112.0,2009,0,3457,31.494864967668313
112.0,2009,1,3296,-4.657217240381835
112.0,2009,2,2843,-13.743932038834952
112.0,2009,3,3169,11.466760464298277
112.0,2010,0,3131,-1.1991164405175134
112.0,2010,1,3177,1.4691791759821142
112.0,2010,2,2814,-11.425873465533522
112.0,2010,3,2919,3.731343283582089
112.0,2011,0,2773,-5.00171291538198
112.0,2011,1,3105,11.972592859718716
112.0,2011,2,3096,-0.2898550724637681
112.0,2011,3,2606,-15.826873385012922
112.0,2012,0,3090,18.57252494244052
112.0,2012,1,2949,-4.563106796116505
112.0,2012,2,2787,-5.493387589013224
112.0,2012,3,2328,-16.469321851453174
112.0,2013,0,2995,28.651202749140893
112.0,2013,1,2728,-8.914858096828047
112.0,2013,2,2677,-1.86950146627566
112.0,2013,3,2494,-6.8360104594695565
112.0,2014,0,3038,21.81234963913392
112.0,2014,1,2990,-1.5799868334430547
112.0,2014,2,2395,-19.899665551839465
112.0,2014,3,2289,-4.4258872651356995
112.0,2015,0,2475,8.125819134993446
112.0,2015,1,2172,-12.242424242424242
112.0,2015,2,2098,-3.4069981583793743
112.0,2015,3,1980,-5.624404194470925
112.0,2016,0,2109,6.515151515151516
112.0,2016,1,2219,5.215742057847321
112.0,2016,2,2058,-7.255520504731862
112.0,2016,3,2027,-1.5063168124392614
112.0,2017,0,2186,7.844104588061174
112.0,2017,1,1927,-11.848124428179323
112.0,2017,2,1717,-10.897768552153607
112.0,2017,3,1804,5.06697728596389
112.0,2018,0,1721,-4.600886917960088
112.0,2018,1,1432,-16.792562463683904
112.0,2018,2,1320,-7.82122905027933
112.0,2018,3,1276,-3.3333333333333335
112.0,2019,0,1273,-0.23510971786833856
112.0,2019,1,1225,-3.7706205813040063
112.0,2019,2,1178,-3.8367346938775513
112.0,2019,3,974,-17.31748726655348
112.0,2020,0,961,-1.3347022587268993
112.0,2020,1,726,-24.453694068678463
112.0,2020,2,514,-29.201101928374655
112.0,2020,3,769,49.61089494163424
112.0,2021,0,941,22.366710013003903
112.0,2021,1,833,-11.477151965993624
112.0,2021,2,951,14.165666266506602
112.0,2021,3,763,-19.768664563617243
112.0,2022,0,822,7.732634338138926
112.0,2022,1,839,2.068126520681265
112.0,2022,2,931,10.96543504171633
112.0,2022,3,1052,12.996777658431794
112.0,2023,0,1284,22.0532319391635
112.0,2023,1,1311,2.102803738317757
164.0,2006,0,192,
164.0,2006,1,257,33.85416666666667
164.0,2006,2,180,-29.961089494163424
164.0,2006,3,147,-18.333333333333332
164.0,2007,0,181,23.12925170068027
164.0,2007,1,284,56.9060773480663
164.0,2007,2,238,-16.19718309859155
164.0,2007,3,158,-33.61344537815126
164.0,2008,0,195,23.417721518987342
164.0,2008,1,219,12.307692307692308
164.0,2008,2,305,39.26940639269406
164.0,2008,3,196,-35.73770491803279
164.0,2009,0,188,-4.081632653061225
164.0,2009,1,224,19.148936170212767
164.0,2009,2,260,16.071428571428573
164.0,2009,3,153,-41.15384615384615
164.0,2010,0,194,26.797385620915033
164.0,2010,1,231,19.072164948453608
164.0,2010,2,317,37.22943722943723
164.0,2010,3,198,-37.53943217665615
164.0,2011,0,162,-18.181818181818183
164.0,2011,1,251,54.93827160493827
164.0,2011,2,226,-9.9601593625498
164.0,2011,3,197,-12.831858407079647
164.0,2012,0,168,-14.720812182741117
164.0,2012,1,234,39.285714285714285
164.0,2012,2,224,-4.273504273504273
164.0,2012,3,158,-29.464285714285715
164.0,2013,0,106,-32.91139240506329
164.0,2013,1,221,108.49056603773586
164.0,2013,2,222,0.4524886877828055
164.0,2013,3,131,-40.99099099099099
164.0,2014,0,85,-35.11450381679389
164.0,2014,1,244,187.05882352941177
164.0,2014,2,191,-21.721311475409834
164.0,2014,3,78,-59.16230366492147
164.0,2015,0,56,-28.205128205128204
164.0,2015,1,212,278.57142857142856
164.0,2015,2,207,-2.358490566037736
164.0,2015,3,130,-37.19806763285024
164.0,2016,0,92,-29.230769230769234
164.0,2016,1,115,25.0
164.0,2016,2,107,-6.956521739130435
164.0,2016,3,65,-39.25233644859813
164.0,2017,0,75,15.384615384615385
164.0,2017,1,104,38.666666666666664
164.0,2017,2,97,-6.730769230769231
164.0,2017,3,75,-22.68041237113402
164.0,2018,0,51,-32.0
164.0,2018,1,64,25.49019607843137
164.0,2018,2,73,14.0625
164.0,2018,3,33,-54.794520547945204
164.0,2019,0,27,-18.181818181818183
164.0,2019,1,52,92.5925925925926
164.0,2019,2,75,44.230769230769226
164.0,2019,3,21,-72.0
164.0,2020,0,24,14.285714285714285
164.0,2020,1,16,-33.33333333333333
164.0,2020,2,20,25.0
164.0,2020,3,21,5.0
164.0,2021,0,21,0.0
164.0,2021,1,29,38.095238095238095
164.0,2021,2,29,0.0
164.0,2021,3,24,-17.24137931034483
164.0,2022,0,19,-20.833333333333336
164.0,2022,1,29,52.63157894736842
164.0,2022,2,73,151.72413793103448
164.0,2022,3,44,-39.726027397260275
164.0,2023,0,42,-4.545454545454546
164.0,2023,1,52,23.809523809523807
201.0,2006,0,2979,
201.0,2006,1,2704,-9.231285666330983
201.0,2006,2,2522,-6.730769230769231
201.0,2006,3,2557,1.387787470261697
201.0,2007,0,2983,16.660148611654282
201.0,2007,1,2773,-7.039892725444184
201.0,2007,2,2716,-2.0555355210962856
201.0,2007,3,2553,-6.001472754050074
201.0,2008,0,2882,12.886799843321583
201.0,2008,1,2725,-5.4476058292852185
201.0,2008,2,2610,-4.220183486238533
201.0,2008,3,2649,1.4942528735632183
201.0,2009,0,2963,11.853529633824085
201.0,2009,1,2962,-0.03374957813027337
201.0,2009,2,2826,-4.591492234976367
201.0,2009,3,2863,1.3092710544939843
201.0,2010,0,2914,1.7813482361159623
201.0,2010,1,2912,-0.06863417982155114
201.0,2010,2,2852,-2.0604395604395602
201.0,2010,3,2506,-12.131837307152875
201.0,2011,0,2600,3.750997605746209
201.0,2011,1,2854,9.769230769230768
201.0,2011,2,2301,-19.376313945339874
201.0,2011,3,2690,16.90569317687962
201.0,2012,0,3249,20.780669144981413
201.0,2012,1,2765,-14.89689135118498
201.0,2012,2,2564,-7.269439421338156
201.0,2012,3,2577,0.5070202808112325
201.0,2013,0,2945,14.280170741171904
201.0,2013,1,2721,-7.606112054329371
201.0,2013,2,2565,-5.733186328555679
201.0,2013,3,2847,10.994152046783626
201.0,2014,0,3207,12.644889357218126
201.0,2014,1,3190,-0.5300904271905207
201.0,2014,2,3197,0.219435736677116
201.0,2014,3,2877,-10.00938379730998
201.0,2015,0,2928,1.7726798748696557
201.0,2015,1,2913,-0.5122950819672131
201.0,2015,2,3075,5.561277033985582
201.0,2015,3,2976,-3.2195121951219514
201.0,2016,0,2737,-8.030913978494624
201.0,2016,1,2776,1.4249177932042383
201.0,2016,2,2412,-13.112391930835734
201.0,2016,3,2256,-6.467661691542288
201.0,2017,0,2407,6.6932624113475185
201.0,2017,1,1998,-16.992106356460322
201.0,2017,2,1919,-3.9539539539539534
201.0,2017,3,1876,-2.240750390828557
201.0,2018,0,1930,2.878464818763326
201.0,2018,1,1550,-19.689119170984455
201.0,2018,2,1586,2.3225806451612905
201.0,2018,3,1531,-3.467843631778058
201.0,2019,0,1803,17.766165904637493
201.0,2019,1,1770,-1.8302828618968388
201.0,2019,2,1815,2.5423728813559325
201.0,2019,3,1580,-12.947658402203857
201.0,2020,0,1406,-11.012658227848101
201.0,2020,1,1012,-28.02275960170697
201.0,2020,2,789,-22.035573122529645
201.0,2020,3,1077,36.50190114068441
201.0,2021,0,1068,-0.8356545961002786
201.0,2021,1,829,-22.378277153558052
201.0,2021,2,1053,27.020506634499398
201.0,2021,3,1007,-4.368471035137702
201.0,2022,0,1135,12.711022840119165
201.0,2022,1,1370,20.704845814977972
201.0,2022,2,1475,7.664233576642336
201.0,2022,3,1632,10.64406779661017
201.0,2023,0,1718,5.269607843137255
201.0,2023,1,1759,2.3864959254947613
202.0,2006,0,1555,
202.0,2006,1,1372,-11.768488745980706
202.0,2006,2,1441,5.029154518950437
202.0,2006,3,1354,-6.037473976405274
202.0,2007,0,1824,34.711964549483014
202.0,2007,1,1712,-6.140350877192982
202.0,2007,2,1607,-6.133177570093458
202.0,2007,3,1503,-6.471686372121967
202.0,2008,0,1918,27.611443779108452
202.0,2008,1,1921,0.15641293013555788
202.0,2008,2,1731,-9.890681936491411
202.0,2008,3,1470,-15.077989601386482
202.0,2009,0,1802,22.585034013605444
202.0,2009,1,1819,0.9433962264150944
202.0,2009,2,1753,-3.628367234744365
202.0,2009,3,1716,-2.110667427267541
202.0,2010,0,1832,6.75990675990676
202.0,2010,1,1870,2.074235807860262
202.0,2010,2,1648,-11.871657754010695
202.0,2010,3,1644,-0.24271844660194172
202.0,2011,0,2073,26.094890510948904
202.0,2011,1,2104,1.4954172696575012
202.0,2011,2,1775,-15.636882129277566
202.0,2011,3,1787,0.676056338028169
202.0,2012,0,2002,12.031337437045329
202.0,2012,1,1647,-17.732267732267733
202.0,2012,2,1803,9.47176684881603
202.0,2012,3,1741,-3.438713255684969
202.0,2013,0,1849,6.203331418724871
202.0,2013,1,1850,0.05408328826392645
202.0,2013,2,1637,-11.513513513513514
202.0,2013,3,1744,6.536346976175931
202.0,2014,0,1979,13.474770642201836
202.0,2014,1,1951,-1.414855987872663
202.0,2014,2,1782,-8.66222450025628
202.0,2014,3,1528,-14.25364758698092
202.0,2015,0,1527,-0.06544502617801047
202.0,2015,1,1503,-1.5717092337917484
202.0,2015,2,1680,11.776447105788424
202.0,2015,3,1701,1.25
202.0,2016,0,1666,-2.05761316872428
202.0,2016,1,1708,2.5210084033613445
202.0,2016,2,1424,-16.627634660421545
202.0,2016,3,1170,-17.837078651685392
202.0,2017,0,1272,8.717948717948717
202.0,2017,1,1131,-11.084905660377359
202.0,2017,2,1234,9.106984969053935
202.0,2017,3,1106,-10.372771474878444
202.0,2018,0,969,-12.386980108499095
202.0,2018,1,982,1.3415892672858616
202.0,2018,2,890,-9.368635437881874
202.0,2018,3,785,-11.797752808988763
202.0,2019,0,880,12.101910828025478
202.0,2019,1,777,-11.704545454545455
202.0,2019,2,757,-2.574002574002574
202.0,2019,3,636,-15.984147952443859
202.0,2020,0,645,1.4150943396226416
202.0,2020,1,458,-28.992248062015502
202.0,2020,2,475,3.711790393013101
202.0,2020,3,639,34.526315789473685
202.0,2021,0,516,-19.248826291079812
202.0,2021,1,431,-16.472868217054263
202.0,2021,2,524,21.57772621809745
202.0,2021,3,470,-10.305343511450381
202.0,2022,0,727,54.680851063829785
202.0,2022,1,818,12.517193947730398
202.0,2022,2,740,-9.535452322738386
202.0,2022,3,796,7.567567567567568
202.0,2023,0,826,3.7688442211055273
202.0,2023,1,954,15.49636803874092
203.0,2006,0,1333,
203.0,2006,1,1414,6.0765191297824455
203.0,2006,2,1354,-4.243281471004243
203.0,2006,3,1288,-4.874446085672083
203.0,2007,0,1539,19.487577639751553
203.0,2007,1,1275,-17.15399610136452
203.0,2007,2,1342,5.254901960784314
203.0,2007,3,1273,-5.141579731743666
203.0,2008,0,1579,24.037706205813038
203.0,2008,1,1582,0.18999366687777072
203.0,2008,2,1435,-9.29203539823009
203.0,2008,3,1516,5.644599303135889
203.0,2009,0,1802,18.86543535620053
203.0,2009,1,2016,11.875693673695894
203.0,2009,2,1867,-7.390873015873016
203.0,2009,3,1651,-11.56936261381896
203.0,2010,0,1713,3.755299818291944
203.0,2010,1,1847,7.822533566841798
203.0,2010,2,1633,-11.586356253383865
203.0,2010,3,1950,19.412124923453767
203.0,2011,0,1944,-0.3076923076923077
203.0,2011,1,1923,-1.0802469135802468
203.0,2011,2,1475,-23.29693187727509
203.0,2011,3,1566,6.169491525423728
203.0,2012,0,1777,13.473818646232438
203.0,2012,1,1521,-14.406302757456388
203.0,2012,2,1548,1.7751479289940828
203.0,2012,3,1181,-23.70801033591731
203.0,2013,0,1486,25.825571549534292
203.0,2013,1,1502,1.0767160161507403
203.0,2013,2,1706,13.581890812250332
203.0,2013,3,1450,-15.005861664712777
203.0,2014,0,1653,14.000000000000002
203.0,2014,1,1660,0.42347247428917123
203.0,2014,2,1608,-3.132530120481928
203.0,2014,3,1304,-18.90547263681592
203.0,2015,0,1252,-3.9877300613496933
203.0,2015,1,1306,4.313099041533546
203.0,2015,2,1468,12.404287901990811
203.0,2015,3,1391,-5.245231607629427
203.0,2016,0,1469,5.607476635514018
203.0,2016,1,1319,-10.211027910142954
203.0,2016,2,1430,8.41546626231994
203.0,2016,3,1385,-3.146853146853147
203.0,2017,0,1461,5.487364620938628
203.0,2017,1,1137,-22.176591375770023
203.0,2017,2,1308,15.03957783641161
203.0,2017,3,1142,-12.691131498470948
203.0,2018,0,1160,1.5761821366024518
203.0,2018,1,1090,-6.0344827586206895
203.0,2018,2,1042,-4.4036697247706424
203.0,2018,3,892,-14.39539347408829
203.0,2019,0,1029,15.358744394618833
203.0,2019,1,900,-12.536443148688047
203.0,2019,2,949,5.444444444444444
203.0,2019,3,805,-15.17386722866175
203.0,2020,0,674,-16.273291925465838
203.0,2020,1,578,-14.243323442136498
203.0,2020,2,546,-5.536332179930796
203.0,2020,3,697,27.655677655677657
203.0,2021,0,873,25.251076040172165
203.0,2021,1,697,-20.16036655211913
203.0,2021,2,752,7.890961262553802
203.0,2021,3,735,-2.2606382978723407
203.0,2022,0,766,4.217687074829931
203.0,2022,1,826,7.83289817232376
203.0,2022,2,783,-5.205811138014528
203.0,2022,3,793,1.277139208173691
203.0,2023,0,1072,35.182849936948294
203.0,2023,1,1032,-3.731343283582089
204.0,2006,0,3308,
204.0,2006,1,3035,-8.252720677146312
204.0,2006,2,3117,2.701812191103789
204.0,2006,3,3015,-3.2723772858517806
204.0,2007,0,3891,29.054726368159205
204.0,2007,1,3546,-8.866615265998458
204.0,2007,2,3764,6.147772137619854
204.0,2007,3,3240,-13.921360255047821
204.0,2008,0,4041,24.72222222222222
204.0,2008,1,3890,-3.7366988369215544
204.0,2008,2,3382,-13.059125964010281
204.0,2008,3,3268,-3.3707865168539324
204.0,2009,0,3985,21.940024479804162
204.0,2009,1,3462,-13.124215809284816
204.0,2009,2,3796,9.647602541883305
204.0,2009,3,3869,1.9230769230769231
204.0,2010,0,3837,-0.8270871026104937
204.0,2010,1,4209,9.695074276778733
204.0,2010,2,4395,4.419101924447612
204.0,2010,3,3799,-13.560864618885097
204.0,2011,0,4191,10.318504869702554
204.0,2011,1,3943,-5.917442137914579
204.0,2011,2,3712,-5.858483388283033
204.0,2011,3,3569,-3.8523706896551726
204.0,2012,0,4039,13.168954889324741
204.0,2012,1,3435,-14.9541965833127
204.0,2012,2,3342,-2.7074235807860263
204.0,2012,3,2851,-14.6918013165769
204.0,2013,0,3329,16.76604700105226
204.0,2013,1,3576,7.419645539200961
204.0,2013,2,3311,-7.410514541387024
204.0,2013,3,2815,-14.980368468740563
204.0,2014,0,2898,2.9484902309058616
204.0,2014,1,2812,-2.9675638371290542
204.0,2014,2,3232,14.935988620199147
204.0,2014,3,2493,-22.86509900990099
204.0,2015,0,2622,5.174488567990373
204.0,2015,1,2722,3.8138825324180017
204.0,2015,2,3177,16.71565025716385
204.0,2015,3,2611,-17.815549260308465
204.0,2016,0,2533,-2.987361164304864
204.0,2016,1,2476,-2.250296091590999
204.0,2016,2,2260,-8.723747980613894
204.0,2016,3,2188,-3.185840707964602
204.0,2017,0,2086,-4.661791590493602
204.0,2017,1,2084,-0.09587727708533077
204.0,2017,2,2008,-3.6468330134357005
204.0,2017,3,1774,-11.653386454183266
204.0,2018,0,1793,1.0710259301014655
204.0,2018,1,1803,0.5577244841048522
204.0,2018,2,2095,16.195230171935663
204.0,2018,3,1756,-16.181384248210023
204.0,2019,0,1941,10.535307517084282
204.0,2019,1,1793,-7.62493560020608
204.0,2019,2,1560,-12.994980479643056
204.0,2019,3,1422,-8.846153846153847
204.0,2020,0,1324,-6.891701828410689
204.0,2020,1,717,-45.84592145015105
204.0,2020,2,856,19.386331938633194
204.0,2020,3,1091,27.453271028037385
204.0,2021,0,1100,0.8249312557286892
204.0,2021,1,859,-21.90909090909091
204.0,2021,2,1387,61.46682188591386
204.0,2021,3,1227,-11.535688536409516
204.0,2022,0,1390,13.284433577832111
204.0,2022,1,1567,12.733812949640289
204.0,2022,2,1462,-6.700701978302488
204.0,2022,3,1441,-1.4363885088919288
204.0,2023,0,1733,20.263705759888968
204.0,2023,1,2043,17.88805539526832
205.0,2006,0,2822,
205.0,2006,1,2718,-3.6853295535081503
205.0,2006,2,2818,3.679175864606328
205.0,2006,3,2899,2.8743789921930447
205.0,2007,0,3567,23.042428423594345
205.0,2007,1,3062,-14.157555368657135
205.0,2007,2,2862,-6.531678641410843
205.0,2007,3,2794,-2.375960866526904
205.0,2008,0,3657,30.88761632068719
205.0,2008,1,3171,-13.2895816242822
205.0,2008,2,2974,-6.212551245663828
205.0,2008,3,2914,-2.0174848688634834
205.0,2009,0,3419,17.33013040494166
205.0,2009,1,3118,-8.803743784732378
205.0,2009,2,2933,-5.933290570878769
205.0,2009,3,2777,-5.318786225707467
205.0,2010,0,2736,-1.4764133957508103
205.0,2010,1,2654,-2.997076023391813
205.0,2010,2,2398,-9.645817633760362
205.0,2010,3,2193,-8.548790658882401
205.0,2011,0,2696,22.936616507067946
205.0,2011,1,2374,-11.943620178041543
205.0,2011,2,2005,-15.543386689132266
205.0,2011,3,2151,7.281795511221945
205.0,2012,0,2504,16.410971641097163
205.0,2012,1,2198,-12.220447284345049
205.0,2012,2,2148,-2.2747952684258417
205.0,2012,3,1713,-20.251396648044693
205.0,2013,0,1892,10.44950379451255
205.0,2013,1,2079,9.883720930232558
205.0,2013,2,1846,-11.207311207311207
205.0,2013,3,1834,-0.6500541711809318
205.0,2014,0,1999,8.996728462377316
205.0,2014,1,2113,5.702851425712856
205.0,2014,2,2131,0.8518693800283956
205.0,2014,3,1617,-24.120131393711873
205.0,2015,0,1709,5.6895485466914035
205.0,2015,1,1602,-6.260971328262141
205.0,2015,2,1737,8.426966292134832
205.0,2015,3,1283,-26.137017846862403
205.0,2016,0,1339,4.364770070148091
205.0,2016,1,1364,1.8670649738610903
205.0,2016,2,1531,12.243401759530792
205.0,2016,3,1311,-14.369693011103854
205.0,2017,0,1489,13.577421815408087
205.0,2017,1,1345,-9.670920080591
205.0,2017,2,1163,-13.531598513011152
205.0,2017,3,1330,14.359415305245054
205.0,2018,0,1375,3.3834586466165413
205.0,2018,1,1442,4.872727272727273
205.0,2018,2,1406,-2.496532593619972
205.0,2018,3,1394,-0.8534850640113799
205.0,2019,0,1354,-2.8694404591104736
205.0,2019,1,1155,-14.697193500738553
205.0,2019,2,1138,-1.471861471861472
205.0,2019,3,968,-14.938488576449913
205.0,2020,0,1027,6.095041322314049
205.0,2020,1,792,-22.88218111002921
205.0,2020,2,718,-9.343434343434344
205.0,2020,3,766,6.685236768802229
205.0,2021,0,862,12.532637075718014
205.0,2021,1,697,-19.1415313225058
205.0,2021,2,841,20.65997130559541
205.0,2021,3,810,-3.686087990487515
205.0,2022,0,1012,24.938271604938272
205.0,2022,1,1040,2.766798418972332
205.0,2022,2,1087,4.519230769230769
205.0,2022,3,1377,26.678932842686294
205.0,2023,0,1212,-11.982570806100219
205.0,2023,1,1377,13.613861386138614
206.0,2006,0,1263,
206.0,2006,1,1175,-6.967537608867776
206.0,2006,2,1239,5.446808510638298
206.0,2006,3,1504,21.388216303470543
206.0,2007,0,2082,38.430851063829785
206.0,2007,1,1979,-4.9471661863592695
206.0,2007,2,1707,-13.74431531076301
206.0,2007,3,1747,2.3432923257176332
206.0,2008,0,1997,14.310246136233543
206.0,2008,1,1615,-19.128693039559337
206.0,2008,2,1613,-0.12383900928792571
206.0,2008,3,1575,-2.3558586484810915
206.0,2009,0,1784,13.26984126984127
206.0,2009,1,1802,1.0089686098654709
206.0,2009,2,1867,3.607103218645949
206.0,2009,3,1774,-4.981253347616497
206.0,2010,0,2060,16.1217587373168
206.0,2010,1,1971,-4.320388349514563
206.0,2010,2,1866,-5.32724505327245
206.0,2010,3,1638,-12.218649517684888
206.0,2011,0,1731,5.677655677655678
206.0,2011,1,1645,-4.968226458694396
206.0,2011,2,1515,-7.90273556231003
206.0,2011,3,1611,6.336633663366337
206.0,2012,0,1778,10.36623215394165
206.0,2012,1,1617,-9.05511811023622
206.0,2012,2,1715,6.0606060606060606
206.0,2012,3,1430,-16.61807580174927
206.0,2013,0,1798,25.734265734265733
206.0,2013,1,1809,0.6117908787541714
206.0,2013,2,1781,-1.5478164731896076
206.0,2013,3,1574,-11.622683885457608
206.0,2014,0,1766,12.198221092757306
206.0,2014,1,1669,-5.49263873159683
206.0,2014,2,1646,-1.378070701018574
206.0,2014,3,1467,-10.874848116646415
206.0,2015,0,1425,-2.8629856850715747
206.0,2015,1,1391,-2.3859649122807016
206.0,2015,2,1737,24.874191229331416
206.0,2015,3,1449,-16.580310880829018
206.0,2016,0,1478,2.001380262249828
206.0,2016,1,1363,-7.7807848443843035
206.0,2016,2,1511,10.858400586940572
206.0,2016,3,1270,-15.949702183984115
206.0,2017,0,1270,0.0
206.0,2017,1,1226,-3.4645669291338583
206.0,2017,2,1192,-2.7732463295269167
206.0,2017,3,1219,2.2651006711409396
206.0,2018,0,1238,1.5586546349466777
206.0,2018,1,1142,-7.754442649434572
206.0,2018,2,1125,-1.4886164623467601
206.0,2018,3,967,-14.044444444444446
206.0,2019,0,919,-4.963805584281282
206.0,2019,1,855,-6.9640914036996735
206.0,2019,2,943,10.292397660818715
206.0,2019,3,784,-16.861081654294804
206.0,2020,0,719,-8.290816326530612
206.0,2020,1,565,-21.41863699582754
206.0,2020,2,578,2.3008849557522124
206.0,2020,3,661,14.359861591695502
206.0,2021,0,637,-3.6308623298033282
206.0,2021,1,540,-15.2276295133438
206.0,2021,2,678,25.555555555555554
206.0,2021,3,643,-5.162241887905605
206.0,2022,0,694,7.931570762052877
206.0,2022,1,779,12.247838616714697
206.0,2022,2,858,10.141206675224646
206.0,2022,3,855,-0.34965034965034963
206.0,2023,0,1008,17.894736842105264
206.0,2023,1,969,-3.869047619047619
207.0,2006,0,2140,
207.0,2006,1,2138,-0.09345794392523366
207.0,2006,2,2133,-0.23386342376052385
207.0,2006,3,2197,3.0004688232536334
207.0,2007,0,2567,16.84114701866181
207.0,2007,1,2507,-2.337358784573432
207.0,2007,2,2503,-0.15955325089748704
207.0,2007,3,2626,4.91410307630843
207.0,2008,0,2801,6.664127951256664
207.0,2008,1,2465,-11.995715815780079
207.0,2008,2,2252,-8.640973630831644
207.0,2008,3,2191,-2.708703374777975
207.0,2009,0,2883,31.583751711547237
207.0,2009,1,2431,-15.678113076656262
207.0,2009,2,2231,-8.227067050596462
207.0,2009,3,2314,3.7203047960555806
207.0,2010,0,3010,30.077787381158167
207.0,2010,1,3103,3.089700996677741
207.0,2010,2,2730,-12.020625201417982
207.0,2010,3,2506,-8.205128205128204
207.0,2011,0,2917,16.400638467677574
207.0,2011,1,2602,-10.798765855330819
207.0,2011,2,2675,2.8055342044581093
207.0,2011,3,2347,-12.261682242990654
207.0,2012,0,2728,16.233489561141884
207.0,2012,1,2395,-12.20674486803519
207.0,2012,2,2292,-4.30062630480167
207.0,2012,3,2119,-7.547993019197207
207.0,2013,0,2269,7.078810759792355
207.0,2013,1,2351,3.613926840017629
207.0,2013,2,2340,-0.46788600595491275
207.0,2013,3,2230,-4.700854700854701
207.0,2014,0,2268,1.7040358744394617
207.0,2014,1,2528,11.46384479717813
207.0,2014,2,2336,-7.59493670886076
207.0,2014,3,2009,-13.998287671232875
207.0,2015,0,1839,-8.461921353907417
